axis,level,omega,component,real,imag
inner_free_surface,0,16.734,A33,0.2018611934005376,0.0
inner_free_surface,0,16.734,A35,0.008778726085098514,0.0
inner_free_surface,0,16.734,A53,0.01629576475551211,0.0
inner_free_surface,0,16.734,A55,0.012800996846384983,0.0
inner_free_surface,0,16.734,B33,0.29308537039849514,0.0
inner_free_surface,0,16.734,B35,-0.14378845329011866,0.0
inner_free_surface,0,16.734,B53,0.17388548165230305,0.0
inner_free_surface,0,16.734,B55,0.005656940068317021,0.0
inner_free_surface,0,16.734,F3,0.07511539153914581,-0.3353344827430813
inner_free_surface,0,16.734,F5,0.13689787576458787,0.008737033888766772
inner_free_surface,0,5.601,A33,0.3255529437910189,0.0
inner_free_surface,0,5.601,A35,0.05873985573309722,0.0
inner_free_surface,0,5.601,A53,-0.01819000402579265,0.0
inner_free_surface,0,5.601,A55,0.03404548501425915,0.0
inner_free_surface,0,5.601,B33,0.23362726290247351,0.0
inner_free_surface,0,5.601,B35,-0.20251187345286745,0.0
inner_free_surface,0,5.601,B53,0.23502214999111673,0.0
inner_free_surface,0,5.601,B55,0.03376579171652531,0.0
inner_free_surface,0,5.601,F3,-0.041584906970410375,-0.7039109794635445
inner_free_surface,0,5.601,F5,0.04081168430149531,-0.06335221006782221
inner_free_surface,1,16.734,A33,0.19615567465181377,0.0
inner_free_surface,1,16.734,A35,0.009546790962162871,0.0
inner_free_surface,1,16.734,A53,0.014925674242121328,0.0
inner_free_surface,1,16.734,A55,0.012234858406247492,0.0
inner_free_surface,1,16.734,B33,0.35839507578303986,0.0
inner_free_surface,1,16.734,B35,-0.12954359212686747,0.0
inner_free_surface,1,16.734,B53,0.16290157840188418,0.0
inner_free_surface,1,16.734,B55,0.005766790295588701,0.0
inner_free_surface,1,16.734,F3,0.06129098578950907,-0.3392322241078544
inner_free_surface,1,16.734,F5,0.13588753334985934,0.008155649015780465
inner_free_surface,1,5.601,A33,0.32385629874493727,0.0
inner_free_surface,1,5.601,A35,0.05823306031437212,0.0
inner_free_surface,1,5.601,A53,-0.019348089393951676,0.0
inner_free_surface,1,5.601,A55,0.03383357255090315,0.0
inner_free_surface,1,5.601,B33,0.23289820807723932,0.0
inner_free_surface,1,5.601,B35,-0.20405857965086205,0.0
inner_free_surface,1,5.601,B53,0.23358226018927997,0.0
inner_free_surface,1,5.601,B55,0.03454661882566609,0.0
inner_free_surface,1,5.601,F3,-0.04460829827638896,-0.7041627501854218
inner_free_surface,1,5.601,F5,0.04048005595650892,-0.06281236600574364
inner_free_surface,2,16.734,A33,0.19503907417060354,0.0
inner_free_surface,2,16.734,A35,0.010273647853992325,0.0
inner_free_surface,2,16.734,A53,0.014042687207762378,0.0
inner_free_surface,2,16.734,A55,0.011943332826970368,0.0
inner_free_surface,2,16.734,B33,0.3918501587015754,0.0
inner_free_surface,2,16.734,B35,-0.1247212311111522,0.0
inner_free_surface,2,16.734,B53,0.1579044709700729,0.0
inner_free_surface,2,16.734,B55,0.006023305800746187,0.0
inner_free_surface,2,16.734,F3,0.055589129155234666,-0.3427819191168667
inner_free_surface,2,16.734,F5,0.13515097640204038,0.00801993654352571
inner_free_surface,2,5.601,A33,0.322497555042217,0.0
inner_free_surface,2,5.601,A35,0.05728123984560794,0.0
inner_free_surface,2,5.601,A53,-0.019596357027354853,0.0
inner_free_surface,2,5.601,A55,0.03378787954542831,0.0
inner_free_surface,2,5.601,B33,0.22947671128067587,0.0
inner_free_surface,2,5.601,B35,-0.2053228335118214,0.0
inner_free_surface,2,5.601,B53,0.2326203049012523,0.0
inner_free_surface,2,5.601,B55,0.034442209679564614,0.0
inner_free_surface,2,5.601,F3,-0.04558610492522295,-0.7042284599724971
inner_free_surface,2,5.601,F5,0.04031333162706241,-0.06257429982120265
matching_control_boundary,0,16.734,A33,0.19619602053611662,0.0
matching_control_boundary,0,16.734,A35,0.009570538149530723,0.0
matching_control_boundary,0,16.734,A53,0.01490832193939505,0.0
matching_control_boundary,0,16.734,A55,0.012227082505096482,0.0
matching_control_boundary,0,16.734,B33,0.3582649957275246,0.0
matching_control_boundary,0,16.734,B35,-0.1294237377517017,0.0
matching_control_boundary,0,16.734,B53,0.1628139385035773,0.0
matching_control_boundary,0,16.734,B55,0.005740744021540464,0.0
matching_control_boundary,0,16.734,F3,0.061358568221284764,-0.3395296014638854
matching_control_boundary,0,16.734,F5,0.13592148525208933,0.00824613574326499
matching_control_boundary,0,5.601,A33,0.3235518887502016,0.0
matching_control_boundary,0,5.601,A35,0.0580850300805665,0.0
matching_control_boundary,0,5.601,A53,-0.019227811650690096,0.0
matching_control_boundary,0,5.601,A55,0.03384037945356148,0.0
matching_control_boundary,0,5.601,B33,0.23202205059252548,0.0
matching_control_boundary,0,5.601,B35,-0.2040417992645928,0.0
matching_control_boundary,0,5.601,B53,0.23344907805817594,0.0
matching_control_boundary,0,5.601,B55,0.03444806926986329,0.0
matching_control_boundary,0,5.601,F3,-0.04417806614934856,-0.7043356178434742
matching_control_boundary,0,5.601,F5,0.040469408121370794,-0.06277123125197191
matching_control_boundary,1,16.734,A33,0.19615567465181377,0.0
