axis,level_mid,omega,component,real_mid,imag_mid,level_fine,real_fine,imag_fine,change,tolerance,passed
inner_free_surface,1,16.734,A33,0.19615567465181377,0.0,2,0.19503907417060354,0.0,0.0011166004812102337,0.009751953708530178,True
inner_free_surface,1,16.734,A35,0.009546790962162871,0.0,2,0.010273647853992325,0.0,0.0007268568918294537,0.001,True
inner_free_surface,1,16.734,A53,0.014925674242121328,0.0,2,0.014042687207762378,0.0,0.0008829870343589497,0.001,True
inner_free_surface,1,16.734,A55,0.012234858406247492,0.0,2,0.011943332826970368,0.0,0.0002915255792771236,0.001,True
inner_free_surface,1,16.734,B33,0.35839507578303986,0.0,2,0.3918501587015754,0.0,0.03345508291853555,0.019592507935078773,False
inner_free_surface,1,16.734,B35,-0.12954359212686747,0.0,2,-0.1247212311111522,0.0,0.0048223610157152735,0.0062360615555576105,True
inner_free_surface,1,16.734,B53,0.16290157840188418,0.0,2,0.1579044709700729,0.0,0.004997107431811282,0.007895223548503645,True
inner_free_surface,1,16.734,B55,0.005766790295588701,0.0,2,0.006023305800746187,0.0,0.00025651550515748585,0.001,True
inner_free_surface,1,16.734,F3,0.06129098578950907,-0.3392322241078544,2,0.055589129155234666,-0.3427819191168667,0.006716509788188023,0.01736300631757642,True
inner_free_surface,1,16.734,F5,0.13588753334985934,0.008155649015780465,2,0.13515097640204038,0.00801993654352571,0.0007489552807116601,0.006769436055645082,True
inner_free_surface,1,5.601,A33,0.32385629874493727,0.0,2,0.322497555042217,0.0,0.0013587437027202665,0.016124877752110852,True
inner_free_surface,1,5.601,A35,0.05823306031437212,0.0,2,0.05728123984560794,0.0,0.0009518204687641793,0.0028640619922803974,True
inner_free_surface,1,5.601,A53,-0.019348089393951676,0.0,2,-0.019596357027354853,0.0,0.00024826763340317706,0.001,True
inner_free_surface,1,5.601,A55,0.03383357255090315,0.0,2,0.03378787954542831,0.0,4.569300547483529e-05,0.0016893939772714157,True
inner_free_surface,1,5.601,B33,0.23289820807723932,0.0,2,0.22947671128067587,0.0,0.00342149679656345,0.011473835564033794,True
inner_free_surface,1,5.601,B35,-0.20405857965086205,0.0,2,-0.2053228335118214,0.0,0.0012642538609593523,0.01026614167559107,True
inner_free_surface,1,5.601,B53,0.23358226018927997,0.0,2,0.2326203049012523,0.0,0.0009619552880276716,0.011631015245062616,True
inner_free_surface,1,5.601,B55,0.03454661882566609,0.0,2,0.034442209679564614,0.0,0.00010440914610147789,0.0017221104839782308,True
inner_free_surface,1,5.601,F3,-0.04460829827638896,-0.7041627501854218,2,-0.04558610492522295,-0.7042284599724971,0.0009800120502429699,0.03528511785432664,True
inner_free_surface,1,5.601,F5,0.04048005595650892,-0.06281236600574364,2,0.04031333162706241,-0.06257429982120265,0.0002906415494235005,0.003721796510083293,True
matching_control_boundary,1,16.734,A33,0.19615567465181377,0.0,2,0.19614605312401454,0.0,9.621527799236196e-06,0.009807302656200728,True
matching_control_boundary,1,16.734,A35,0.009546790962162871,0.0,2,0.00953711851436371,0.0,9.672447799161099e-06,0.001,True
matching_control_boundary,1,16.734,A53,0.014925674242121328,0.0,2,0.014932934268873427,0.0,7.2600267520990525e-06,0.001,True
matching_control_boundary,1,16.734,A55,0.012234858406247492,0.0,2,0.012238425741615466,0.0,3.56733536797417e-06,0.001,True
matching_control_boundary,1,16.734,B33,0.35839507578303986,0.0,2,0.35851647918484103,0.0,0.00012140340180116782,0.01792582395924205,True
matching_control_boundary,1,16.734,B35,-0.12954359212686747,0.0,2,-0.12958695253209243,0.0,4.336040522495699e-05,0.006479347626604622,True
matching_control_boundary,1,16.734,B53,0.16290157840188418,0.0,2,0.16293876077079933,0.0,3.718236891514515e-05,0.008146938038539967,True
matching_control_boundary,1,16.734,B55,0.005766790295588701,0.0,2,0.005776637620401982,0.0,9.847324813280767e-06,0.001,True
matching_control_boundary,1,16.734,F3,0.06129098578950907,-0.3392322241078544,2,0.061238199096314075,-0.33912846977214056,0.00011641046842052537,0.01723065843478953,True
matching_control_boundary,1,16.734,F5,0.13588753334985934,0.008155649015780465,2,0.13587899957437502,0.008115924824477913,4.0630489766411965e-05,0.006806058103096384,True
matching_control_boundary,1,5.601,A33,0.32385629874493727,0.0,2,0.3240023209886184,0.0,0.00014602224368115424,0.01620011604943092,True
matching_control_boundary,1,5.601,A35,0.05823306031437212,0.0,2,0.058297478463090566,0.0,6.441814871844392e-05,0.0029148739231545286,True
matching_control_boundary,1,5.601,A53,-0.019348089393951676,0.0,2,-0.01939920276372701,0.0,5.111336977533382e-05,0.001,True
matching_control_boundary,1,5.601,A55,0.03383357255090315,0.0,2,0.033833143584146706,0.0,4.289667564424948e-07,0.0016916571792073354,True
matching_control_boundary,1,5.601,B33,0.23289820807723932,0.0,2,0.23327065638967068,0.0,0.000372448312431356,0.011663532819483534,True
matching_control_boundary,1,5.601,B35,-0.20405857965086205,0.0,2,-0.20408064732244924,0.0,2.2067671587189253e-05,0.010204032366122462,True
matching_control_boundary,1,5.601,B53,0.23358226018927997,0.0,2,0.23365348442242753,0.0,7.122423314756543e-05,0.011682674221121377,True
matching_control_boundary,1,5.601,B55,0.03454661882566609,0.0,2,0.03459047398780134,0.0,4.3855162135245096e-05,0.0017295236993900669,True
matching_control_boundary,1,5.601,F3,-0.04460829827638896,-0.7041627501854218,2,-0.0447925454446558,-0.7041058977078452,0.0001928191464065726,0.035276461249478454,True
matching_control_boundary,1,5.601,F5,0.04048005595650892,-0.06281236600574364,2,0.04048269928795016,-0.06282850180659892,1.6350879803535643e-05,0.0037370675605681806,True
free_surface_substeps,1,16.734,A33,0.19615567465181377,0.0,2,0.19615567465181363,0.0,1.3877787807814457e-16,0.009807783732590683,True
free_surface_substeps,1,16.734,A35,0.009546790962162871,0.0,2,0.009546790962162746,0.0,1.249000902703301e-16,0.001,True
free_surface_substeps,1,16.734,A53,0.014925674242121328,0.0,2,0.01492567424212133,0.0,1.734723475976807e-18,0.001,True
free_surface_substeps,1,16.734,A55,0.012234858406247492,0.0,2,0.012234858406247509,0.0,1.734723475976807e-17,0.001,True
free_surface_substeps,1,16.734,B33,0.35839507578303986,0.0,2,0.3583950757830368,0.0,3.0531133177191805e-15,0.01791975378915184,True
free_surface_substeps,1,16.734,B35,-0.12954359212686747,0.0,2,-0.12954359212686775,0.0,2.7755575615628914e-16,0.006477179606343388,True
free_surface_substeps,1,16.734,B53,0.16290157840188418,0.0,2,0.1629015784018846,0.0,4.163336342344337e-16,0.00814507892009423,True
free_surface_substeps,1,16.734,B55,0.005766790295588701,0.0,2,0.005766790295588728,0.0,2.688821387764051e-17,0.001,True
free_surface_substeps,1,16.734,F3,0.06129098578950907,-0.3392322241078544,2,0.061290985789508895,-0.33923222410785453,2.0595777971499126e-16,0.0172362326809117,True
free_surface_substeps,1,16.734,F5,0.13588753334985934,0.008155649015780465,2,0.13588753334985934,0.008155649015780538,7.28583859910259e-17,0.006806602737558902,True
free_surface_substeps,1,5.601,A33,0.32385629874493727,0.0,2,0.3238562987449371,0.0,1.6653345369377348e-16,0.016192814937246856,True
free_surface_substeps,1,5.601,A35,0.05823306031437212,0.0,2,0.05823306031437217,0.0,4.85722573273506e-17,0.002911653015718609,True
free_surface_substeps,1,5.601,A53,-0.019348089393951676,0.0,2,-0.01934808939395172,0.0,4.5102810375396984e-17,0.001,True
free_surface_substeps,1,5.601,A55,0.03383357255090315,0.0,2,0.0338335725509031,0.0,4.85722573273506e-17,0.001691678627545155,True
free_surface_substeps,1,5.601,B33,0.23289820807723932,0.0,2,0.2328982080772396,0.0,2.7755575615628914e-16,0.01164491040386198,True
free_surface_substeps,1,5.601,B35,-0.20405857965086205,0.0,2,-0.20405857965086163,0.0,4.163336342344337e-16,0.010202928982543082,True
free_surface_substeps,1,5.601,B53,0.23358226018927997,0.0,2,0.23358226018927986,0.0,1.1102230246251565e-16,0.011679113009463993,True
free_surface_substeps,1,5.601,B55,0.03454661882566609,0.0,2,0.03454661882566611,0.0,2.0816681711721685e-17,0.0017273309412833057,True
free_surface_substeps,1,5.601,F3,-0.04460829827638896,-0.7041627501854218,2,-0.044608298276388944,-0.7041627501854218,1.3877787807814457e-17,0.03527871451115432,True
free_surface_substeps,1,5.601,F5,0.04048005595650892,-0.06281236600574364,2,0.040480055956508915,-0.06281236600574362,1.5515838457795457e-17,0.0037363177907806474,True
