smoothing_enabled,substeps_per_plane_interval,time_step_s,body_panels_per_side,free_surface_panels_per_side,uniform_near_body_panel_count,free_surface_smoothing_node_count,knuckle_separation_model,pressure_interpolation,jet_cut_distance_fraction,jet_cut_threshold_over_beam,separation_event_count,first_separation_from_leading_over_beam,raw_vertical_force_coefficient,stern_corrected_vertical_force_coefficient,max_potential_bvp_relative_residual,max_pressure_bvp_relative_residual,max_contact_constraint_abs_m,maximum_jet_cut_count,runtime_s,response_calibration_used,raw_vertical_force_coefficient_change_from_previous_percent,stern_corrected_vertical_force_coefficient_change_from_previous_percent
True,16,0.0015551924611665996,28,35,11,12,artificial_surface,constant_panel,0.25,0.12,1,1.703435027062933,0.07759543498131338,0.060361800064935286,2.1002647302867323e-15,6.108598312483512e-15,0.0,126,96.9579348,False,,
