iteration,pseudo_time,kinematic_rms,dipole_coefficient,root_thickness,root_s_lambda,accepted_time_step,maximum_displacement_ratio
0,0.0,1.9270045085372192,5.6608080046266105,0.002997151170417381,1.6886367789497965,,
1,3.673096412881532e-05,1.9336960799569425,5.661655235715489,0.0027185193559081384,1.6937349213304331,3.673096412881532e-05,0.01998437171598246
2,7.318982934514286e-05,1.9398162219395403,5.662509612394921,0.0024379271701516036,1.6987209675442714,3.6458865216327534e-05,0.019988376187365174
3,0.00010940107040281938,1.9454844814320613,5.663365537877116,0.002155361520433324,1.7036211785047666,3.6211241057676515e-05,0.01999288355524451
4,0.00014537651690087376,1.9506071888349235,5.664223484190745,0.0018709140154449754,1.7084229582517882,3.597544649805439e-05,0.019996013607984683
5,0.00018113041157666402,1.955082881184042,5.665083930237465,0.001584687077710817,1.7131130563417045,3.575389467579025e-05,0.019997744189715713
6,0.00021667959429727565,1.9588037294229046,5.665947361017366,0.0012967939266930956,1.7176775922278655,3.554918272061163e-05,0.019998061565335064
7,0.00025204364122054506,1.9616567629806,5.666814265551064,0.0010073587217250457,1.722101853624135,3.536404692326938e-05,0.019996956696133023
8,0.0002872449972754243,1.9635255316263984,5.667685134183191,0.0007165166019895135,1.7263698133022087,3.520135605487924e-05,0.01999442656291669
9,0.0003223091002580682,1.9642922366259878,5.6685604547659825,0.000424413613899575,1.730462902765362,3.506410298264384e-05,0.01999047566429514
10,0.0003572644947448083,1.9638403542630352,5.669440707931781,0.00013120651657383607,1.734356014730184,3.495539448674013e-05,0.01998511776130271
11,0.00039214293358011713,1.9665367152355666,5.668830815723303,0.00017740692554576702,1.7371162647036253,3.487843883530879e-05,0.012931747306337615
12,0.0004269703476697918,1.9691908047413773,5.668217547397138,0.00022392455810564708,1.7398936965694776,3.482741408967469e-05,0.013014277466343626
13,0.00046174946334120765,1.9718020772922422,5.667600360456017,0.0002707344940405318,1.7426893772572603,3.477911567141585e-05,0.013097000571442334
14,0.0004964829750567494,1.9743700225136829,5.6669792186081525,0.0003178111500692591,1.745504357545291,3.473351171554179e-05,0.013179891161594447
15,0.0005311735578412478,1.9737989878201485,5.667869259346096,2.6567362152216427e-05,1.7491208566350964,3.46905827844984e-05,0.019978839902534948
16,0.0005657893634981935,1.9737925748029643,5.667250384662994,7.132078405608388e-05,1.7520227136793514,3.4615805656945664e-05,0.013060258729223157
17,0.000600356236617283,1.943211243779573,5.66662819112096,0.00011629212600445736,1.7549448325004013,3.4566873119089514e-05,0.01313964078567578
18,0.0006348768673456699,1.9144352471551735,5.6660021365207704,0.0001614555163235123,1.7578885438126792,3.4520630728386994e-05,0.013219160665704995
19,0.0006693538823056603,1.887315931301262,5.665372189463685,0.0002067844348967582,1.7608550083829035,3.4477014959990334e-05,0.013298786550562778
20,0.0007037898806141878,1.8617204322424785,5.664738318766868,0.0002522518343483815,1.7638453422760008,3.443599830852747e-05,0.013378499137128996
