iteration,step_factor,exact_objective,exact_relative_decrease,low_mode_objective_at_source,projected_integral_at_source,unresolved_integral_at_source,jacobian_condition_number,source_curvature_energy,source_maximum_turning_angle_deg,candidate_curvature_energy,candidate_curvature_energy_ratio,candidate_maximum_turning_angle_deg,source_root_relative_mismatch,root_gate_limit,root_feasibility_repair,candidate_root_relative_mismatch,candidate_hard_root_pass
1,1.0,0.125260031070248,0.10352193297618718,0.13972459079349764,0.13813290096366107,0.0015916898298365678,61.844954652919526,19.139313340018674,18.83798807720229,18.936675703769122,0.9894124918355428,17.893057988022516,0.0159397447243725,0.0159397447243725,True,0.015645245940839228,False
