row_count,pass_count,fail_count,max_relative_change,convergence_limit,base_source_reproduction_all_pass,refined_source_reproduction_all_pass,empirical_output_scaling_used,acceptance_status
4,4,0,0.0024218022179816013,0.05,True,True,False,PASS
