source_row,coefficient,omega_e_sqrt_l_over_g,reference_value,computed_value,signed_error,relative_error,relative_error_limit,source_reproduction_status,digitization_uncertainty,gate_error_ratio,gate_status,station_count,body_panel_count,free_surface_panel_count_per_side,control_surface_panel_count_per_side,provider_route,force_assembly_route,apply_local_time_phase,local_time_phase_gradient_correction,clip_inner_free_surface_to_waterline,two_zone_inner_free_surface,reference_series,reference_role,source_figure,source_page,source_image,empirical_output_scaling_used
0,A33,2.0,1.07,1.0761869561327577,0.006186956132757659,0.005782201993231457,0.05,PASS,0.02,0.28911009966157286,PASS,41,30,20,40,matched_bie_station_sweep,eq32_stokes_body_plus_end,True,True,True,False,matched_biem_theory,implementation_reproduction_gate,Fig. 11,952,p16_Im14.tiff.png,False
1,A33,2.23,0.941,0.9473493664544732,0.00634936645447326,0.006747467007941828,0.05,PASS,0.02,0.3373733503970914,PASS,41,30,20,40,matched_bie_station_sweep,eq32_stokes_body_plus_end,True,True,True,False,matched_biem_theory,implementation_reproduction_gate,Fig. 11,952,p16_Im14.tiff.png,False
2,A53,2.0,0.19,0.18646206833663714,-0.003537931663362859,0.018620692965067676,0.05,PASS,0.005,3.7241385930135356,FAIL,41,30,20,40,matched_bie_station_sweep,eq32_stokes_body_plus_end,True,True,True,False,matched_biem_theory,implementation_reproduction_gate,Fig. 13,953,p17_Im16.tiff.png,False
3,A53,2.23,0.145,0.1445375701852367,-0.0004624298147632988,0.0031891711362986128,0.05,PASS,0.005,0.6378342272597225,PASS,41,30,20,40,matched_bie_station_sweep,eq32_stokes_body_plus_end,True,True,True,False,matched_biem_theory,implementation_reproduction_gate,Fig. 13,953,p17_Im16.tiff.png,False
