case_code,fn_b,omega0_rad_s,omega_e_rad_s,wavenumber_rad_m,wave_amplitude_m,source_wave_amplitude_m,wave_amplitude_scale,component,heave_force_real_n_per_m,heave_force_imag_n_per_m,pitch_moment_real_nm_per_m,pitch_moment_imag_nm_per_m,response_calibration_used
C7,2.82,3.14,8.924826727941545,1.006,0.035,0.035,1.0,total,4724.666426399139,-3944.699313578007,2224.1542834486727,-496.10548267142286,False
C7,2.82,3.14,8.924826727941545,1.006,0.035,0.035,1.0,bem,2314.0424679552807,-3508.745056642244,423.94577899339066,15.922271888552538,False
C7,2.82,3.14,8.924826727941545,1.006,0.035,0.035,1.0,front,2410.6239584438595,-435.95425693576294,1800.208504455283,-512.0277545599753,False
C7,2.82,3.14,8.924826727941545,1.006,0.035,0.035,1.0,transom,0.0,0.0,0.0,0.0,False
C7,2.82,3.14,8.924826727941545,1.006,0.035,0.035,1.0,raw_bem,2314.0424679552807,-3508.745056642244,423.94577899339066,15.922271888552538,False
C7,2.82,3.14,8.924826727941545,1.006,0.035,0.035,1.0,resolved_station,2360.6175679316652,-3340.8662726100506,393.0140275824298,-94.03711914713368,False
C7,2.82,3.14,8.924826727941545,1.006,0.035,0.035,1.0,transom_extrapolation,-46.57509997638453,-167.87878403219275,30.931751410960864,109.95939103568658,False
C7,2.82,3.14,8.924826727941545,1.006,0.035,0.035,1.0,pre_chine_bem,1248.441497188822,-1386.6553053452922,464.7600136944217,-499.2820298577365,False
C7,2.82,3.14,8.924826727941545,1.006,0.035,0.035,1.0,post_chine_bem,1065.600970766459,-2122.089751296951,-40.81423470103109,515.204301746289,False
