omega_e_sqrt_L_g,amplitude,incident_amplitude,diffraction_amplitude,condition,residual
2.0,16.791066786369964,15.154944523684923,2.512124751571474,50095145.51671062,8.88751773162163e-16
3.0,10.45132598832471,8.84675370640222,2.303894169900777,50095145.51671062,8.577397856542349e-16
4.0,3.5412226151715607,2.391124046562527,1.2903048903324013,50095145.51671062,8.508957297523329e-16
