iteration,pseudo_time,kinematic_rms,dipole_coefficient,root_angle_deg,accepted_time_step,maximum_displacement_ratio
0,0.0,3.502639021963625,23.45602985286553,13.009184827845324,,
1,0.00024005901612652388,2.654325491480317,23.48397619011487,4.059410407370117,0.00024005901612652388,0.2424749675750299
2,0.0004946261422117485,2.133343925750997,23.50867433030511,20.030617362591418,0.00025456712608522465,0.23959194349595092
3,0.0007686441234550298,2.083996160726663,23.5320634814709,35.10132501004668,0.00027401798124328133,0.23641659916731328
4,0.001063271727802841,2.049511945466026,23.554846719140297,49.25924864013898,0.00029462760434781116,0.232790184095908
5,0.0013782998161866573,2.0519358016726446,23.577236128023713,62.522366415619345,0.0003150280883838163,0.22887244488102543
6,0.0017135332827167029,1.9931446266546087,23.59923142699479,74.90341622989051,0.00033523346653004555,0.22539083490082168
7,0.002069153298045255,1.9215678732008221,23.620693269075044,86.36268622979063,0.000355620015328552,0.23245202182266272
8,0.0024454979059507615,1.8731179314639124,23.641376065624307,96.81354705686114,0.00037634460790550656,0.2393398100221147
9,0.0028349659763086195,1.7048802617608456,23.66062033782998,105.99150345881004,0.0003894680703578581,0.24195716220511646
10,0.003230277752494376,1.6158132797107427,23.67801443422471,113.81097889048837,0.0003953117761857564,0.2413162837094733
11,0.003630629247571291,1.5477424520755854,23.693644699547026,120.44357188134049,0.0004003514950769148,0.24130515956364376
12,0.004035719042928702,1.5088056918502333,23.70771502844987,126.10130708496592,0.0004050897953574112,0.24175295736034202
13,0.00444562074977343,1.4993585980401007,23.720489759244145,131.00050380612365,0.00040990170684472734,0.2424934984496788
14,0.004860627380378477,1.4698658118956505,23.73223533032056,135.3321652315372,0.00041500663060504723,0.24339680309455353
15,0.005281095680494294,1.3973509906443098,23.743181183467964,139.2465643803522,0.0004204683001158171,0.24436976338580052
16,0.005707359960634753,1.3724192191343672,23.75350443084177,142.85169702551704,0.0004262642801404589,0.24534906096292322
17,0.00613971102161736,1.3727449916790366,23.763331281360013,146.219978680193,0.00043235106098260686,0.24629439054361815
18,0.0065784106074747075,1.3457686581014567,23.77274625697831,149.39760873804357,0.000438699585857348,0.24718268629689027
19,0.007023715562136807,1.2880713860326924,23.78180288438895,152.41318008444864,0.00044530495466209974,0.24800320049406724
20,0.007475898319682186,1.2808071941092534,23.79053282035622,155.28421582884474,0.00045218275754537824,0.24875357463907294
21,0.007935260155472919,1.3025833443882457,23.79895258429361,158.02157536261316,0.00045936183579073207,0.2494370199690136
22,0.008168699339449768,1.3159490025644414,23.80614823504379,160.61942399675053,0.00023343918397684895,0.12239788007134848
23,0.00863610655739915,1.3645341209109314,23.81283646157161,162.74799248439896,0.00046740721794938194,0.24944004580601095
24,0.008873340994543994,1.3070014134236925,23.819877839534705,165.25808847330924,0.0002372344371448441,0.12229319614339342
25,0.009347748004285008,1.3251936904182362,23.825039176891902,166.72466969680826,0.0004744070097410133,0.24946474770452043
26,0.00958850279540468,1.2792443853013689,23.832301047867656,169.31436626398025,0.00024075479111967222,0.12320264262728743
27,0.009827009578003306,1.2386310055204548,23.838418214119983,171.49742554093476,0.00023850678259862605,0.12306301291713685
28,0.010064391547427843,1.210760013740676,23.843673460955525,173.32433058504478,0.00023738196942453644,0.12294669192342621
29,0.010301185341505984,1.1915764395086823,23.848345675456965,174.90764491436627,0.0002367937940781411,0.12285962101563294
30,0.010419456755201218,1.183076796581256,23.85095831091031,175.71339725348685,0.00011827141369523403,0.06127051296471283
31,0.0105374097362988,1.1730357816988173,23.853479795519988,176.57544783515866,0.00011795298109758297,0.06127049172498769
32,0.010655203639349338,1.1640198725543538,23.85584886391947,177.38641315297065,0.00011779390305053663,0.06126109501956302
33,0.010772892707664178,1.1460828243442442,23.858086449906615,178.14500809610715,0.00011768906831484004,0.0612510427755255
34,0.010890518537976466,7.4734365331133255,23.512058113306093,161.4092339267322,0.00011762583031228669,0.19907892388437382
35,0.010936614117878343,2.4469042034864374,23.319195640857437,141.0541104263113,4.6095579901878245e-05,0.24191180061338874
36,0.011045882185760124,2.6677217648270855,23.35984070395648,128.9920030966531,0.0001092680678817803,0.20389698065579076
37,0.011121020833857539,3.5544266110059186,23.395300831056705,118.66894024533293,7.51386480974154e-05,0.22352457069734458
38,0.011179036839190769,2.030849757609878,23.264130057872123,107.55406252411933,5.801600533322995e-05,0.2356834930099424
39,0.011281088619481856,2.87556717137721,23.280210982801776,95.03818336808051,0.00010205178029108737,0.16923773000239187
40,0.011378598265353644,1.595696202755921,23.188949166369536,81.81307698791757,9.75096458717878e-05,0.24403547506992415
41,0.011520629387170876,3.6582072246306008,23.20552827347959,69.6440286541377,0.000142031121817233,0.18548076914569037
42,0.011616262025234783,2.0168976083507215,23.130491953727926,59.28932108299705,9.563263806390765e-05,0.2430070213997338
43,0.011775793616235536,1.6417182573121354,23.08495176876853,47.46834071445913,0.0001595315910007522,0.19056215088328674
44,0.011866889264881683,2.6111604327545788,23.079105104973035,42.2430141695113,9.109564864614666e-05,0.10710472392564978
45,0.012073673964047413,1.802774557313063,23.034100374714622,29.73459936704452,0.00020678469916572974,0.20186209242498646
46,0.012295740004354625,3.50725113203534,23.02268887544375,19.293465063435356,0.00022206604030721304,0.21635987609288965
47,0.012471976925307531,3.0991687403005455,22.978856650355645,10.543649180420653,0.00017623692095290486,0.18104997066560732
48,0.012564010844566521,3.1410616500985835,22.974671148920173,5.994407456039124,9.203391925898941e-05,0.13813979827496004
49,0.01281366888731495,2.608888943830511,22.931575589142245,4.909312352252857,0.0002496580427484279,0.22556628803575618
50,0.012991790391648059,1.9455645516224478,22.906188312345982,11.642974544540815,0.00017812150433310945,0.1669803377008525
51,0.013281907826709247,2.014747540363742,22.87059292749098,21.901860900655095,0.0002901174350611875,0.2386145556894356
52,0.013584436222202708,2.0365918384056236,22.83425937899811,31.01124819652841,0.0003025283954934607,0.24070473722329136
53,0.013741501720569095,2.112651978496995,22.81707646960913,35.1581274235225,0.00015706549836638772,0.12239894347316561
54,0.014055534493592465,2.334389350264697,22.778234482458178,45.14434379157633,0.00031403277302336906,0.24328388967165876
55,0.014193933990785305,2.414543477630723,22.761941349662024,49.311276721075906,0.00013839949719284027,0.13707120863860403
56,0.014506187834749116,2.8992733628671794,22.71981350755098,58.52679276461954,0.00031225384396381124,0.24430561206587334
57,0.01462988623883596,3.226569346140397,22.700259337631316,63.835474098136274,0.00012369840408684398,0.1265810835986123
58,0.014743593899394121,3.2643662153012203,22.684387994464938,68.54913773991423,0.00011370766055816108,0.13982269624761426
59,0.014835369640971608,3.214269853969637,22.669122631573593,71.9480740055706,9.177574157748686e-05,0.1331335686131771
60,0.015060708672235579,3.576986329538496,22.633855435140752,84.06418164692761,0.00022533903126396946,0.2404417924168338
61,0.015268102912981424,5.31477971128567,22.5976596912537,102.41948223915365,0.00020739424074584452,0.23310696887069246
62,0.015347461695213884,58.49099941145634,22.63906348200491,127.24079391823004,7.935878223246177e-05,0.21650723083284407
63,0.015353312002684964,12.411807182753016,22.57996941822422,140.79464296579368,5.850307471080018e-06,0.1343822906202261
64,0.015390087688556923,50.49179399739501,22.81475476433425,155.89670248763554,3.677568587195851e-05,0.15883898960504458
65,0.015396783135052838,32.991593093682084,22.597001547104835,162.76655761283644,6.695446495914848e-06,0.20354652496164313
66,0.015414431105005745,16.178897404881162,22.565600869004662,172.25210749650856,1.7647969952907085e-05,0.2346175855320366
67,0.015450721868217951,63.35271462654778,22.738213008431718,177.35424972774035,3.629076321220723e-05,0.12153267050040965
68,0.015457545118515013,26.97906978901957,22.553889603031646,173.80163771735985,6.823250297062749e-06,0.22613312109414124
69,0.015472148354619504,11.992692306558165,22.560380424116392,168.56205264909687,1.4603236104490673e-05,0.2084551258890983
70,0.015502007851852467,49.99887937417349,22.733387581149625,159.98522843226226,2.985949723296353e-05,0.12903325926777517
71,0.01551453159972435,42.62879612453845,22.621179513019953,156.11489356531806,1.252374787188293e-05,0.20805883780610798
72,0.015532668466371101,16.945486556317405,22.56232014942373,151.6477453095799,1.8136866646751725e-05,0.23116619422074688
73,0.015576646517325531,40.129916671823736,22.521085115945308,143.82988018341157,4.397805095443005e-05,0.23937581853597126
74,0.015592307174350955,21.651107233972585,22.571925061001817,140.7078809367416,1.566065702542481e-05,0.20047603627473992
75,0.015619521754592962,9.413583006135795,22.564000310103584,136.71215418780375,2.721458024200644e-05,0.23602769079943903
76,0.01564528431678715,38.747535032012586,22.73722538510519,133.46806125035693,2.5762562194189163e-05,0.12519182961889694
77,0.015653539587582137,18.002980409274098,22.63683125638047,131.85529144855923,8.255270794984663e-06,0.18920011296120756
78,0.0156734769839718,12.020472560752554,22.575999123457876,129.443448068995,1.9937396389660098e-05,0.20239618759269717
79,0.015701410499650594,9.490712836241805,22.561551826684862,126.83196328750464,2.7933515678794332e-05,0.2316445421166504
80,0.015750120749894715,316.78660429130844,23.346374129461566,123.84226596128984,4.871025024412193e-05,0.245399518915501
81,0.015751603425777586,43.33461540578811,22.76234857347569,122.96155141150759,1.4826758828717718e-06,0.1347860679475729
82,0.015764203764759975,21.68012970604044,22.608262541810564,122.0173919458546,1.2600338982388945e-05,0.18483544378069539
83,0.0157854830400797,13.51768990343589,22.554917155145112,120.89513045503348,2.127927531972429e-05,0.23310669237368895
84,0.015814762758692563,9.89526099074718,22.564930500190457,119.76668651131186,2.9279718612862083e-05,0.2014841834758761
85,0.01586779800787817,8.978161152963736,22.55377989358421,119.64270921516732,5.3035249185606526e-05,0.24310660087699323
86,0.015904218155767674,8.325509152568626,22.54954035043631,120.69686349220764,3.642014788950648e-05,0.12920943633944534
87,0.015942235346361786,22.59026129891672,22.616985172556305,122.33403606799085,3.801719059411203e-05,0.12844195813441492
88,0.01596022164375488,14.013219574702973,22.54882626467115,122.88598653070308,1.798629739309233e-05,0.20620977003802196
89,0.015987115795283485,10.873009613159914,22.54098756941842,123.89050534900063,2.6894151528604236e-05,0.23298167243104748
90,0.016033306140881772,10.029615150032678,22.538664625182268,125.97993198658224,4.619034559828868e-05,0.2469163727698376
