sigma,coefficient,calculated_raw,calculated_corrected_0p5B,calculated_correction_delta,source_raw_NUM,source_corrected_NUM,source_correction_delta,correction_delta_error,correction_delta_relative_error
1.4,A33,0.899160782070417,0.8908241198748202,-0.008336662195596811,1.00621118,1.0,-0.006211179999999983,-0.0021254821955968284,0.34220264033514314
1.4,A35,0.09025846919883726,-0.20937762505441723,-0.2996360942532545,0.645962733,0.457236842,-0.18872589099999998,-0.11091020325325451,0.5876787899401388
1.4,A53,-0.2278634919590267,-0.21891068273779032,0.008952809221236369,-0.208074534,-0.197368421,0.010706113000000017,-0.0017533037787636485,0.16376660500068005
1.4,A55,-0.19375382576980113,0.17138705175562502,0.3651408775254261,0.614906832,0.832236842,0.21733001000000007,0.14781086752542605,0.6801217536658927
1.4,B33,2.1910487479756666,1.9713799002672183,-0.2196688477084483,2.57342657,2.488,-0.08542657000000009,-0.1342422777084482,1.5714347153168864
1.4,B35,-3.979358806152233,-2.6116434709375955,1.3677153352146374,-3.50582751,-2.096,1.40982751,-0.042112174785362555,0.02987044477899467
1.4,B53,0.7588962976902606,1.0248881042028097,0.26599180651254917,1.68764569,1.76,0.07235430999999992,0.19363749651254925,2.6762399712270004
1.4,B55,3.1887213056304944,1.5111758975553249,-1.6775454080751695,4.05594406,2.352,-1.70394406,0.026398651924830485,0.015492675225987457
