run,deadrise_deg,formal_exact_objective,root_relative_mismatch,condition_number,dipole_coefficient,root_thickness,interface_s_lambda,measured_s_lambda,root_xi,reconstruction_relative_error,reference_used_during_solve,summary_file,checkpoint_sha256,outer_nodes_sha256,point_pass
D:\Projects\20260601-Potential-flow-ship\20260717-planningvessel-code\outputs\self_similar_wedge_12p425deg_n320_continuousmap_newton64_relinearized_v917,12.425,0.00096560030283271,7.557047744696684e-12,252992.82759689598,8.069360740489385,0.08617514313319435,3.1302890797393794,3.130289079763035,4.573998272823512,4.597017211338539e-17,False,newton_krylov_summary.json,60ab6b7a3fe363ea93514e5200de7b93837224486902f9417b6f85d27348e9b2,e4dab81b3aa73f537cd4283ad2d30b40d212d9c732d79e2ad657d3615bb1264b,True
D:\Projects\20260601-Potential-flow-ship\20260717-planningvessel-code\outputs\self_similar_wedge_12p4125deg_n320_continuousmap_krylov16_relinearized_v920,12.4125,0.0009996071548649178,8.338412934529818e-07,253031.92797220979,8.06940485132356,0.0850081547919178,3.1488098694421347,3.1488072438344403,4.573168207031927,4.7704895589362195e-17,False,newton_krylov_summary.json,3b11fd544b51640a52a53ecb104216abc74993b6f135ae32b0959a84a19b15da,96b913070b3fad019150ecd76436ae1d45a8065424f0a90cb3d88b25206c3cfb,True
D:\Projects\20260601-Potential-flow-ship\20260717-planningvessel-code\outputs\self_similar_wedge_12p40deg_n320_continuousmap_newton64_relinearized_v924,12.4,0.0009977301375848201,6.625220034090781e-12,253052.56011354204,8.088108699202436,0.08583218074835056,3.1396231963821393,3.13962319640294,4.578730237870485,1.4144665842760906e-16,False,newton_krylov_summary.json,774892b77c0cfaee72d9310e54ebe098beea4e8aaacc54ae7a78637872ac1c4c,7409656e9c7f89d1c4d2e43a019ed888a0947ea5fdc5c0cc0d376dbb06f169c7,True
