outer_iteration,node_index,normal_displacement
1,0,-1.2513244709379869e-05
1,1,8.629245220940655e-06
1,2,4.8628720201657585e-05
1,3,0.00010344186965185816
1,4,0.0001681739941738648
1,5,0.00023811135581094136
1,6,0.00030959898429127426
1,7,0.0003805389276161337
1,8,0.0004504037950220609
1,9,0.0005198064422435916
1,10,0.0005897934955542228
1,11,0.0006611002004125573
1,12,0.000733598045153553
1,13,0.0008060904162297288
1,14,0.0008764925947045922
1,15,0.0009423102586899834
1,16,0.0010012438590039775
1,17,0.001051720003738862
1,18,0.0010931897293004653
1,19,0.0011261204724604004
1,20,0.0011517123010098124
1,21,0.0011714545784069414
1,22,0.0011866799570626574
1,23,0.001198258209426244
1,24,0.0012065117309797003
1,25,0.0012113513684916056
1,26,0.0012125554018333306
1,27,0.0012100714862175407
1,28,0.0012042237334136164
1,29,0.0011957509999878753
1,30,0.0011856697636233801
1,31,0.001175020446499482
1,32,0.0011645964663395117
1,33,0.0011547575301870806
1,34,0.0011453938357953459
1,35,0.0011360501950440569
1,36,0.0011261604480613382
1,37,0.0011153041327554287
1,38,0.0011033923197542872
1,39,0.001090718420887264
1,40,0.0010778609795940096
1,41,0.0010654796693500234
1,42,0.0010540832359909832
1,43,0.0010438558669447111
1,44,0.0010346045592434332
1,45,0.00102584409252376
1,46,0.001016985491343451
1,47,0.0010075569132155743
1,48,0.0009973757630306192
1,49,0.0009866104967382995
1,50,0.0009757121554659477
1,51,0.0009652435422058908
1,52,0.0009556705924944006
1,53,0.0009471928565983727
1,54,0.0009396741570615178
1,55,0.0009326967797678871
1,56,0.0009257171459101921
1,57,0.0009182644327365369
1,58,0.0009101091141142297
1,59,0.0009013406956899753
1,60,0.0008923280336609375
1,61,0.0008835787572065833
1,62,0.0008755506510400154
1,63,0.0008684843494416953
1,64,0.0008623177337196415
1,65,0.0008567117233974901
1,66,0.0008511762266790489
1,67,0.0008452488804976822
1,68,0.0008386608732545386
1,69,0.0008314299362347083
1,70,0.0008238479953739582
1,71,0.0008163696941677123
1,72,0.0008094438134294966
1,73,0.0008033496022261266
1,74,0.0007980972248781812
1,75,0.0007934273219570595
1,76,0.0007889082030267352
1,77,0.000784093851166117
1,78,0.0007786845034489172
1,79,0.00077263160505776
1,80,0.0007661500543526322
1,81,0.0007596348681360376
1,82,0.0007535140936726123
1,83,0.0007480923955593146
1,84,0.0007434422512083234
1,85,0.0007393815044238687
1,86,0.0007355440639074695
1,87,0.0007315165907551848
1,88,0.0007269904334461098
1,89,0.0007218732406932657
1,90,0.0007163200918894272
1,91,0.0007106737583063566
1,92,0.0007053368534315562
1,93,0.000700623090666245
1,94,0.0006966418983501892
1,95,0.000693257933404919
1,96,0.0006901394481998639
1,97,0.0006868771764837477
1,98,0.0006831301477491344
1,99,0.000678745644519554
1,100,0.0006738104846421387
1,101,0.0006686160791625876
1,102,0.000663550957856004
1,103,0.000658960322489706
1,104,0.0006550234418914501
1,105,0.0006516925100943692
1,106,0.0006487138236087457
1,107,0.0006457222369283084
1,108,0.0006423737025587202
1,109,0.0006384676442301301
1,110,0.0006340154295263251
1,111,0.0006292313749417578
1,112,0.0006244510013197052
1,113,0.0006200073340466832
1,114,0.0006161105587063694
1,115,0.000612774277789363
1,116,0.0006098140119290529
1,117,0.0006069170771308419
1,118,0.0006037572682039045
1,119,0.0006001121400307819
1,120,0.0005959405554733601
1,121,0.0005913933161478262
1,122,0.0005867543579580637
1,123,0.0005823350957442979
1,124,0.0005783609704985048
1,125,0.0005748913053876236
1,126,0.0005718007461821273
1,127,0.0005688277665310485
1,128,0.0005656713857744597
1,129,0.0005621001997392045
1,130,0.0005580340849095123
1,131,0.0005535695987324977
1,132,0.0005489410291050075
1,133,0.000544432474747373
1,134,0.0005402737410177719
1,135,0.0005365580334394988
1,136,0.000533210781557309
1,137,0.0005300198314044709
1,138,0.0005267148245110834
1,139,0.0005230660197239212
1,140,0.0005189663761048471
1,141,0.0005144675129170868
1,142,0.0005097574702756052
1,143,0.0005050895295191131
1,144,0.0005006889011219197
1,145,0.0004966715626694431
1,146,0.0004930044208669898
1,147,0.0004895203851318639
1,148,0.0004859817415723317
1,149,0.00048216782796198286
1,150,0.0004779546874607235
1,151,0.00047335795981105674
1,152,0.000468524212274074
1,153,0.00046367494412240696
1,154,0.00045902460071951855
1,155,0.00045470293079882514
1,156,0.0004507098083392345
1,157,0.0004469182512842745
1,158,0.00044312351611950344
1,159,0.00043911943512892244
1,160,0.00043477364844266437
1,161,0.00043007438048458396
1,162,0.0004251323414573929
1,163,0.0004201380156953812
1,164,0.00041529083771910835
1,165,0.00041072664816149646
1,166,0.00040646989254873627
1,167,0.00040242745261785467
1,168,0.00039842547037073004
1,169,0.0003942748236256576
1,170,0.0003898407674324842
1,171,0.0003850912536369292
1,172,0.0003801067578898333
1,173,0.00037504885205820487
1,174,0.00037009987539055544
1,175,0.00036539634703884914
1,176,0.0003609805682148
1,177,0.0003567877003612495
1,178,0.00035267227835069574
1,179,0.00034846362268306394
1,180,0.00034402927429628223
1,181,0.00033932308443823455
1,182,0.00033440069865541347
1,183,0.00032939746674966224
1,184,0.0003244776639917424
1,185,0.000319774220887333
1,186,0.00031534122789973236
1,187,0.00031113633372397277
1,188,0.0003070388459746459
1,189,0.00030289614159762586
1,190,0.00029858077697717835
1,191,0.0002940371374609374
1,192,0.0002893007467379009
1,193,0.00028448373716095774
1,194,0.00027973252996787025
1,195,0.0002751738418761597
1,196,0.0002708690788719487
1,197,0.00026679367763720414
1,198,0.0002628484480685345
1,199,0.0002588980709743968
1,200,0.00025482203265997795
1,201,0.0002505590177256658
1,202,0.00024612858328173083
1,203,0.00024162262733409682
1,204,0.00023717042628209825
1,205,0.00023289065750056373
1,206,0.00022884833017201053
1,207,0.00022503236775987925
1,208,0.00022136165743057314
1,209,0.00021771674056482234
1,210,0.00021398493693425283
1,211,0.00021010200195132215
1,212,0.00020607504467885204
1,213,0.00020197865555381873
1,214,0.000197926232471838
1,215,0.00019402759449409197
1,216,0.00019034879811748252
1,217,0.00018688892910829693
1,218,0.00018358207546080436
1,219,0.00018032322676123363
1,220,0.00017700804145162177
1,221,0.00017357151224949748
1,222,0.00017001127573640796
1,223,0.0001663872770045105
1,224,0.00016279840528537007
1,225,0.00015934521261786534
1,226,0.00015609278357296604
1,227,0.0001530474792828757
1,228,0.0001501558675109169
1,229,0.00014732577508096213
1,230,0.0001444612169635371
1,231,0.00014149799083649294
1,232,0.00013842675003686227
1,233,0.00013529527270388837
1,234,0.00013218951704390482
1,235,0.00012920091755120293
1,236,0.00012639232164223088
1,237,0.00012377521683006097
1,238,0.00012130645600659664
1,239,0.0001189052929059758
1,240,0.00011648399222765127
1,241,0.00011398038134297458
1,242,0.00011138022706178908
1,243,0.00010872134325277185
1,244,0.00010607828085826943
1,245,0.00010353368448589797
1,246,0.00010114722789062428
1,247,9.893371862252444e-05
1,248,9.685832019911246e-05
1,249,9.485031724493551e-05
1,250,9.282992676258811e-05
1,251,9.073791875146816e-05
1,252,8.855697153651492e-05
1,253,8.631698612306273e-05
1,254,8.408271053610779e-05
1,255,8.192864334158882e-05
1,256,7.991082168187807e-05
1,257,7.80460656461817e-05
1,258,7.630625976054548e-05
1,259,7.462949607459914e-05
1,260,7.294358149838358e-05
1,261,7.119289268513071e-05
1,262,6.935849487949746e-05
1,263,6.74641570599004e-05
1,264,6.556630691106072e-05
1,265,6.373200324135959e-05
1,266,6.201339543744036e-05
1,267,6.0428281345025685e-05
1,268,5.89539035654224e-05
1,269,5.753603360915795e-05
1,270,5.610963750068656e-05
1,271,5.462316028884324e-05
1,272,5.3057273025113874e-05
1,273,5.143118109862774e-05
1,274,4.979438621150313e-05
1,275,4.820728204512492e-05
1,276,4.671807747588775e-05
1,277,4.534476694552451e-05
1,278,4.4068802163756344e-05
1,279,4.284260069514095e-05
1,280,4.160779669825797e-05
1,281,4.031717220791611e-05
1,282,3.895196728824328e-05
1,283,3.752816650960303e-05
1,284,3.608962392588405e-05
1,285,3.469087226980704e-05
1,286,3.337627929360566e-05
1,287,3.216345406973812e-05
1,288,3.103705289086089e-05
1,289,2.9955105024628067e-05
1,290,2.886523147897118e-05
1,291,2.7724463322668013e-05
1,292,2.651513719085385e-05
1,293,2.5250968669565232e-05
1,294,2.3971213057655033e-05
1,295,2.2725342424674143e-05
1,296,2.155418472904767e-05
1,297,2.047468305107483e-05
1,298,1.9473931588921125e-05
1,299,1.8514549463972767e-05
1,300,1.7549157408741915e-05
1,301,1.6538353545570068e-05
1,302,1.5465386617338935e-05
1,303,1.4342099204265658e-05
1,304,1.3204086240308248e-05
1,305,1.2097076436896447e-05
1,306,1.1059761655053105e-05
1,307,1.010949494272364e-05
1,308,9.236065339100318e-06
1,309,8.405663223052932e-06
1,310,7.5733876291639865e-06
1,311,6.699637632899807e-06
1,312,5.764558136635062e-06
1,313,4.775725392547293e-06
1,314,3.7669682122841008e-06
1,315,2.789515997874911e-06
1,316,1.8992652870672736e-06
1,317,1.1449164875153425e-06
1,318,5.607938176236218e-07
1,319,0.0
1,320,0.0
