outer_iteration,coefficient_index,unscaled_step,trust_scaled_step,trust_region_step_scale
1,0,-1.2780468834018855e-05,-1.2780468834018855e-05,1.0
1,1,-7.58546844468918e-05,-7.58546844468918e-05,1.0
1,2,-2.0864695667225417e-06,-2.0864695667225417e-06,1.0
1,3,-5.1362295187293265e-06,-5.1362295187293265e-06,1.0
1,4,2.124812750077795e-06,2.124812750077795e-06,1.0
1,5,1.8262625120834003e-06,1.8262625120834003e-06,1.0
1,6,2.5694497804891235e-06,2.5694497804891235e-06,1.0
1,7,4.948916675512282e-06,4.948916675512282e-06,1.0
1,8,-7.123770288252845e-07,-7.123770288252845e-07,1.0
1,9,4.217823668511096e-06,4.217823668511096e-06,1.0
1,10,4.7173129954400755e-06,4.7173129954400755e-06,1.0
1,11,1.252486630703331e-06,1.252486630703331e-06,1.0
1,12,-4.790338378863464e-07,-4.790338378863464e-07,1.0
1,13,-5.558961495816766e-08,-5.558961495816766e-08,1.0
1,14,2.3611796427289608e-06,2.3611796427289608e-06,1.0
1,15,2.1230003916032222e-06,2.1230003916032222e-06,1.0
