outer_iteration,node_index,normal_displacement
1,0,-0.00013836934984574797
1,1,-0.00013865284695031556
1,2,-0.00013954201334372946
1,3,-0.00014108508019271377
1,4,-0.00014331261686811818
1,5,-0.00014623135426970036
1,6,-0.00014981785772677218
1,7,-0.00015401257397726042
1,8,-0.00015871496506897847
1,9,-0.00016378060317599868
1,10,-0.00016902122426001645
1,11,-0.0001742087654609168
1,12,-0.0001790842793533719
1,13,-0.00018337231250677762
1,14,-0.00018680071640232628
1,15,-0.00018912501717023174
1,16,-0.0001901553456363554
1,17,-0.00018978267978030582
1,18,-0.00018799998962843478
1,19,-0.00018491312811556022
1,20,-0.00018073641203436222
1,21,-0.0001757692334912786
1,22,-0.00017035306469251267
1,23,-0.00016481288166059053
1,24,-0.00015939279830870265
1,25,-0.0001542012842917216
1,26,-0.00014918467180830464
1,27,-0.0001441461912188421
1,28,-0.00013881922503849127
1,29,-0.00013298708214872092
1,30,-0.00012661962768280158
1,31,-0.00011997602072443049
1,32,-0.00011361309733476558
1,33,-0.00010825253169278396
1,34,-0.00010450459379958993
1,35,-0.00010251798145550608
1,36,-0.00010170113607435721
1,37,-0.0001006993567368031
1,38,-9.776668501721232e-05
1,39,-9.151623884114323e-05
1,40,-8.179764737294533e-05
1,41,-7.0241974538421e-05
1,42,-5.999295556095762e-05
1,43,-5.443738084681053e-05
1,44,-5.53291069276194e-05
1,45,-6.129704813506052e-05
1,46,-6.788102416230663e-05
1,47,-6.958878972865832e-05
1,48,-6.313821026099132e-05
1,49,-4.984646237256634e-05
1,50,-3.5176789558253966e-05
1,51,-2.5251560247615213e-05
1,52,-2.268663616224402e-05
1,53,-2.515984152553159e-05
1,54,-2.8092808285824924e-05
1,55,-2.891668801287073e-05
1,56,-2.8493758057604935e-05
1,57,-2.82029720494675e-05
1,58,-2.6523020027974528e-05
1,59,-2.0141772937053543e-05
1,60,-8.897970854407685e-06
1,61,2.16135434390489e-06
1,62,7.469809817976108e-06
1,63,6.783721004102392e-06
1,64,4.267302730481284e-06
1,65,2.6897551702971136e-06
1,66,1.5748739376445427e-06
1,67,4.4638011595352325e-07
1,68,-6.280402008327798e-08
1,69,-9.563218884468144e-08
1,70,-9.563218884466958e-08
1,71,-9.563218884468101e-08
1,72,-9.563218884467636e-08
1,73,-9.563218884467847e-08
1,74,-9.563218884467932e-08
1,75,-9.563218884467551e-08
1,76,-9.563218884467847e-08
1,77,-9.563218884468821e-08
1,78,-9.563218884467805e-08
1,79,-9.563218884468101e-08
1,80,-9.563218884468567e-08
1,81,-9.563218884469118e-08
1,82,-9.563218884467297e-08
1,83,-9.563218884468821e-08
1,84,-9.563218884467847e-08
1,85,-9.563218884468313e-08
1,86,-9.563218884468144e-08
1,87,-9.563218884467339e-08
1,88,-9.563218884468101e-08
1,89,-9.563218884467593e-08
1,90,-9.563218884468737e-08
1,91,-9.563218884467339e-08
1,92,-9.563218884467508e-08
1,93,-9.563218884468101e-08
1,94,-9.563218884467636e-08
1,95,-9.563218884468313e-08
1,96,-9.563218884468228e-08
1,97,-9.563218884468398e-08
1,98,-9.563218884467636e-08
1,99,-9.563218884468059e-08
1,100,-9.563218884468694e-08
1,101,-9.563218884467297e-08
1,102,-9.563218884468356e-08
1,103,-9.563218884467678e-08
1,104,-9.563218884468948e-08
1,105,-9.563218884467424e-08
1,106,-9.563218884468144e-08
1,107,-9.563218884468864e-08
1,108,-9.563218884467339e-08
1,109,-9.563218884468398e-08
1,110,-9.563218884467297e-08
1,111,-9.563218884468186e-08
1,112,-9.563218884468186e-08
1,113,-9.563218884467805e-08
1,114,-9.563218884467508e-08
1,115,-9.563218884468186e-08
1,116,-9.563218884467805e-08
1,117,-9.563218884467466e-08
1,118,-9.563218884468271e-08
1,119,-9.563218884467254e-08
1,120,-9.563218884467805e-08
1,121,-9.56321888446772e-08
1,122,-9.563218884467974e-08
1,123,-9.563218884467678e-08
1,124,-9.563218884468694e-08
1,125,-9.563218884467043e-08
1,126,-9.563218884468101e-08
1,127,-9.563218884466873e-08
1,128,-9.563218884468567e-08
1,129,-9.563218884467085e-08
1,130,-9.563218884468906e-08
1,131,-9.563218884468017e-08
1,132,-9.563218884467932e-08
1,133,-9.563218884467593e-08
1,134,-9.56321888446772e-08
1,135,-9.563218884468356e-08
1,136,-9.563218884468059e-08
1,137,-9.563218884467254e-08
1,138,-9.563218884466323e-08
