outer_iteration,coefficient_index,unscaled_step,trust_scaled_step,trust_region_step_scale
1,0,3.2134846068975408e-06,3.2134846068975408e-06,1.0
1,1,4.417025217637454e-06,4.417025217637454e-06,1.0
1,2,5.579973665793859e-06,5.579973665793859e-06,1.0
1,3,5.563959245643304e-06,5.563959245643304e-06,1.0
1,4,5.707877922982394e-06,5.707877922982394e-06,1.0
1,5,5.74667297772052e-06,5.74667297772052e-06,1.0
1,6,5.942736246667168e-06,5.942736246667168e-06,1.0
1,7,6.062611539856186e-06,6.062611539856186e-06,1.0
1,8,6.427812347221922e-06,6.427812347221922e-06,1.0
1,9,6.47926155376633e-06,6.47926155376633e-06,1.0
1,10,7.028030853859283e-06,7.028030853859283e-06,1.0
1,11,6.939503587014485e-06,6.939503587014485e-06,1.0
1,12,7.556488478211911e-06,7.556488478211911e-06,1.0
1,13,7.259009510357674e-06,7.259009510357674e-06,1.0
1,14,7.859575554104817e-06,7.859575554104817e-06,1.0
1,15,7.387279232080073e-06,7.387279232080073e-06,1.0
1,16,7.943669299490648e-06,7.943669299490648e-06,1.0
1,17,7.291370338397314e-06,7.291370338397314e-06,1.0
1,18,7.76696463374974e-06,7.76696463374974e-06,1.0
1,19,6.994888033071749e-06,6.994888033071749e-06,1.0
1,20,7.403658607885725e-06,7.403658607885725e-06,1.0
1,21,6.625940485279963e-06,6.625940485279963e-06,1.0
1,22,6.960096439025918e-06,6.960096439025918e-06,1.0
1,23,6.242066369109162e-06,6.242066369109162e-06,1.0
1,24,6.483021880618917e-06,6.483021880618917e-06,1.0
1,25,5.94212617596982e-06,5.94212617596982e-06,1.0
1,26,6.139674618220486e-06,6.139674618220486e-06,1.0
1,27,5.82667973432662e-06,5.82667973432662e-06,1.0
1,28,5.9593309754942286e-06,5.9593309754942286e-06,1.0
1,29,5.784951400782496e-06,5.784951400782496e-06,1.0
1,30,5.822063010264504e-06,5.822063010264504e-06,1.0
1,31,5.919240732054295e-06,5.919240732054295e-06,1.0
1,32,5.895158136076668e-06,5.895158136076668e-06,1.0
1,33,5.719510155295266e-06,5.719510155295266e-06,1.0
1,34,5.898809945269378e-06,5.898809945269378e-06,1.0
1,35,5.912920241743375e-06,5.912920241743375e-06,1.0
1,36,5.743535222686372e-06,5.743535222686372e-06,1.0
1,37,5.9858286539713935e-06,5.9858286539713935e-06,1.0
1,38,5.871350137627578e-06,5.871350137627578e-06,1.0
1,39,6.083901884705495e-06,6.083901884705495e-06,1.0
1,40,6.008368488783614e-06,6.008368488783614e-06,1.0
1,41,6.28660834426569e-06,6.28660834426569e-06,1.0
1,42,6.155540642320938e-06,6.155540642320938e-06,1.0
1,43,6.440262904272518e-06,6.440262904272518e-06,1.0
1,44,6.253609715092615e-06,6.253609715092615e-06,1.0
1,45,6.506122952407058e-06,6.506122952407058e-06,1.0
