root_xi_scale,status,kinematic_rms,kinematic_integral,kinematic_convergence_integral,dipole_coefficient,condition_number,root_thickness,interface_s_lambda,measured_s_lambda,root_relative_mismatch,jet_reached_tip,jet_point_count,condition_number_ratio,matching_surface_shift_panels,reason
1.0,PHYSICAL,0.00568255560829674,0.0004375207255583987,0.0010840489472334117,8.115503230177882,253118.4591125223,0.08598880744201504,3.129923148216613,3.129923157029403,2.8156570100742385e-09,True,2945.0,1.0000571524536435,0.0,
0.9998,PHYSICAL,0.005749910357642609,0.00045815075838372674,0.0011054533104949457,8.113259252038509,253170.73973983296,0.08579251957457411,3.1319328091305185,3.131932817961692,2.819719996691878e-09,True,2945.0,1.0002637103453913,0.0,
0.9996,PHYSICAL,0.005852848179855327,0.0004882368845582464,0.0011363137917308444,8.111015328345868,253223.0433027934,0.08559623170713278,3.133947534877914,3.1339475437178606,2.8207066181424275e-09,True,2945.0,1.000470358854634,0.0,
0.9994,PHYSICAL,0.005989621631866588,0.0005277900791864624,0.0011766413586467132,8.108771459987937,253275.36979775512,0.08539994383969142,3.13596734805555,3.135967356921371,2.8271407136178302e-09,True,2945.0,1.0006770979669561,0.0,
0.9992,REJECTED_PHYSICAL,,,,,,,,,,,,,,The truncated spray-jet control surface projects below eta=0.
