component,sigma,damping_center_from_cg_m,damping_center_from_transom_m,damping_center_from_transom_over_beam,response_calibration_used
bem,2.17450718,-0.05152818553727446,0.6454718144627247,1.5223391850535961,False
front,2.17450718,0.6111389889920836,1.308138988992083,3.085233464603969,False
longitudinal_bin_aft_post_chine,2.17450718,-0.5477940206498637,0.14920597935013546,0.3519008946937157,False
longitudinal_bin_forward_post_chine,2.17450718,0.03452923432298483,0.731529234322984,1.725304797931566,False
longitudinal_bin_middle_post_chine,2.17450718,-0.25295388979119343,0.44404611020880574,1.0472785618132212,False
longitudinal_bin_pre_chine,2.17450718,0.33106240502763273,1.028062405027632,2.4246754835557356,False
post_chine_bem,2.17450718,-0.20359359697952847,0.4934064030204707,1.1636943467463932,False
pre_chine_bem,2.17450718,0.33106240502763273,1.028062405027632,2.4246754835557356,False
raw_bem,2.17450718,-0.05152818553727446,0.6454718144627247,1.5223391850535961,False
resolved_station_bem,2.17450718,-0.028922717075303445,0.6680772829246957,1.5756539691620182,False
total,2.17450718,0.03261123289377303,0.7296112328937722,1.7207812096551232,False
transom,2.17450718,nan,nan,nan,False
transom_extrapolation,2.17450718,-0.6535160894415903,0.043483910558408834,0.10255639282643593,False
