omega_e_rad_s,matrix,row,column,value
7.516249999903586,raw_added_mass,heave,heave,45.32777676921004
7.516249999903586,raw_added_mass,heave,pitch,-4.250107902302527
7.516249999903586,raw_added_mass,pitch,heave,-4.664611166839808
7.516249999903586,raw_added_mass,pitch,pitch,-0.031313166771674485
7.516249999903586,raw_radiation_damping,heave,heave,880.1224383690779
7.516249999903586,raw_radiation_damping,heave,pitch,-839.2205833893156
7.516249999903586,raw_radiation_damping,pitch,heave,33.97143989458347
7.516249999903586,raw_radiation_damping,pitch,pitch,272.6563837564329
7.516249999903586,delta_added_mass,heave,heave,-18.747185847938745
7.516249999903586,delta_added_mass,heave,pitch,5.521987188456065
7.516249999903586,delta_added_mass,pitch,heave,6.119803011714402
7.516249999903586,delta_added_mass,pitch,pitch,-6.619649243492388
7.516249999903586,delta_radiation_damping,heave,heave,1.6053416942247623
7.516249999903586,delta_radiation_damping,heave,pitch,-2.0527380939885234
7.516249999903586,delta_radiation_damping,pitch,heave,12.460763284268985
7.516249999903586,delta_radiation_damping,pitch,pitch,1.4283763667702942
8.924499998413234,raw_added_mass,heave,heave,53.458311554264625
8.924499998413234,raw_added_mass,heave,pitch,-6.213859719360613
8.924499998413234,raw_added_mass,pitch,heave,-7.312200261509233
8.924499998413234,raw_added_mass,pitch,pitch,2.6974721938768496
8.924499998413234,raw_radiation_damping,heave,heave,883.363102364565
8.924499998413234,raw_radiation_damping,heave,pitch,-839.685862434585
8.924499998413234,raw_radiation_damping,pitch,heave,31.664806574497817
8.924499998413234,raw_radiation_damping,pitch,pitch,271.7018337009597
8.924499998413234,delta_added_mass,heave,heave,-10.61665106288416
8.924499998413234,delta_added_mass,heave,pitch,3.558235371397979
8.924499998413234,delta_added_mass,pitch,heave,3.472213917044977
8.924499998413234,delta_added_mass,pitch,pitch,-3.8908638828438638
8.924499998413234,delta_radiation_damping,heave,heave,4.846005689711774
8.924499998413234,delta_radiation_damping,heave,pitch,-2.5180171392579496
8.924499998413234,delta_radiation_damping,pitch,heave,10.154129964183333
8.924499998413234,delta_radiation_damping,pitch,pitch,0.4738263112971026
10.457749999870972,raw_added_mass,heave,heave,58.244332147616
10.457749999870972,raw_added_mass,heave,pitch,-8.29052021541136
10.457749999870972,raw_added_mass,pitch,heave,-9.061091960000363
10.457749999870972,raw_added_mass,pitch,pitch,4.456445807537204
10.457749999870972,raw_radiation_damping,heave,heave,881.0996309054733
10.457749999870972,raw_radiation_damping,heave,pitch,-838.1017978982898
10.457749999870972,raw_radiation_damping,pitch,heave,28.73374526607585
10.457749999870972,raw_radiation_damping,pitch,pitch,271.9007444957194
10.457749999870972,delta_added_mass,heave,heave,-5.830630469532785
10.457749999870972,delta_added_mass,heave,pitch,1.4815748753472313
10.457749999870972,delta_added_mass,pitch,heave,1.7233222185538466
10.457749999870972,delta_added_mass,pitch,pitch,-2.1318902691835095
10.457749999870972,delta_radiation_damping,heave,heave,2.5825342306201264
10.457749999870972,delta_radiation_damping,heave,pitch,-0.9339526029626768
10.457749999870972,delta_radiation_damping,pitch,heave,7.223068655761367
10.457749999870972,delta_radiation_damping,pitch,pitch,0.6727371060567862
12.101750002324813,raw_added_mass,heave,heave,61.69652231372603
12.101750002324813,raw_added_mass,heave,pitch,-9.09720700094576
12.101750002324813,raw_added_mass,pitch,heave,-10.160682846874987
12.101750002324813,raw_added_mass,pitch,pitch,5.726025905691655
12.101750002324813,raw_radiation_damping,heave,heave,879.6275656045211
12.101750002324813,raw_radiation_damping,heave,pitch,-835.5020807148545
12.101750002324813,raw_radiation_damping,pitch,heave,24.889541183950897
12.101750002324813,raw_radiation_damping,pitch,pitch,271.88019969778605
12.101750002324813,delta_added_mass,heave,heave,-2.3784403034227566
12.101750002324813,delta_added_mass,heave,pitch,0.674888089812832
12.101750002324813,delta_added_mass,pitch,heave,0.6237313316792221
12.101750002324813,delta_added_mass,pitch,pitch,-0.8623101710290584
12.101750002324813,delta_radiation_damping,heave,heave,1.1104689296679453
12.101750002324813,delta_radiation_damping,heave,pitch,1.665764580472569
12.101750002324813,delta_radiation_damping,pitch,heave,3.378864573636413
12.101750002324813,delta_radiation_damping,pitch,pitch,0.6521923081234604
13.855000000506912,raw_added_mass,heave,heave,64.07496261714878
13.855000000506912,raw_added_mass,heave,pitch,-9.772095090758592
13.855000000506912,raw_added_mass,pitch,heave,-10.78441417855421
13.855000000506912,raw_added_mass,pitch,pitch,6.588336076720713
13.855000000506912,raw_radiation_damping,heave,heave,878.5170966748532
13.855000000506912,raw_radiation_damping,heave,pitch,-837.1678452953271
13.855000000506912,raw_radiation_damping,pitch,heave,21.510676610314484
13.855000000506912,raw_radiation_damping,pitch,pitch,271.2280073896626
13.855000000506912,delta_added_mass,heave,heave,0.0
13.855000000506912,delta_added_mass,heave,pitch,0.0
13.855000000506912,delta_added_mass,pitch,heave,0.0
13.855000000506912,delta_added_mass,pitch,pitch,0.0
13.855000000506912,delta_radiation_damping,heave,heave,0.0
13.855000000506912,delta_radiation_damping,heave,pitch,0.0
13.855000000506912,delta_radiation_damping,pitch,heave,0.0
13.855000000506912,delta_radiation_damping,pitch,pitch,0.0
