panel_index,kinematic_residual,scaled_kinematic_residual
0,4.430209417067883,4.430209417067883
1,0.5781808925907861,0.5781808925907861
2,0.7353052465469089,0.7353052465469089
3,0.44144296097887076,0.44144296097887076
4,0.3274743315526506,0.3274743315526506
5,0.23473557158855107,0.23473557158855107
6,0.17596473069139962,0.17596473069139962
7,0.13243615727073832,0.13243615727073832
8,0.10127333611705897,0.10127333611705897
9,0.07798276283290323,0.07798276283290323
10,0.060526189787875245,0.060526189787875245
11,0.0472337996625431,0.0472337996625431
12,0.037040931890104184,0.037040931890104184
13,0.029160279812602552,0.029160279812602552
14,0.023031781750486313,0.023031781750486313
15,0.01824058873663137,0.01824058873663137
16,0.01447877521194349,0.01447877521194349
17,0.011514213360130643,0.011514213360130643
18,0.009170614079296271,0.009170614079296271
19,0.007312913257118192,0.007312913257118192
20,0.005836945431750687,0.005836945431750687
21,0.004661879094210605,0.004661879094210605
22,0.0037246607713037547,0.0037246607713037547
23,0.0029758744193718045,0.0029758744193718045
24,0.00237663000043678,0.00237663000043678
25,0.0018962081585590443,0.0018962081585590443
26,0.0015102464995735837,0.0015102464995735837
27,0.001199387023272852,0.001199387023272852
28,0.0009480683190495366,0.0009480683190495366
29,0.0007440154271373782,0.0007440154271373782
30,0.000576572724937132,0.000576572724937132
31,0.00043710031970418603,0.00043710031970418603
32,0.00032412667100195636,0.00032412667100195636
33,0.00012766537503679579,0.00012766537503679579
34,0.00077703351585863,0.00077703351585863
35,0.006365158715769245,0.006365158715769245
