iteration,pseudo_time,kinematic_rms,dipole_coefficient,root_thickness,root_s_lambda,root_body_eta,root_resolution_ratio,bem_condition_number,accepted_time_step,maximum_displacement_ratio
0,0.0,1.9159170713842608,5.660583989325194,0.0029925011009551447,1.6906102810240506,0.18507482530693764,0.17350234682742838,30314.29108921309,,
1,0.0003671324635696152,1.4894042225795832,5.702032210823879,0.01897170982493917,2.0849041763237777,0.1951837320222678,1.102853771758573,27421.81010657921,0.0003671324635696152,0.16768668040557003
2,0.0008928604664821301,1.508120988310485,5.708763325342831,0.01680251254727903,2.4082372018928773,0.19550984089331003,0.9773812369318444,32656.072138325875,0.000525728002912515,0.19624117912116337
3,0.0014273100345657788,1.5478454031492233,5.713909523734263,0.014566560343210577,2.674598288625538,0.19579025993570243,0.8464373472791092,33406.65856428764,0.0005344495680836488,0.2022589334819389
4,0.0019429163937902268,1.5869539778409962,5.719582666979783,0.012283562336339695,2.8891266615433437,0.1960817564411137,0.7137653757243078,35779.86095109425,0.0005156063592244479,0.2009753437140644
5,0.002440249955747229,1.6391020947458055,5.7252777097274885,0.009888918755407329,3.0599761052205285,0.19636464284887012,0.5746068738603707,37272.02692447395,0.0004973335619570021,0.2031942311365691
6,0.0029118401803382736,1.4628117223998607,5.7552186262715415,0.01833467707166065,3.19637402038557,0.2028763666714788,1.0666855610443928,37380.99619210445,0.00047159022459104436,0.1845953576023681
7,0.0034476499341059806,1.4907534532312865,5.7602074871226385,0.01612255498403472,3.311079700331778,0.2031260940211057,0.9379674564636974,39060.73323711662,0.000535809753767707,0.20033724990369972
8,0.003976389510375751,1.5260268619638724,5.765228909392885,0.013831564322338964,3.407183585604222,0.20338126542883983,0.804664523561444,39857.68541212455,0.0005287395762697697,0.20072666057989508
9,0.004489431455966459,1.571303065368012,5.770397289652908,0.011463463970835351,3.483283295781664,0.20365074423200946,0.6668812330698143,39786.65419985105,0.0005130419455907084,0.2025749517054752
10,0.004980447300578322,1.631251835891267,5.775834484034346,0.008995217914400219,3.537460738095929,0.2039428225136226,0.5232784815688474,38891.35661250326,0.000491015844611862,0.2042461032287566
11,0.005443103426035248,1.4329358956866536,5.803772614841694,0.01832780642949593,3.579281682614278,0.21030580726464576,1.0675151561486929,41295.47247553986,0.0004626561254569266,0.18368707000745754
12,0.005984292595943858,1.4628899450865964,5.80861054204385,0.016022842144863336,3.619171838886585,0.21056280555449325,0.9332364671277155,41143.23250924144,0.0005411891699086097,0.20044915588106219
13,0.006513181913296142,1.4997321708172289,5.813511990431113,0.013684875499561768,3.6534058363526274,0.21083761404530788,0.7970428504777609,40343.652942528766,0.0005288893173522834,0.2014833287880325
14,0.0070254715106075095,1.5288800169301104,5.818590964599212,0.011296322957307675,3.677682732259137,0.21113751486000454,0.6579106014450276,39089.83213096082,0.0005122895973113681,0.20258173353246434
15,0.007516293743431717,1.5275710858202172,5.823948397762459,0.008823407649640813,3.688170707881765,0.21146836980302153,0.5138721800395682,37461.87233753757,0.0004908222328242073,0.20422085383536268
16,0.0076319623902234715,1.2918982183293546,5.843140926846137,0.018047710445806532,3.6958506803380624,0.2164722416895013,1.052179607609556,39904.181382162344,0.00011566864679175452,0.04599533480036899
17,0.008172332610718277,1.3914416448041782,5.848557755248781,0.01573676006410108,3.7123514909819093,0.21673137559653477,0.918117556540823,44175.65645325464,0.000540370220494806,0.19863274050493832
18,0.008711270161019096,1.332334661604539,5.852920053882156,0.013350548236264316,3.7260600783462583,0.2170118715324738,0.7782927677908666,38299.96816066011,0.0005389375503008178,0.2037604898003938
19,0.009223046228378958,1.3349283437433404,5.858042364794101,0.010966791868355886,3.729086146783222,0.21735743706772515,0.6393132388622939,36936.01537814675,0.0005117760673598635,0.2025935960764201
20,0.009467997081468097,1.4269362282551095,5.860993195604841,0.0097617094320546,3.726912955775526,0.2175274765363493,0.5691144399734469,38194.54548496825,0.0002449508530891375,0.10009939280877432
21,0.009588366888840587,1.4865019135716118,5.86244222089543,0.009147232324375261,3.7238167483274776,0.2176067249382676,0.533283305862872,38808.21334096514,0.00012036980737249073,0.049970006869201396
22,0.009647918643056546,1.5096110426396578,5.863161109378343,0.008836970198837987,3.720448714654866,0.21764495595078137,0.5151721882490736,39095.66502855254,5.9551754215958025e-05,0.02494379979814785
23,0.009677522820855938,1.512316083523194,5.863519147627494,0.008681081351783523,3.717248145553846,0.21766373294551822,0.5060674934918835,39225.26722781225,2.960417779939317e-05,0.012458590759404798
24,0.009692280380818324,1.513728599520325,5.863697709858492,0.008602949420346912,3.7144041055853037,0.21767303913659064,0.5015030130990227,39279.388840533145,1.475755996238683e-05,0.006225562292387114
25,0.009699647872358927,1.078986682664019,5.880219227684845,0.018019779031275083,3.7112581328586303,0.2226109484805434,1.0514223028097063,34738.1308230305,7.367491540602849e-06,0.0028951937795265717
26,0.010241709594277977,1.1523298933327641,5.885888889946282,0.015773750863634608,3.711315418791017,0.22298528294795217,0.9206702838583851,36854.344196778744,0.000542061721919051,0.19832215153439883
27,0.010781337447438153,1.1270462425936745,5.89093511129598,0.013455011126301831,3.7125097404833296,0.22336229075277836,0.785122833487765,34805.631063122186,0.0005396278531601751,0.20240700031284223
28,0.011298807515182792,1.1368983011701956,5.896179888631741,0.01112610585181954,3.707686998266594,0.22377788787102015,0.6492176780527078,33902.21163069502,0.0005174700677446391,0.20222438852226174
29,0.011794839999964045,1.1456285533140587,5.901529290114096,0.008724712082700533,3.6941915106225514,0.22422218263791027,0.5090858928542933,32751.11229266692,0.0004960324847812541,0.2038835074423037
30,0.012262915739761713,0.9528351425713616,5.921926229430061,0.01807959292211162,3.680107862191086,0.22943642378816054,1.056079785877974,31687.84782459991,0.0004680757397976675,0.18321333632258022
31,0.012811607768228844,0.993446613314223,5.927551166060335,0.015906376977884516,3.675177055706908,0.22989056143806508,0.9292774173053783,33165.3395973411,0.0005486920284671321,0.19811343377193355
32,0.013357052439341006,0.9833003130657547,5.9327275084157405,0.01366379737430642,3.6724502157087753,0.23034708752691913,0.7981217598183749,31931.33621286695,0.0005454446711121609,0.2017968517137172
33,0.013881554701250451,1.0539026220555334,5.938239372493487,0.01139080739689125,3.668252018621839,0.23079621443312104,0.6658473286355641,33391.771528639256,0.0005245022619094459,0.20021038439409955
34,0.014393798002072055,1.002314212529072,5.943136383238453,0.009007743589224052,3.655683270710772,0.23128043022316702,0.5261407591535797,30541.836747054018,0.0005122433008216048,0.20569927178169115
35,0.014869679612777327,0.8745847575407819,5.960291883335011,0.0179565187956364,3.6404325259347607,0.23569357717020978,1.0508026914157282,29870.289411572478,0.00047588161070527123,0.1835183374077644
36,0.015424168764750385,0.9023841242787201,5.965824730560865,0.015854306955198176,3.6350316703540946,0.23620950796960294,0.9271346770101445,30905.3723208086,0.0005544891519730569,0.19806377505153105
37,0.015975127775998615,0.8913648993871062,5.971104142521491,0.013687812641075055,3.6310883291534126,0.2367350503521235,0.8002545813220852,29876.49341772594,0.0005509590112482302,0.2017048332443402
38,0.016504287756831926,0.9349551089639152,5.976561620660403,0.011498323583528307,3.625153996759729,0.23725781464966333,0.6726956173080876,30860.67378009769,0.0005291599808333113,0.2000160800192407
39,0.01702092702001012,0.9075816462870028,5.981568755063601,0.009211576781454279,3.611532685365967,0.23781379899365085,0.5385475722079016,28860.25545720165,0.0005166392631781938,0.20506672116890626
40,0.017503197891786566,0.8197068948419911,5.9962520282415905,0.017901131813086606,3.5974765627298746,0.2415706770815813,1.0491342337855731,28552.218141818477,0.00048227087177644766,0.18361715673282333
41,0.01806330154141702,0.8250546328051209,6.0017713826874175,0.01589578851600807,3.592320367700622,0.24216244663507713,0.9301200357094122,28611.373403152982,0.0005601036496304546,0.19890564368800154
42,0.01861354824617383,0.8501436096878071,6.007171572355797,0.013828558064043463,3.5899780945856707,0.24273362731975578,0.8096296001440633,29411.077587613894,0.0005502467047568099,0.19879992552131068
43,0.019155671784887925,0.833850805037705,6.012302036835293,0.011701741934781434,3.5836111234308015,0.24333114555509416,0.6847241132831021,28097.395640643183,0.0005421235387140977,0.20294019962635604
44,0.019670374688530806,0.8660293018999426,6.017713953476395,0.009555401095610488,3.570867372551298,0.2439403577034962,0.5594652233660818,28622.111245577118,0.0005147029036428823,0.20118925694815376
45,0.02016715721944249,0.7869616520880981,6.029712181919192,0.017837525641787474,3.5627617944748025,0.2468315224945543,1.0445224264158104,28025.053597258084,0.0004967825309116855,0.18572169593462642
46,0.020732234604667752,0.8047113359039514,6.035052197535551,0.015832194320959794,3.5629142460299947,0.24742416963168967,0.9275301143828467,28738.664244771997,0.0005650773852252628,0.1980578449630568
47,0.021291857292357164,0.791703854701369,6.04019601230312,0.013788947450027688,3.561894609618762,0.24803933108229237,0.8074621226371768,27728.678335730583,0.0005596226876894106,0.20160034199051077
48,0.021828562991316622,0.8153209687454153,6.045501704841034,0.011747572590606777,3.5570126694842488,0.2486625557978066,0.6883445086170014,28298.45788509701,0.0005367056989594594,0.19970436231646463
49,0.022352768382662175,0.8020176550396328,6.050545988822493,0.009634614837755798,3.5445592369420265,0.2493195245079709,0.5641957228069013,26979.539134345905,0.000524205391345553,0.20414976220361308
50,0.022845580278788594,0.7470691511236799,6.062302203954746,0.017815111436948586,3.5335785909197677,0.2522410075252579,1.0457989925036522,26930.686868073415,0.0004928118961264195,0.18396837272512148
51,0.02341412867242945,0.7479007236163429,6.067791282683525,0.01596221776363258,3.5310503738021786,0.25292206708375287,0.935414361611036,26816.130317736424,0.0005685483936408569,0.19889382592867513
52,0.023971289463028404,0.7496494718411161,6.073186564185437,0.014102199950386607,3.5278629377915816,0.25361699900807344,0.8264400322403628,26682.51865085381,0.0005571607905989518,0.1994398932350471
53,0.02451393674659989,0.7649964202039388,6.0784608651826195,0.012188020710548043,3.522931886900802,0.2543036015187914,0.714598883954865,27078.904355979128,0.0005426472835714846,0.19931199481427303
54,0.025045065138750995,0.7587302652256767,6.0835416617874785,0.010215750847653018,3.5114310132537634,0.25501891475520555,0.5986985091770707,26171.339685400384,0.0005311283921511056,0.20314803206996146
55,0.02554849834249027,0.7185220130274346,6.093869279086526,0.017753705294182524,3.5021699932833874,0.25747228157603264,1.0428348127532354,26181.71991631905,0.000503433203739276,0.18497664407864203
56,0.026121817986180323,0.717514189684801,6.099428453805413,0.016005838601332603,3.5004108679063175,0.2582052691806924,0.9386360023741518,26017.646352215466,0.0005733196436900536,0.1989192612259026
57,0.026682895182402532,0.7182677310074106,6.104902895472201,0.014264782599524746,3.497449372072355,0.2589533995394837,0.8365708551012427,25913.808262241488,0.0005610771962222081,0.1991661960613497
