benchmark,source_row,hull,speed_case,omega_e_sqrt_l_over_g,coefficient,mode_column,generalized_row,reference_value,station_index,x_m,x_over_l,waterplane_beam_m,effective_draft_m,submerged_area_m2,body_normal_velocity_norm,body_potential_norm,body_potential_to_body_normal_velocity_gain,body_potential_norm_to_beam_squared_ratio,body_potential_norm_to_submerged_area_ratio,inner_free_surface_normal_derivative_norm,free_surface_potential_norm,control_potential_norm,control_normal_derivative_norm,body_pressure_norm,body_pressure_time_derivative_norm,body_pressure_forward_speed_norm,body_pressure_to_body_potential_gain,body_pressure_forward_to_time_norm_ratio,pressure_time_formula_ratio,pressure_forward_formula_ratio,body_potential_x_gradient_norm,body_potential_x_gradient_to_potential_gain,body_potential_x_gradient_characteristic_length_m,body_potential_x_gradient_gain_times_l,central_body_potential_x_gradient_gain_times_l,forward_body_potential_x_gradient_gain_times_l,backward_body_potential_x_gradient_gain_times_l,phase_aligned_body_potential_x_gradient_gain_times_l,total_density_value_per_m,time_derivative_density_value_per_m,pressure_gradient_density_value_per_m,stokes_body_forward_density_value_per_m,dominant_force_density_component,dominant_pressure_norm_component,gate_role
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,1.0,A33,heave,heave_force,1.0,0,0.075,0.024999999999999998,0.02925000000000001,0.1875,0.003656250000000001,1.894697656709786,180.24232842365487,95.12986295483812,210671.14141124085,49297.04709023038,127.44176862448725,12.763340953455375,4.643863396849394,7.606918387657844,10476346.21686713,334026.07081039756,10471019.847163178,58123.673326294105,31.347911921242872,1.0,1.0,4708.517196587052,26.123259934369056,0.03828006161988804,78.36977980310716,78.36977980310716,50.134115721763266,50.134115721763266,78.36977980310716,-0.35598045169981796,-0.35598045169981796,0.0,0.0,time_derivative_density,forward_speed_pressure,diagnostic_body_potential_source_audit_not_hard_gate
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,1.0,A33,heave,heave_force,1.0,1,0.15,0.049999999999999996,0.05699999999999998,0.1875,0.007124999999999998,2.1117175911832584,195.018011259734,92.3504222695136,60024.01085248819,27370.948948734607,124.92307114858951,14.332991559396934,0.503072238619213,0.864952933036633,2966538.0619861144,361408.44721687335,2944440.8650018116,15211.610675462902,8.147127959172789,1.0,1.0,1324.0305767303769,6.789273299310655,0.14729116886508817,20.367819897931966,20.367819897931966,7.068366224885076,46.335667627728114,20.367819897931966,20.717756511811064,20.717756511811064,0.0,0.0,time_derivative_density,forward_speed_pressure,diagnostic_body_potential_source_audit_not_hard_gate
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,1.0,A33,heave,heave_force,1.0,2,0.22499999999999998,0.075,0.08325000000000002,0.1875,0.010406250000000002,2.391734047196529,168.348593399277,70.3876727417109,24290.754668077367,16177.642608939528,153.1375010836039,14.801988481198595,0.22013533187532683,0.6228359104857085,1156195.1421873218,311984.5358824036,1113307.1706352215,6867.863394885289,3.568469082887046,1.0,1.0,500.6222922440351,2.9737242357392044,0.33627865959515285,8.921172707217613,8.921172707217613,9.995261136523162,8.188121422334861,8.921172707217613,24.97038733542568,24.97038733542568,0.0,0.0,time_derivative_density,forward_speed_pressure,diagnostic_body_potential_source_audit_not_hard_gate
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,1.0,A33,heave,heave_force,1.0,3,0.3,0.09999999999999999,0.10799999999999996,0.1875,0.013499999999999995,2.6869483654253603,133.31357640950003,49.61523567960178,11429.49043291325,9875.079734037043,91.12483777266586,13.75044411861724,0.1213110300243787,0.6925130309554676,1832115.5689622252,247057.45039578003,1815381.5230517564,13742.903148397325,7.34801367108565,1.0,1.0,816.3249849986063,6.123344725904708,0.1633094403079279,18.370034177714125,18.370034177714125,25.441346287565665,12.622031441294553,18.370034177714125,23.84581334201824,23.84581334201824,0.0,0.0,time_derivative_density,forward_speed_pressure,diagnostic_body_potential_source_audit_not_hard_gate
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,1.0,A33,heave,heave_force,1.0,4,0.375,0.125,0.13125,0.1875,0.01640625,2.971179990303355,49.832461522904154,16.77194302786628,2892.768741465638,3037.4071785389197,53.50610623251837,11.800721255244344,0.2928461505498528,0.9085549179754252,1460298.44393001,92349.79078932866,1457375.401701832,29304.16036660808,15.781036310373935,1.0,1.0,655.3399039402184,13.150863591978272,0.07604063360599202,39.452590775934816,39.452590775934816,14.281888150083809,68.06159596810288,39.452590775934816,9.554921459954302,9.554921459954302,0.0,0.0,time_derivative_density,forward_speed_pressure,diagnostic_body_potential_source_audit_not_hard_gate
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,1.0,A33,heave,heave_force,1.0,5,0.44999999999999996,0.15,0.153,0.1875,0.019125,3.2305892701869174,35.11972226615158,10.870995762367402,1500.2658065765977,1836.3253472497556,34.5650155575122,10.427291524795182,0.4528434041794294,1.3716207669359453,363854.56122339267,65084.06176900836,357986.3218430496,10360.405428777438,5.5003684790538845,1.0,1.0,160.97617778822251,4.583640399211571,0.2181672018101615,13.750921197634714,13.750921197634714,7.27329435810109,20.265013382506474,13.750921197634714,9.168560790028693,9.168560790028693,0.0,0.0,time_derivative_density,forward_speed_pressure,diagnostic_body_potential_source_audit_not_hard_gate
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,1.0,A33,heave,heave_force,1.0,6,0.525,0.17500000000000002,0.17325000000000004,0.1875,0.021656250000000005,3.461199404316128,30.3982708564346,8.7825829446659,1012.7503309802901,1403.6719587386824,19.368233393770872,9.413745574722874,0.4996940913300131,1.6266763822507002,161227.9931234193,56334.24214171708,151065.9423196497,5303.854087124535,2.6816006850615137,1.0,1.0,67.9300199610837,2.234667237551261,0.4474939190927576,6.704001712653783,6.704001712653783,5.323736725144043,8.402980518953026,6.704001712653783,9.537870056741719,9.537870056741719,0.0,0.0,time_derivative_density,forward_speed_pressure,diagnostic_body_potential_source_audit_not_hard_gate
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,1.0,A33,heave,heave_force,1.0,7,0.6,0.19999999999999998,0.19199999999999998,0.1875,0.023999999999999997,3.663555149229476,26.699011005362827,7.2877327944628325,724.2570259701289,1112.458791890118,12.524201938883257,8.59682438584532,0.5129294052712199,1.7535097299333544,116520.78266741216,49478.75351278748,105493.8185120205,4364.235912858627,2.132103398375957,1.0,1.0,47.43754341484262,1.7767528319799637,0.5628244863330979,5.330258495939891,5.330258495939891,4.664124786015618,6.0613627563496895,5.330258495939891,9.49916225532766,9.49916225532766,0.0,0.0,time_derivative_density,forward_speed_pressure,diagnostic_body_potential_source_audit_not_hard_gate
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,1.0,A33,heave,heave_force,1.0,8,0.6749999999999999,0.22499999999999998,0.20925,0.1875,0.02615625,3.8395497732774957,23.692192685551156,6.170565322643846,541.0959990647866,905.7947024344528,8.7771595283248,7.902930573968752,0.5061072445476221,1.782683134782919,94268.95886784155,43906.501324352015,83419.75633794117,3978.9039418598054,1.8999408702982623,1.0,1.0,37.511470991883485,1.583284058581885,0.6315986032826475,4.749852175745655,4.749852175745655,4.2587006614121306,5.256057159629656,4.749852175745655,9.295925891286663,9.295925891286663,0.0,0.0,time_derivative_density,forward_speed_pressure,diagnostic_body_potential_source_audit_not_hard_gate
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,1.0,A33,heave,heave_force,1.0,9,0.75,0.25,0.22499999999999998,0.1875,0.028124999999999997,3.9915240281900948,21.214517485318055,5.314891589150099,419.05219724085055,754.2939550335309,6.369571417591655,7.29223513805241,0.48522869807370067,1.7337986856624288,79111.09267445857,39314.860064963956,68650.61370606293,3729.10167432321,1.7461746930454416,1.0,1.0,30.870211298360335,1.4551455775378677,0.6872164650989888,4.3654367326136025,4.3654367326136025,3.9799386283609284,4.756080675890407,4.3654367326136025,9.011740549357254,9.011740549357254,0.0,0.0,time_derivative_density,forward_speed_pressure,diagnostic_body_potential_source_audit_not_hard_gate
