benchmark,source_row,hull,speed_case,omega_e_sqrt_l_over_g,coefficient,candidate_name,candidate_order,candidate_description,candidate_is_current_default,end_term_scale,reference_value,computed_value,raw_computed_value,raw_to_reference_raw_ratio,base_time_plus_pressure_gradient_value,end_term_component_value,candidate_end_contribution_value,abs_error,rel_error,tolerance,near_zero_abs_tolerance,effective_abs_tolerance,gate_error_ratio,current_default_gate_error_ratio,gate_ratio_delta_vs_current,candidate_gate_status,gate_role
ma2005_wigley_iii_coefficients,2,wigley_iii,Fn0.4,1.5,A35,end_removed,1,Drops only the Eq.32 end-contour term while keeping the Eq.30 pressure result fixed.,False,0.0,-0.2,-7.987794345065867,-1915.8724736640484,39.93897172532933,-7.987794345065867,0.075942496362628,0.0,7.787794345065866,38.93897172532933,0.3,0.0,0.06,129.79657241776445,128.53086414505395,1.2657082727104978,FAIL,diagnostic_end_contour_term_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,2,wigley_iii,Fn0.4,1.5,A35,end_flipped,2,Reverses only the Eq.32 end-contour term sign; diagnostic for contour orientation and outward-normal convention.,False,-1.0,-0.2,-8.063736841428495,-1934.0872814166248,40.318684207142475,-7.987794345065867,0.075942496362628,-0.075942496362628,7.863736841428495,39.318684207142475,0.3,0.0,0.06,131.06228069047492,128.53086414505395,2.531416545420967,FAIL,diagnostic_end_contour_term_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,2,wigley_iii,Fn0.4,1.5,A35,end_half_scale,3,Adds half of the current Eq.32 end-contour term; diagnostic for endpoint half-weight issues.,False,0.5,-0.2,-7.949823096884552,-1906.76506978776,39.74911548442276,-7.987794345065867,0.075942496362628,0.037971248181314,7.749823096884552,38.74911548442276,0.3,0.0,0.06,129.16371828140922,128.53086414505395,0.6328541363552631,FAIL,diagnostic_end_contour_term_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,2,wigley_iii,Fn0.4,1.5,A35,end_double_scale,4,Adds twice the current Eq.32 end-contour term; diagnostic for missing paired contour effects.,False,2.0,-0.2,-7.835909352340611,-1879.4428581588957,39.17954676170305,-7.987794345065867,0.075942496362628,0.151884992725256,7.635909352340611,38.17954676170305,0.3,0.0,0.06,127.26515587234351,128.53086414505395,-1.265708272710441,FAIL,diagnostic_end_contour_term_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,3,wigley_iii,Fn0.4,2.5,B35,current_default,0,Current Eq.32 end-contour term added to the Eq.30 pressure time/gradient result.,True,1.0,0.13,3.8679513852529426,1677.3374368643294,29.753472194253405,3.8564041032436593,0.011547282009283129,0.011547282009283129,3.7379513852529427,28.753472194253405,0.3,0.0,0.039,95.84490731417802,95.84490731417804,-2.842170943040401e-14,FAIL,diagnostic_end_contour_term_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,3,wigley_iii,Fn0.4,2.5,B35,end_removed,1,Drops only the Eq.32 end-contour term while keeping the Eq.30 pressure result fixed.,False,0.0,0.13,3.8564041032436593,1672.329957069716,29.66464694802815,3.8564041032436593,0.011547282009283129,0.0,3.7264041032436594,28.66464694802815,0.3,0.0,0.039,95.54882316009383,95.84490731417804,-0.2960841540842125,FAIL,diagnostic_end_contour_term_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,3,wigley_iii,Fn0.4,2.5,B35,end_flipped,2,Reverses only the Eq.32 end-contour term sign; diagnostic for contour orientation and outward-normal convention.,False,-1.0,0.13,3.844856821234376,1667.3224772751028,29.57582170180289,3.8564041032436593,0.011547282009283129,-0.011547282009283129,3.714856821234376,28.575821701802894,0.3,0.0,0.039,95.25273900600965,95.84490731417804,-0.5921683081683966,FAIL,diagnostic_end_contour_term_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,3,wigley_iii,Fn0.4,2.5,B35,end_half_scale,3,Adds half of the current Eq.32 end-contour term; diagnostic for endpoint half-weight issues.,False,0.5,0.13,3.8621777442483007,1674.8336969670227,29.709059571140774,3.8564041032436593,0.011547282009283129,0.005773641004641564,3.732177744248301,28.709059571140774,0.3,0.0,0.039,95.69686523713592,95.84490731417804,-0.14804207704212047,FAIL,diagnostic_end_contour_term_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,3,wigley_iii,Fn0.4,2.5,B35,end_double_scale,4,Adds twice the current Eq.32 end-contour term; diagnostic for missing paired contour effects.,False,2.0,0.13,3.879498667262226,1682.3449166589428,29.84229744047866,3.8564041032436593,0.011547282009283129,0.023094564018566258,3.749498667262226,28.84229744047866,0.3,0.0,0.039,96.1409914682622,95.84490731417804,0.29608415408415567,FAIL,diagnostic_end_contour_term_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,4,wigley_iii,Fn0.4,2.0,A53,current_default,0,Current Eq.32 end-contour term added to the Eq.30 pressure time/gradient result.,True,1.0,0.15,3.9063484888582534,936.9376850526521,26.042323259055024,3.9063484888582534,0.0,0.0,3.7563484888582535,25.042323259055024,0.3,0.0,0.045,83.47441086351675,83.47441086351675,0.0,FAIL,diagnostic_end_contour_term_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,4,wigley_iii,Fn0.4,2.0,A53,end_removed,1,Drops only the Eq.32 end-contour term while keeping the Eq.30 pressure result fixed.,False,0.0,0.15,3.9063484888582534,936.9376850526521,26.042323259055024,3.9063484888582534,0.0,0.0,3.7563484888582535,25.042323259055024,0.3,0.0,0.045,83.47441086351675,83.47441086351675,0.0,FAIL,diagnostic_end_contour_term_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,4,wigley_iii,Fn0.4,2.0,A53,end_flipped,2,Reverses only the Eq.32 end-contour term sign; diagnostic for contour orientation and outward-normal convention.,False,-1.0,0.15,3.9063484888582534,936.9376850526521,26.042323259055024,3.9063484888582534,0.0,-0.0,3.7563484888582535,25.042323259055024,0.3,0.0,0.045,83.47441086351675,83.47441086351675,0.0,FAIL,diagnostic_end_contour_term_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,4,wigley_iii,Fn0.4,2.0,A53,end_half_scale,3,Adds half of the current Eq.32 end-contour term; diagnostic for endpoint half-weight issues.,False,0.5,0.15,3.9063484888582534,936.9376850526521,26.042323259055024,3.9063484888582534,0.0,0.0,3.7563484888582535,25.042323259055024,0.3,0.0,0.045,83.47441086351675,83.47441086351675,0.0,FAIL,diagnostic_end_contour_term_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,4,wigley_iii,Fn0.4,2.0,A53,end_double_scale,4,Adds twice the current Eq.32 end-contour term; diagnostic for missing paired contour effects.,False,2.0,0.15,3.9063484888582534,936.9376850526521,26.042323259055024,3.9063484888582534,0.0,0.0,3.7563484888582535,25.042323259055024,0.3,0.0,0.045,83.47441086351675,83.47441086351675,0.0,FAIL,diagnostic_end_contour_term_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,5,wigley_iii,Fn0.4,2.0,B53,current_default,0,Current Eq.32 end-contour term added to the Eq.30 pressure time/gradient result.,True,1.0,-0.1,6.053015447462403,2624.890647451308,-60.53015447462403,6.2559243049313,-0.20290885746889667,-0.20290885746889667,6.153015447462403,61.53015447462403,0.3,0.0,0.03,205.10051491541344,205.10051491541347,-2.842170943040401e-14,FAIL,diagnostic_end_contour_term_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,5,wigley_iii,Fn0.4,2.0,B53,end_removed,1,Drops only the Eq.32 end-contour term while keeping the Eq.30 pressure result fixed.,False,0.0,-0.1,6.2559243049313,2712.882090208723,-62.559243049313004,6.2559243049313,-0.20290885746889667,-0.0,6.3559243049313,63.559243049313,0.3,0.0,0.03,211.86414349771,205.10051491541347,6.763628582296519,FAIL,diagnostic_end_contour_term_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,5,wigley_iii,Fn0.4,2.0,B53,end_flipped,2,Reverses only the Eq.32 end-contour term sign; diagnostic for contour orientation and outward-normal convention.,False,-1.0,-0.1,6.458833162400197,2800.873532966138,-64.58833162400197,6.2559243049313,-0.20290885746889667,0.20290885746889667,6.558833162400196,65.58833162400195,0.3,0.0,0.03,218.62777208000657,205.10051491541347,13.527257164593095,FAIL,diagnostic_end_contour_term_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,5,wigley_iii,Fn0.4,2.0,B53,end_half_scale,3,Adds half of the current Eq.32 end-contour term; diagnostic for endpoint half-weight issues.,False,0.5,-0.1,6.154469876196852,2668.8863688300157,-61.54469876196852,6.2559243049313,-0.20290885746889667,-0.10145442873444833,6.254469876196851,62.54469876196851,0.3,0.0,0.03,208.48232920656173,205.10051491541347,3.3818142911482596,FAIL,diagnostic_end_contour_term_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,5,wigley_iii,Fn0.4,2.0,B53,end_double_scale,4,Adds twice the current Eq.32 end-contour term; diagnostic for missing paired contour effects.,False,2.0,-0.1,5.850106589993507,2536.899204693893,-58.501065899935064,6.2559243049313,-0.20290885746889667,-0.40581771493779334,5.950106589993506,59.501065899935064,0.3,0.0,0.03,198.3368863331169,205.10051491541347,-6.763628582296576,FAIL,diagnostic_end_contour_term_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,6,wigley_iii,Fn0.4,1.0,A55,current_default,0,Current Eq.32 end-contour term added to the Eq.30 pressure time/gradient result.,True,1.0,0.063,-2.763507693467663,-1988.481960834657,-43.865201483613696,-2.8446712364552216,0.0811635429875587,0.0811635429875587,2.826507693467663,44.8652014836137,0.15,0.0,0.00945,299.10134322409135,299.1013432240912,1.7053025658242404e-13,FAIL,diagnostic_end_contour_term_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,6,wigley_iii,Fn0.4,1.0,A55,end_removed,1,Drops only the Eq.32 end-contour term while keeping the Eq.30 pressure result fixed.,False,0.0,0.063,-2.8446712364552216,-2046.883188191355,-45.15351168976542,-2.8446712364552216,0.0811635429875587,0.0,2.9076712364552217,46.15351168976542,0.15,0.0,0.00945,307.6900779317695,299.1013432240912,8.588734707678327,FAIL,diagnostic_end_contour_term_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,6,wigley_iii,Fn0.4,1.0,A55,end_flipped,2,Reverses only the Eq.32 end-contour term sign; diagnostic for contour orientation and outward-normal convention.,False,-1.0,0.063,-2.92583477944278,-2105.2844155480525,-46.441821895917144,-2.8446712364552216,0.0811635429875587,-0.0811635429875587,2.9888347794427803,47.441821895917144,0.15,0.0,0.00945,316.27881263944766,299.1013432240912,17.177469415356484,FAIL,diagnostic_end_contour_term_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,6,wigley_iii,Fn0.4,1.0,A55,end_half_scale,3,Adds half of the current Eq.32 end-contour term; diagnostic for endpoint half-weight issues.,False,0.5,0.063,-2.804089464961442,-2017.6825745130059,-44.509356586689556,-2.8446712364552216,0.0811635429875587,0.04058177149377935,2.8670894649614422,45.509356586689556,0.15,0.0,0.00945,303.3957105779304,299.1013432240912,4.29436735383922,FAIL,diagnostic_end_contour_term_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,6,wigley_iii,Fn0.4,1.0,A55,end_double_scale,4,Adds twice the current Eq.32 end-contour term; diagnostic for missing paired contour effects.,False,2.0,0.063,-2.682344150480104,-1930.080733477959,-42.57689127746197,-2.8446712364552216,0.0811635429875587,0.1623270859751174,2.745344150480104,43.57689127746197,0.15,0.0,0.00945,290.51260851641314,299.1013432240912,-8.588734707678043,FAIL,diagnostic_end_contour_term_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,7,wigley_iii,Fn0.4,1.0,B55,current_default,0,Current Eq.32 end-contour term added to the Eq.30 pressure time/gradient result.,True,1.0,0.09,1.309753955418051,1703.9247320013817,14.552821726867235,1.3042689964636416,0.0054849589544095,0.0054849589544095,1.219753955418051,13.552821726867233,0.15,0.0,0.0135,90.35214484578155,90.35214484578157,-1.4210854715202004e-14,FAIL,diagnostic_end_contour_term_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,7,wigley_iii,Fn0.4,1.0,B55,end_removed,1,Drops only the Eq.32 end-contour term while keeping the Eq.30 pressure result fixed.,False,0.0,0.09,1.3042689964636416,1696.789073294058,14.49187773848491,1.3042689964636416,0.0054849589544095,0.0,1.2142689964636415,13.491877738484906,0.15,0.0,0.0135,89.94585158989938,90.35214484578157,-0.4062932558821899,FAIL,diagnostic_end_contour_term_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,7,wigley_iii,Fn0.4,1.0,B55,end_flipped,2,Reverses only the Eq.32 end-contour term sign; diagnostic for contour orientation and outward-normal convention.,False,-1.0,0.09,1.298784037509232,1689.653414586734,14.43093375010258,1.3042689964636416,0.0054849589544095,-0.0054849589544095,1.208784037509232,13.430933750102579,0.15,0.0,0.0135,89.53955833401719,90.35214484578157,-0.8125865117643798,FAIL,diagnostic_end_contour_term_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,7,wigley_iii,Fn0.4,1.0,B55,end_half_scale,3,Adds half of the current Eq.32 end-contour term; diagnostic for endpoint half-weight issues.,False,0.5,0.09,1.3070114759408464,1700.35690264772,14.522349732676073,1.3042689964636416,0.0054849589544095,0.00274247947720475,1.2170114759408464,13.522349732676071,0.15,0.0,0.0135,90.14899821784047,90.35214484578157,-0.20314662794109495,FAIL,diagnostic_end_contour_term_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,7,wigley_iii,Fn0.4,1.0,B55,end_double_scale,4,Adds twice the current Eq.32 end-contour term; diagnostic for missing paired contour effects.,False,2.0,0.09,1.3152389143724605,1711.0603907087057,14.613765715249562,1.3042689964636416,0.0054849589544095,0.010969917908819,1.2252389143724605,13.613765715249562,0.15,0.0,0.0135,90.75843810166374,90.35214484578157,0.4062932558821757,FAIL,diagnostic_end_contour_term_candidate_not_hard_gate
