benchmark,source_row,hull,speed_case,omega_e_sqrt_l_over_g,coefficient,candidate_name,candidate_order,candidate_description,candidate_is_current_default,candidate_recomputed_matched_bie,known_potential_rhs_scale,unknown_normal_column_scale,reference_value,computed_value,raw_computed_value,raw_to_reference_raw_ratio,abs_error,rel_error,tolerance,near_zero_abs_tolerance,effective_abs_tolerance,gate_error_ratio,current_default_gate_error_ratio,gate_ratio_delta_vs_current,error_metric,candidate_gate_status,matched_heave_free_surface_potential_norm_max,matched_pitch_free_surface_potential_norm_max,matched_heave_inner_free_surface_normal_derivative_norm_max,matched_pitch_inner_free_surface_normal_derivative_norm_max,matched_heave_free_surface_potential_increment_to_normal_derivative_gain_max,matched_heave_free_surface_potential_increment_normal_derivative_phase_deg_median,matched_selected_body_pressure_to_body_potential_gain_max,matched_selected_body_pressure_forward_to_time_norm_ratio_max,matched_selected_pressure_gradient_component_value,provider_route,provider_formulation,gate_role,failure_reason
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,1.0,A33,current_default,0,Current default: Eq.23 keeps -A_free*phi_free on the RHS and -B_free*phi_n_free in the unknown columns.,True,False,1.0,1.0,1.0,16.394477563243775,1310.73848118134,16.394477563243775,15.394477563243775,15.394477563243775,0.15,0.0,0.15,102.62985042162518,102.62985042162518,0.0,relative,FAIL,14.801988481198595,18.16103398142626,153.1375010836039,188.57999262945168,0.24730501705899274,180.0,103229.10728071503,55.694024401994064,0.0,matched_bie_station_sweep,matched_bie,diagnostic_inner_free_surface_block_coupling_candidate_not_hard_gate,
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,1.0,A33,known_phi_free_rhs_removed,1,Diagnostic candidate that removes only the known inner-free-surface potential RHS contribution.,False,True,0.0,1.0,1.0,0.8817608140610868,70.49677708418389,0.8817608140610868,0.11823918593891325,0.11823918593891325,0.15,0.0,0.15,0.7882612395927551,102.62985042162518,-101.84158918203242,relative,PASS,17.95174953888949,22.296493696994908,2.8595274422591306,3.4953582799139626,6.114885313892973,180.0,104119.0856071051,56.17433840835891,0.0,matched_bie_station_sweep,matched_bie,diagnostic_inner_free_surface_block_coupling_candidate_not_hard_gate,
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,1.0,A33,known_phi_free_rhs_flipped,2,Diagnostic candidate that reverses only the known inner-free-surface potential RHS sign.,False,True,-1.0,1.0,1.0,-1076.9780359147965,-86104.39397138798,-1076.9780359147965,1077.9780359147965,1077.9780359147965,0.15,0.0,0.15,7186.520239431977,102.62985042162518,7083.890389010352,relative,FAIL,32711.02766033919,48551.74230886869,635314.186429988,944070.4415464783,0.06456397172796195,180.0,105037.6059102856,56.67005492155154,0.0,matched_bie_station_sweep,matched_bie,diagnostic_inner_free_surface_block_coupling_candidate_not_hard_gate,
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,1.0,A33,unknown_phi_n_free_column_removed,3,Diagnostic candidate that removes only the unknown inner-free-surface normal-derivative column.,False,False,1.0,0.0,1.0,,,,,,0.15,,,,102.62985042162518,,exception,FAIL,,,,,,,,,,,,diagnostic_inner_free_surface_block_coupling_candidate_not_hard_gate,Singular matrix
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,1.0,A33,unknown_phi_n_free_column_flipped,4,Diagnostic candidate that reverses only the unknown inner-free-surface normal-derivative column sign.,False,True,1.0,-1.0,1.0,-1076.9780359147965,-86104.39397138798,-1076.9780359147965,1077.9780359147965,1077.9780359147965,0.15,0.0,0.15,7186.520239431977,102.62985042162518,7083.890389010352,relative,FAIL,32711.02766033919,48551.74230886869,635314.186429988,944070.4415464783,0.06456397172796195,180.0,105037.6059102856,56.67005492155154,0.0,matched_bie_station_sweep,matched_bie,diagnostic_inner_free_surface_block_coupling_candidate_not_hard_gate,
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,1.0,A33,both_free_blocks_removed,5,Diagnostic candidate that removes both Eq.23 inner-free-surface coupling blocks.,False,False,0.0,0.0,1.0,,,,,,0.15,,,,102.62985042162518,,exception,FAIL,,,,,,,,,,,,diagnostic_inner_free_surface_block_coupling_candidate_not_hard_gate,Singular matrix
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,1.0,A33,known_phi_free_rhs_one_over_2pi,6,Diagnostic candidate that applies the canonical 1/(2*pi) BIE normalization only to the known A_free*phi_free RHS block.,False,True,0.15915494309189535,1.0,1.0,3.685645881071467,294.6673881916638,3.685645881071467,2.685645881071467,2.685645881071467,0.15,0.0,0.15,17.90430587380978,102.62985042162518,-84.7255445478154,relative,FAIL,16.410691560565233,20.204807279575782,26.808081158196835,33.002814175590856,0.24895460722482135,180.0,103975.53724559372,56.0968666234007,0.0,matched_bie_station_sweep,matched_bie,diagnostic_inner_free_surface_block_coupling_candidate_not_hard_gate,
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,1.0,A33,unknown_phi_n_free_column_one_over_2pi,7,Diagnostic candidate that applies the canonical 1/(2*pi) BIE normalization only to the unknown B_free*phi_n_free column block.,False,True,1.0,0.15915494309189535,1.0,31.53773128926577,2521.4416165767984,31.53773128926577,30.53773128926577,30.53773128926577,0.15,0.0,0.15,203.58487526177183,102.62985042162518,100.95502484014665,relative,FAIL,18.971677142929256,48.0622530851014,1141.9857458791864,2823.8888201504005,0.15248179348559085,180.0,98990.85377312086,53.40665479273672,0.0,matched_bie_station_sweep,matched_bie,diagnostic_inner_free_surface_block_coupling_candidate_not_hard_gate,
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,1.0,A33,both_free_blocks_one_over_2pi,8,Diagnostic candidate that applies the canonical 1/(2*pi) BIE normalization to both inner-free-surface Eq.23 blocks.,False,True,0.15915494309189535,0.15915494309189535,1.0,16.394477563243772,1310.7384811813395,16.394477563243772,15.394477563243772,15.394477563243772,0.15,0.0,0.15,102.62985042162515,102.62985042162518,-2.842170943040401e-14,relative,FAIL,93.00363654210845,114.10914187528667,962.1912967866979,1184.8830389174052,0.24730501705899313,180.0,103229.10728071502,55.69402440199404,0.0,matched_bie_station_sweep,matched_bie,diagnostic_inner_free_surface_block_coupling_candidate_not_hard_gate,
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,1.0,A33,known_phi_free_rhs_2pi,9,Diagnostic candidate that applies a 2*pi scale only to the known A_free*phi_free RHS block.,False,True,6.283185307179586,1.0,1.0,31.53773128926577,2521.4416165767984,31.53773128926577,30.53773128926577,30.53773128926577,0.15,0.0,0.15,203.58487526177183,102.62985042162518,100.95502484014665,relative,FAIL,3.019436196040717,7.649345154627586,181.75267639715756,449.43586446887673,0.15248179348559046,180.0,98990.85377312086,53.40665479273672,0.0,matched_bie_station_sweep,matched_bie,diagnostic_inner_free_surface_block_coupling_candidate_not_hard_gate,
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,1.0,A33,unknown_phi_n_free_column_2pi,10,Diagnostic candidate that applies a 2*pi scale only to the unknown B_free*phi_n_free column block.,False,True,1.0,6.283185307179586,1.0,3.6856458810714665,294.66738819166375,3.6856458810714665,2.6856458810714665,2.6856458810714665,0.15,0.0,0.15,17.90430587380978,102.62985042162518,-84.7255445478154,relative,FAIL,2.6118426814204074,3.215694952763596,4.26663863113573,5.252561011988557,0.2489546072248215,180.0,103975.53724559369,56.09686662340068,0.0,matched_bie_station_sweep,matched_bie,diagnostic_inner_free_surface_block_coupling_candidate_not_hard_gate,
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,1.0,A33,both_free_blocks_2pi,11,Diagnostic candidate that applies a 2*pi scale to both inner-free-surface Eq.23 blocks.,False,True,6.283185307179586,6.283185307179586,1.0,16.394477563243772,1310.7384811813395,16.394477563243772,15.394477563243772,15.394477563243772,0.15,0.0,0.15,102.62985042162515,102.62985042162518,-2.842170943040401e-14,relative,FAIL,2.3558096343720525,2.890418329803875,24.372590270196035,30.013437995210428,0.24730501705899297,180.0,103229.107280715,55.694024401994035,0.0,matched_bie_station_sweep,matched_bie,diagnostic_inner_free_surface_block_coupling_candidate_not_hard_gate,
ma2005_wigley_iii_coefficients,1,wigley_iii,Fn0.4,2.0,B33,current_default,0,Current default: Eq.23 keeps -A_free*phi_free on the RHS and -B_free*phi_n_free in the unknown columns.,True,False,1.0,1.0,2.1,31.34727614033032,4531.249626901362,14.927274352538246,29.247276140330317,13.927274352538246,0.15,0.0,0.315,92.84849568358831,92.84849568358831,0.0,relative,FAIL,29.60397696239719,19.307654775987746,306.2750021672078,202.33864527512083,0.24730501705899274,180.0,103278.99932527242,27.847012200997032,31.774452682370107,matched_bie_station_sweep,matched_bie,diagnostic_inner_free_surface_block_coupling_candidate_not_hard_gate,
ma2005_wigley_iii_coefficients,1,wigley_iii,Fn0.4,2.0,B33,known_phi_free_rhs_removed,1,Diagnostic candidate that removes only the known inner-free-surface potential RHS contribution.,False,True,0.0,1.0,2.1,-0.013174356766349494,-1.9043536323522345,-0.0062735032220711875,2.1131743567663497,1.0062735032220713,0.15,0.0,0.315,6.7084900214804755,92.84849568358831,-86.14000566210784,relative,FAIL,35.90349907777898,24.420245269247626,5.719054884518261,4.586230828702059,6.114885313892973,180.0,104168.55139299926,28.087169204179457,-3.6502789776073475e-06,matched_bie_station_sweep,matched_bie,diagnostic_inner_free_surface_block_coupling_candidate_not_hard_gate,
ma2005_wigley_iii_coefficients,1,wigley_iii,Fn0.4,2.0,B33,known_phi_free_rhs_flipped,2,Diagnostic candidate that reverses only the known inner-free-surface potential RHS sign.,False,True,-1.0,1.0,2.1,-7413.782399519791,-1071662.4494378779,-3530.3725711999004,7415.882399519792,3531.372571199901,0.15,0.0,0.315,23542.48380799934,92.84849568358831,23449.63531231575,relative,FAIL,65422.05532067838,69329.91978023977,1270628.372859976,1349599.8723832294,0.06456397172796195,180.0,105086.63933640998,28.33502746077577,-6338.145552809851,matched_bie_station_sweep,matched_bie,diagnostic_inner_free_surface_block_coupling_candidate_not_hard_gate,
ma2005_wigley_iii_coefficients,1,wigley_iii,Fn0.4,2.0,B33,unknown_phi_n_free_column_removed,3,Diagnostic candidate that removes only the unknown inner-free-surface normal-derivative column.,False,False,1.0,0.0,2.1,,,,,,0.15,,,,92.84849568358831,,exception,FAIL,,,,,,,,,,,,diagnostic_inner_free_surface_block_coupling_candidate_not_hard_gate,Singular matrix
ma2005_wigley_iii_coefficients,1,wigley_iii,Fn0.4,2.0,B33,unknown_phi_n_free_column_flipped,4,Diagnostic candidate that reverses only the unknown inner-free-surface normal-derivative column sign.,False,True,1.0,-1.0,2.1,-7413.782399519791,-1071662.4494378779,-3530.3725711999004,7415.882399519792,3531.372571199901,0.15,0.0,0.315,23542.48380799934,92.84849568358831,23449.63531231575,relative,FAIL,65422.05532067838,69329.91978023977,1270628.372859976,1349599.8723832294,0.06456397172796195,180.0,105086.63933640998,28.33502746077577,-6338.145552809851,matched_bie_station_sweep,matched_bie,diagnostic_inner_free_surface_block_coupling_candidate_not_hard_gate,
ma2005_wigley_iii_coefficients,1,wigley_iii,Fn0.4,2.0,B33,both_free_blocks_removed,5,Diagnostic candidate that removes both Eq.23 inner-free-surface coupling blocks.,False,False,0.0,0.0,2.1,,,,,,0.15,,,,92.84849568358831,,exception,FAIL,,,,,,,,,,,,diagnostic_inner_free_surface_block_coupling_candidate_not_hard_gate,Singular matrix
ma2005_wigley_iii_coefficients,1,wigley_iii,Fn0.4,2.0,B33,known_phi_free_rhs_one_over_2pi,6,Diagnostic candidate that applies the canonical 1/(2*pi) BIE normalization only to the known A_free*phi_free RHS block.,False,True,0.15915494309189535,1.0,2.1,5.52227546167469,798.2450696303564,2.6296549817498525,3.42227546167469,1.6296549817498522,0.15,0.0,0.315,10.864366544999015,92.84849568358831,-81.9841291385893,relative,FAIL,32.82138312113047,21.66827874189464,53.61616231639367,35.384667351459086,0.24895460722482135,180.0,104025.07129132906,28.04843331170035,5.624435343264185,matched_bie_station_sweep,matched_bie,diagnostic_inner_free_surface_block_coupling_candidate_not_hard_gate,
