a1_closed_cylinder_added_mass_status,a1_closed_cylinder_added_mass_validity_status,radius_m,panel_count,omega_rad_s,rho_water_kg_m3,expected_added_mass_per_m,computed_added_mass_per_m,computed_added_mass_ratio,computed_added_mass_relative_error,pressure_sign_corrected_added_mass_per_m,pressure_sign_corrected_added_mass_ratio,pressure_sign_corrected_relative_error,computed_radiation_damping_per_m,pressure_sign_corrected_radiation_damping_per_m,source_system_condition_number,source_system_relative_residual,potential_alignment_scale_to_analytic,potential_alignment_relative_residual,heave_force_row_norm,body_normal_velocity_norm,corrected_relative_tolerance,raw_added_mass_sign,diagnostic_status,diagnostic_conclusion,gate_role,is_hard_gate
diagnostic_a1_closed_cylinder_added_mass_not_hard_gate,a1_inner_domain_closed_cylinder_added_mass_diagnostic_not_hard_gate,1.0,64,2.0,1000.0,3141.592653589793,-3174.463583569407,-1.0104631419805663,2.0104631419805665,3174.463583569407,1.0104631419805663,0.010463141980566342,-0.0,0.0,2.0167027170880227,4.583397458025486e-16,-1.0120881577752587,3.3486551421077363e-16,0.5551373640635255,11.31370849898476,0.02,negative,PASS,raw_chain_sign_reversed_but_pressure_sign_corrected_magnitude_matches_closed_cylinder,diagnostic_a1_closed_cylinder_added_mass_not_hard_gate,False
diagnostic_a1_closed_cylinder_added_mass_not_hard_gate,a1_inner_domain_closed_cylinder_added_mass_diagnostic_not_hard_gate,1.0,128,2.0,1000.0,3141.592653589793,-3158.533639722412,-1.005392483367715,2.0053924833677153,3158.533639722412,1.005392483367715,0.0053924833677151136,-0.0,0.0,2.008078037463471,5.286834833358061e-16,-1.0057963577272244,2.2565748021585227e-16,0.3926596563665966,16.0,0.02,negative,PASS,raw_chain_sign_reversed_but_pressure_sign_corrected_magnitude_matches_closed_cylinder,diagnostic_a1_closed_cylinder_added_mass_not_hard_gate,False
diagnostic_a1_closed_cylinder_added_mass_not_hard_gate,a1_inner_domain_closed_cylinder_added_mass_diagnostic_not_hard_gate,1.0,256,2.0,1000.0,3141.592653589793,-3150.188181612204,-1.0027360415465032,2.002736041546503,3150.188181612204,1.0027360415465032,0.002736041546503275,-0.0,0.0,2.003972165582055,6.880429676586421e-16,-1.0028367221253027,1.7454719925952758e-16,0.2776732139975328,22.627416997969522,0.02,negative,PASS,raw_chain_sign_reversed_but_pressure_sign_corrected_magnitude_matches_closed_cylinder,diagnostic_a1_closed_cylinder_added_mass_not_hard_gate,False
