benchmark,source_row,hull,speed_case,omega_e_sqrt_l_over_g,coefficient,candidate_name,candidate_order,candidate_description,candidate_is_current_default,reference_value,computed_value,raw_computed_value,raw_to_reference_raw_ratio,abs_error,rel_error,tolerance,near_zero_abs_tolerance,effective_abs_tolerance,gate_error_ratio,current_default_gate_error_ratio,gate_ratio_delta_vs_current,candidate_gate_status,time_component_value,time_component_raw,forward_gradient_component_value,forward_gradient_component_raw,end_component_value,end_component_raw,gate_role
ma2005_wigley_iii_coefficients,3,wigley_iii,Fn0.4,2.5,B35,phase_aligned_forward,5,Phase-aligns adjacent body-potential states before applying the forward x-gradient; this isolates one-sided start-up sensitivity from phase wrapping.,False,0.13,3.544307163105735,1536.9890932677497,27.2639012546595,3.414307163105735,26.2639012546595,0.3,0.0,0.039,87.54633751553168,95.84490731417804,-8.29856979864637,FAIL,6.557791025297509,2843.7866183639,-3.0250311442010576,-1311.8050048907635,0.011547282009283129,5.007479794613277,diagnostic_startup_pressure_gradient_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,3,wigley_iii,Fn0.4,2.5,B35,phase_aligned_backward,6,Phase-aligns adjacent body-potential states before applying the backward x-gradient; this checks whether upstream differencing reduces the first active pair spike.,False,0.13,4.636347217604978,2010.5523528657395,35.66420936619214,4.506347217604978,34.66420936619214,0.3,0.0,0.039,115.54736455397381,95.84490731417804,19.702457239795763,FAIL,6.557791025297509,2843.7866183639,-1.9329910897018137,-838.2417452927734,0.011547282009283129,5.007479794613277,diagnostic_startup_pressure_gradient_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,3,wigley_iii,Fn0.4,2.5,B35,mapped_fixed_y_central,7,Interpolates adjacent station body potentials to the target station's fixed physical y-coordinate before applying a central x-gradient.,False,0.13,2.789534788865338,1209.681990998779,21.457959914348756,2.6595347888653382,20.457959914348756,0.3,0.0,0.039,68.19319971449585,95.84490731417804,-27.651707599682197,FAIL,6.557791025297509,2843.7866183639,-3.779803518441454,-1639.112107159734,0.011547282009283129,5.007479794613277,diagnostic_startup_pressure_gradient_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,3,wigley_iii,Fn0.4,2.5,B35,mapped_fixed_y_forward,8,Interpolates adjacent station body potentials to the target station's fixed physical y-coordinate before applying a forward x-gradient.,False,0.13,2.622753384760683,1137.3572213690175,20.17502603662064,2.4927533847606833,19.17502603662064,0.3,0.0,0.039,63.91675345540214,95.84490731417804,-31.928153858775907,FAIL,6.557791025297509,2843.7866183639,-3.9465849225461094,-1711.4368767894957,0.011547282009283129,5.007479794613277,diagnostic_startup_pressure_gradient_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,3,wigley_iii,Fn0.4,2.5,B35,mapped_fixed_y_backward,9,Interpolates adjacent station body potentials to the target station's fixed physical y-coordinate before applying a backward x-gradient.,False,0.13,2.739902071767238,1188.1587591403477,21.07616978282491,2.6099020717672383,20.07616978282491,0.3,0.0,0.039,66.9205659427497,95.84490731417804,-28.92434137142834,FAIL,6.557791025297509,2843.7866183639,-3.8294362355395544,-1660.6353390181655,0.011547282009283129,5.007479794613277,diagnostic_startup_pressure_gradient_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,3,wigley_iii,Fn0.4,2.5,B35,mapped_normalized_y_central,10,Interpolates adjacent station body potentials to the same normalized breadth coordinate y/(Bwl/2) before applying a central x-gradient.,False,0.13,3.648451252436812,1582.1511861857648,28.065009634129325,3.518451252436812,27.06500963412932,0.3,0.0,0.039,90.21669878043107,95.84490731417804,-5.628208533746971,FAIL,6.557791025297509,2843.7866183639,-2.92088705486998,-1266.6429119727482,0.011547282009283129,5.007479794613277,diagnostic_startup_pressure_gradient_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,3,wigley_iii,Fn0.4,2.5,B35,mapped_normalized_y_forward,11,Interpolates adjacent station body potentials to the same normalized breadth coordinate y/(Bwl/2) before applying a forward x-gradient.,False,0.13,2.9830878029607195,1293.6162715065166,22.946829253543996,2.8530878029607196,21.946829253543996,0.3,0.0,0.039,73.15609751181333,95.84490731417804,-22.688809802364716,FAIL,6.557791025297509,2843.7866183639,-3.5862505043460726,-1555.1778266519964,0.011547282009283129,5.007479794613277,diagnostic_startup_pressure_gradient_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,3,wigley_iii,Fn0.4,2.5,B35,mapped_normalized_y_backward,12,Interpolates adjacent station body potentials to the same normalized breadth coordinate y/(Bwl/2) before applying a backward x-gradient.,False,0.13,4.31649200105265,1871.8471118575246,33.20378462348192,4.18649200105265,32.20378462348192,0.3,0.0,0.039,107.34594874493973,95.84490731417804,11.501041430761688,FAIL,6.557791025297509,2843.7866183639,-2.2528463062541424,-976.9469863009884,0.011547282009283129,5.007479794613277,diagnostic_startup_pressure_gradient_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,3,wigley_iii,Fn0.4,2.5,B35,startup_aft_gradient_zero,13,Sets the first aft active station's body-potential x-gradient to zero while leaving all other stations unchanged.,False,0.13,3.1384068287282703,1360.9703798260996,24.141590990217463,3.0084068287282704,23.141590990217463,0.3,0.0,0.039,77.13863663405822,95.84490731417804,-18.70627068011983,FAIL,6.557791025297509,2843.7866183639,-3.4309314785785223,-1487.8237183324136,0.011547282009283129,5.007479794613277,diagnostic_startup_pressure_gradient_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,3,wigley_iii,Fn0.4,2.5,B35,startup_aft_gradient_copy_second,14,"Copies the second active station's x-gradient to the first aft station, treating the first station as a start-up extrapolation point.",False,0.13,3.352171038678855,1453.669247081484,25.785931066760423,3.222171038678855,24.785931066760423,0.3,0.0,0.039,82.61977022253474,95.84490731417804,-13.225137091643305,FAIL,6.557791025297509,2843.7866183639,-3.2171672686279376,-1395.1248510770292,0.011547282009283129,5.007479794613277,diagnostic_startup_pressure_gradient_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,3,wigley_iii,Fn0.4,2.5,B35,startup_first_pair_gradient_average,15,Replaces the first two active station gradients by their pair average to measure local spike sensitivity without changing downstream stations.,False,0.13,4.60824358206848,1998.3652090001046,35.44802755437293,4.4782435820684805,34.44802755437293,0.3,0.0,0.039,114.82675851457643,95.84490731417804,18.98185120039838,FAIL,6.557791025297509,2843.7866183639,-1.9610947252383126,-850.4288891584087,0.011547282009283129,5.007479794613277,diagnostic_startup_pressure_gradient_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,4,wigley_iii,Fn0.4,2.0,A53,current_default,0,Current matched-BIE forward-speed pressure-gradient force matrix.,True,0.15,3.9063484888582534,936.9376850526521,26.042323259055024,3.7563484888582535,25.042323259055024,0.3,0.0,0.045,83.47441086351675,83.47441086351675,0.0,FAIL,3.9063484888582534,936.9376850526521,0.0,0.0,0.0,0.0,diagnostic_startup_pressure_gradient_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,4,wigley_iii,Fn0.4,2.0,A53,scheme_central,1,Recomputes only the forward-speed pressure term with a central body-potential x-gradient.,False,0.15,3.9063484888582534,936.9376850526521,26.042323259055024,3.7563484888582535,25.042323259055024,0.3,0.0,0.045,83.47441086351675,83.47441086351675,0.0,FAIL,3.9063484888582534,936.9376850526521,0.0,0.0,0.0,0.0,diagnostic_startup_pressure_gradient_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,4,wigley_iii,Fn0.4,2.0,A53,scheme_forward,2,Recomputes only the forward-speed pressure term with a forward body-potential x-gradient.,False,0.15,3.9063484888582534,936.9376850526521,26.042323259055024,3.7563484888582535,25.042323259055024,0.3,0.0,0.045,83.47441086351675,83.47441086351675,0.0,FAIL,3.9063484888582534,936.9376850526521,0.0,0.0,0.0,0.0,diagnostic_startup_pressure_gradient_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,4,wigley_iii,Fn0.4,2.0,A53,scheme_backward,3,Recomputes only the forward-speed pressure term with a backward body-potential x-gradient.,False,0.15,3.9063484888582534,936.9376850526521,26.042323259055024,3.7563484888582535,25.042323259055024,0.3,0.0,0.045,83.47441086351675,83.47441086351675,0.0,FAIL,3.9063484888582534,936.9376850526521,0.0,0.0,0.0,0.0,diagnostic_startup_pressure_gradient_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,4,wigley_iii,Fn0.4,2.0,A53,phase_aligned_central,4,Phase-aligns adjacent body-potential states before applying the central x-gradient; this diagnoses station-to-station phase flips without changing the BIE solution.,False,0.15,3.9063484888582534,936.9376850526521,26.042323259055024,3.7563484888582535,25.042323259055024,0.3,0.0,0.045,83.47441086351675,83.47441086351675,0.0,FAIL,3.9063484888582534,936.9376850526521,6.334142075698121e-19,1.5192439768561945e-16,0.0,0.0,diagnostic_startup_pressure_gradient_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,4,wigley_iii,Fn0.4,2.0,A53,phase_aligned_forward,5,Phase-aligns adjacent body-potential states before applying the forward x-gradient; this isolates one-sided start-up sensitivity from phase wrapping.,False,0.15,3.9063484888582534,936.9376850526521,26.042323259055024,3.7563484888582535,25.042323259055024,0.3,0.0,0.045,83.47441086351675,83.47441086351675,0.0,FAIL,3.9063484888582534,936.9376850526521,8.837768834123576e-19,2.11973885486454e-16,0.0,0.0,diagnostic_startup_pressure_gradient_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,4,wigley_iii,Fn0.4,2.0,A53,phase_aligned_backward,6,Phase-aligns adjacent body-potential states before applying the backward x-gradient; this checks whether upstream differencing reduces the first active pair spike.,False,0.15,3.9063484888582534,936.9376850526521,26.042323259055024,3.7563484888582535,25.042323259055024,0.3,0.0,0.045,83.47441086351675,83.47441086351675,0.0,FAIL,3.9063484888582534,936.9376850526521,1.915257658636325e-19,4.5937454942392264e-17,0.0,0.0,diagnostic_startup_pressure_gradient_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,4,wigley_iii,Fn0.4,2.0,A53,mapped_fixed_y_central,7,Interpolates adjacent station body potentials to the target station's fixed physical y-coordinate before applying a central x-gradient.,False,0.15,3.9063484888582534,936.9376850526521,26.042323259055024,3.7563484888582535,25.042323259055024,0.3,0.0,0.045,83.47441086351675,83.47441086351675,0.0,FAIL,3.9063484888582534,936.9376850526521,0.0,0.0,0.0,0.0,diagnostic_startup_pressure_gradient_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,4,wigley_iii,Fn0.4,2.0,A53,mapped_fixed_y_forward,8,Interpolates adjacent station body potentials to the target station's fixed physical y-coordinate before applying a forward x-gradient.,False,0.15,3.9063484888582534,936.9376850526521,26.042323259055024,3.7563484888582535,25.042323259055024,0.3,0.0,0.045,83.47441086351675,83.47441086351675,0.0,FAIL,3.9063484888582534,936.9376850526521,0.0,0.0,0.0,0.0,diagnostic_startup_pressure_gradient_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,4,wigley_iii,Fn0.4,2.0,A53,mapped_fixed_y_backward,9,Interpolates adjacent station body potentials to the target station's fixed physical y-coordinate before applying a backward x-gradient.,False,0.15,3.9063484888582534,936.9376850526521,26.042323259055024,3.7563484888582535,25.042323259055024,0.3,0.0,0.045,83.47441086351675,83.47441086351675,0.0,FAIL,3.9063484888582534,936.9376850526521,0.0,0.0,0.0,0.0,diagnostic_startup_pressure_gradient_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,4,wigley_iii,Fn0.4,2.0,A53,mapped_normalized_y_central,10,Interpolates adjacent station body potentials to the same normalized breadth coordinate y/(Bwl/2) before applying a central x-gradient.,False,0.15,3.9063484888582534,936.9376850526521,26.042323259055024,3.7563484888582535,25.042323259055024,0.3,0.0,0.045,83.47441086351675,83.47441086351675,0.0,FAIL,3.9063484888582534,936.9376850526521,0.0,0.0,0.0,0.0,diagnostic_startup_pressure_gradient_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,4,wigley_iii,Fn0.4,2.0,A53,mapped_normalized_y_forward,11,Interpolates adjacent station body potentials to the same normalized breadth coordinate y/(Bwl/2) before applying a forward x-gradient.,False,0.15,3.9063484888582534,936.9376850526521,26.042323259055024,3.7563484888582535,25.042323259055024,0.3,0.0,0.045,83.47441086351675,83.47441086351675,0.0,FAIL,3.9063484888582534,936.9376850526521,0.0,0.0,0.0,0.0,diagnostic_startup_pressure_gradient_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,4,wigley_iii,Fn0.4,2.0,A53,mapped_normalized_y_backward,12,Interpolates adjacent station body potentials to the same normalized breadth coordinate y/(Bwl/2) before applying a backward x-gradient.,False,0.15,3.9063484888582534,936.9376850526521,26.042323259055024,3.7563484888582535,25.042323259055024,0.3,0.0,0.045,83.47441086351675,83.47441086351675,0.0,FAIL,3.9063484888582534,936.9376850526521,0.0,0.0,0.0,0.0,diagnostic_startup_pressure_gradient_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,4,wigley_iii,Fn0.4,2.0,A53,startup_aft_gradient_zero,13,Sets the first aft active station's body-potential x-gradient to zero while leaving all other stations unchanged.,False,0.15,3.9063484888582534,936.9376850526521,26.042323259055024,3.7563484888582535,25.042323259055024,0.3,0.0,0.045,83.47441086351675,83.47441086351675,0.0,FAIL,3.9063484888582534,936.9376850526521,0.0,0.0,0.0,0.0,diagnostic_startup_pressure_gradient_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,4,wigley_iii,Fn0.4,2.0,A53,startup_aft_gradient_copy_second,14,"Copies the second active station's x-gradient to the first aft station, treating the first station as a start-up extrapolation point.",False,0.15,3.9063484888582534,936.9376850526521,26.042323259055024,3.7563484888582535,25.042323259055024,0.3,0.0,0.045,83.47441086351675,83.47441086351675,0.0,FAIL,3.9063484888582534,936.9376850526521,0.0,0.0,0.0,0.0,diagnostic_startup_pressure_gradient_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,4,wigley_iii,Fn0.4,2.0,A53,startup_first_pair_gradient_average,15,Replaces the first two active station gradients by their pair average to measure local spike sensitivity without changing downstream stations.,False,0.15,3.9063484888582534,936.9376850526521,26.042323259055024,3.7563484888582535,25.042323259055024,0.3,0.0,0.045,83.47441086351675,83.47441086351675,0.0,FAIL,3.9063484888582534,936.9376850526521,0.0,0.0,0.0,0.0,diagnostic_startup_pressure_gradient_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,5,wigley_iii,Fn0.4,2.0,B53,current_default,0,Current matched-BIE forward-speed pressure-gradient force matrix.,True,-0.1,6.053015447462404,2624.8906474513083,-60.53015447462404,6.153015447462404,61.530154474624034,0.3,0.0,0.03,205.10051491541347,205.10051491541347,0.0,FAIL,-0.0,-0.0,6.2559243049313,2712.882090208723,-0.20290885746889667,-87.99144275741509,diagnostic_startup_pressure_gradient_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,5,wigley_iii,Fn0.4,2.0,B53,scheme_central,1,Recomputes only the forward-speed pressure term with a central body-potential x-gradient.,False,-0.1,6.053015447462404,2624.8906474513083,-60.53015447462404,6.153015447462404,61.530154474624034,0.3,0.0,0.03,205.10051491541347,205.10051491541347,0.0,FAIL,-0.0,-0.0,6.2559243049313,2712.882090208723,-0.20290885746889667,-87.99144275741509,diagnostic_startup_pressure_gradient_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,5,wigley_iii,Fn0.4,2.0,B53,scheme_forward,2,Recomputes only the forward-speed pressure term with a forward body-potential x-gradient.,False,-0.1,12.373792302995726,5365.896051571278,-123.73792302995726,12.473792302995726,124.73792302995726,0.3,0.0,0.03,415.7930767665242,205.10051491541347,210.69256185111075,FAIL,-0.0,-0.0,12.576701160464623,5453.887494328693,-0.20290885746889667,-87.99144275741509,diagnostic_startup_pressure_gradient_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,5,wigley_iii,Fn0.4,2.0,B53,scheme_backward,3,Recomputes only the forward-speed pressure term with a backward body-potential x-gradient.,False,-0.1,3.4135011586473887,1480.2650586583336,-34.13501158647389,3.5135011586473888,35.13501158647389,0.3,0.0,0.03,117.1167052882463,205.10051491541347,-87.98380962716718,FAIL,-0.0,-0.0,3.6164100161162853,1568.2565014157487,-0.20290885746889667,-87.99144275741509,diagnostic_startup_pressure_gradient_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,5,wigley_iii,Fn0.4,2.0,B53,phase_aligned_central,4,Phase-aligns adjacent body-potential states before applying the central x-gradient; this diagnoses station-to-station phase flips without changing the BIE solution.,False,-0.1,6.073704325529478,2633.862381129485,-60.73704325529478,6.173704325529478,61.73704325529478,0.3,0.0,0.03,205.79014418431595,205.10051491541347,0.689629268902479,FAIL,-0.0,-0.0,6.276613182998376,2721.8538238869005,-0.20290885746889667,-87.99144275741509,diagnostic_startup_pressure_gradient_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,5,wigley_iii,Fn0.4,2.0,B53,phase_aligned_forward,5,Phase-aligns adjacent body-potential states before applying the forward x-gradient; this isolates one-sided start-up sensitivity from phase wrapping.,False,-0.1,12.40265864663138,5378.413943866945,-124.0265864663138,12.50265864663138,125.02658646631379,0.3,0.0,0.03,416.755288221046,205.10051491541347,211.65477330563252,FAIL,-0.0,-0.0,12.605567504100277,5466.40538662436,-0.20290885746889667,-87.99144275741509,diagnostic_startup_pressure_gradient_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,5,wigley_iii,Fn0.4,2.0,B53,phase_aligned_backward,6,Phase-aligns adjacent body-potential states before applying the backward x-gradient; this checks whether upstream differencing reduces the first active pair spike.,False,-0.1,3.4197568648966348,1482.9778461886765,-34.197568648966346,3.519756864896635,35.197568648966346,0.3,0.0,0.03,117.32522882988783,205.10051491541347,-87.77528608552564,FAIL,-0.0,-0.0,3.6226657223655314,1570.9692889460916,-0.20290885746889667,-87.99144275741509,diagnostic_startup_pressure_gradient_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,5,wigley_iii,Fn0.4,2.0,B53,mapped_fixed_y_central,7,Interpolates adjacent station body potentials to the target station's fixed physical y-coordinate before applying a central x-gradient.,False,-0.1,11.576793874420435,5020.277617361316,-115.76793874420436,11.676793874420435,116.76793874420434,0.3,0.0,0.03,389.22646248068116,205.10051491541347,184.1259475652677,FAIL,-0.0,-0.0,11.779702731889332,5108.2690601187305,-0.20290885746889667,-87.99144275741509,diagnostic_startup_pressure_gradient_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,5,wigley_iii,Fn0.4,2.0,B53,mapped_fixed_y_forward,8,Interpolates adjacent station body potentials to the target station's fixed physical y-coordinate before applying a forward x-gradient.,False,-0.1,13.054128524255491,5660.923909968002,-130.5412852425549,13.15412852425549,131.5412852425549,0.3,0.0,0.03,438.47095080851636,205.10051491541347,233.3704358931029,FAIL,-0.0,-0.0,13.257037381724386,5748.915352725417,-0.20290885746889667,-87.99144275741509,diagnostic_startup_pressure_gradient_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,5,wigley_iii,Fn0.4,2.0,B53,mapped_fixed_y_backward,9,Interpolates adjacent station body potentials to the target station's fixed physical y-coordinate before applying a backward x-gradient.,False,-0.1,11.760849832163812,5100.09349859962,-117.60849832163811,11.860849832163812,118.60849832163811,0.3,0.0,0.03,395.36166107212705,205.10051491541347,190.26114615671358,FAIL,-0.0,-0.0,11.963758689632705,5188.084941357034,-0.20290885746889667,-87.99144275741509,diagnostic_startup_pressure_gradient_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,5,wigley_iii,Fn0.4,2.0,B53,mapped_normalized_y_central,10,Interpolates adjacent station body potentials to the same normalized breadth coordinate y/(Bwl/2) before applying a central x-gradient.,False,-0.1,7.812168291654434,3387.7474232576296,-78.12168291654433,7.912168291654433,79.12168291654433,0.3,0.0,0.03,263.7389430551478,205.10051491541347,58.638428139734316,FAIL,-0.0,-0.0,8.01507714912333,3475.738866015045,-0.20290885746889667,-87.99144275741509,diagnostic_startup_pressure_gradient_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,5,wigley_iii,Fn0.4,2.0,B53,mapped_normalized_y_forward,11,Interpolates adjacent station body potentials to the same normalized breadth coordinate y/(Bwl/2) before applying a forward x-gradient.,False,-0.1,12.361747245138751,5360.6727112393055,-123.61747245138751,12.461747245138751,124.6174724513875,0.3,0.0,0.03,415.3915748379584,205.10051491541347,210.29105992254492,FAIL,-0.0,-0.0,12.564656102607648,5448.66415399672,-0.20290885746889667,-87.99144275741509,diagnostic_startup_pressure_gradient_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,5,wigley_iii,Fn0.4,2.0,B53,mapped_normalized_y_backward,12,Interpolates adjacent station body potentials to the same normalized breadth coordinate y/(Bwl/2) before applying a backward x-gradient.,False,-0.1,3.242321297743967,1406.0328978754335,-32.42321297743967,3.342321297743967,33.42321297743967,0.3,0.0,0.03,111.4107099247989,205.10051491541347,-93.68980499061458,FAIL,-0.0,-0.0,3.445230155212864,1494.0243406328486,-0.20290885746889667,-87.99144275741509,diagnostic_startup_pressure_gradient_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,5,wigley_iii,Fn0.4,2.0,B53,startup_aft_gradient_zero,13,Sets the first aft active station's body-potential x-gradient to zero while leaving all other stations unchanged.,False,-0.1,11.015129596292828,4776.711856880279,-110.15129596292829,11.115129596292828,111.15129596292827,0.3,0.0,0.03,370.5043198764276,205.10051491541347,165.40380496101412,FAIL,-0.0,-0.0,11.218038453761725,4864.703299637694,-0.20290885746889667,-87.99144275741509,diagnostic_startup_pressure_gradient_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,5,wigley_iii,Fn0.4,2.0,B53,startup_aft_gradient_copy_second,14,"Copies the second active station's x-gradient to the first aft station, treating the first station as a start-up extrapolation point.",False,-0.1,9.716690584445297,4213.643672424654,-97.16690584445297,9.816690584445297,98.16690584445297,0.3,0.0,0.03,327.22301948150994,205.10051491541347,122.12250456609647,FAIL,-0.0,-0.0,9.919599441914196,4301.63511518207,-0.20290885746889667,-87.99144275741509,diagnostic_startup_pressure_gradient_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,5,wigley_iii,Fn0.4,2.0,B53,startup_first_pair_gradient_average,15,Replaces the first two active station gradients by their pair average to measure local spike sensitivity without changing downstream stations.,False,-0.1,1.169116277141579,506.9873698965285,-11.691162771415792,1.2691162771415792,12.69116277141579,0.3,0.0,0.03,42.303875904719305,205.10051491541347,-162.79663901069415,FAIL,-0.0,-0.0,1.3720251346104757,594.9788126539436,-0.20290885746889667,-87.99144275741509,diagnostic_startup_pressure_gradient_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,6,wigley_iii,Fn0.4,1.0,A55,current_default,0,Current matched-BIE forward-speed pressure-gradient force matrix.,True,0.063,-2.763507693467663,-1988.4819608346572,-43.8652014836137,2.826507693467663,44.8652014836137,0.15,0.0,0.00945,299.10134322409135,299.1013432240912,1.7053025658242404e-13,FAIL,-0.34230151448270135,-246.30305474602778,-2.5023697219725207,-1800.5801334453274,0.0811635429875587,58.40122735669787,diagnostic_startup_pressure_gradient_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,6,wigley_iii,Fn0.4,1.0,A55,scheme_central,1,Recomputes only the forward-speed pressure term with a central body-potential x-gradient.,False,0.063,-2.763507693467663,-1988.4819608346572,-43.8652014836137,2.826507693467663,44.8652014836137,0.15,0.0,0.00945,299.10134322409135,299.1013432240912,1.7053025658242404e-13,FAIL,-0.34230151448270135,-246.30305474602778,-2.5023697219725207,-1800.5801334453274,0.0811635429875587,58.40122735669787,diagnostic_startup_pressure_gradient_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,6,wigley_iii,Fn0.4,1.0,A55,scheme_forward,2,Recomputes only the forward-speed pressure term with a forward body-potential x-gradient.,False,0.063,-5.291818435680991,-3807.727955394257,-83.99711802668239,5.354818435680991,84.99711802668239,0.15,0.0,0.00945,566.647453511216,299.1013432240912,267.5461102871248,FAIL,-0.34230151448270135,-246.30305474602778,-5.030680464185848,-3619.8261280049273,0.0811635429875587,58.40122735669787,diagnostic_startup_pressure_gradient_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,6,wigley_iii,Fn0.4,1.0,A55,scheme_backward,3,Recomputes only the forward-speed pressure term with a backward body-potential x-gradient.,False,0.063,-1.707701977941658,-1228.7769582279202,-27.106380602248542,1.770701977941658,28.10638060224854,0.15,0.0,0.00945,187.37587068165692,299.1013432240912,-111.72547254243426,FAIL,-0.34230151448270135,-246.30305474602778,-1.4465640064465153,-1040.8751308385902,0.0811635429875587,58.40122735669787,diagnostic_startup_pressure_gradient_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,6,wigley_iii,Fn0.4,1.0,A55,phase_aligned_central,4,Phase-aligns adjacent body-potential states before applying the central x-gradient; this diagnoses station-to-station phase flips without changing the BIE solution.,False,0.063,-2.7012335690962153,-1943.672614643182,-42.876723318987544,2.7642335690962154,43.876723318987544,0.15,0.0,0.00945,292.5114887932503,299.1013432240912,-6.589854430840887,FAIL,-0.34230151448270135,-246.30305474602778,-2.4400955976010725,-1755.770787253852,0.0811635429875587,58.40122735669787,diagnostic_startup_pressure_gradient_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,6,wigley_iii,Fn0.4,1.0,A55,phase_aligned_forward,5,Phase-aligns adjacent body-potential states before applying the forward x-gradient; this isolates one-sided start-up sensitivity from phase wrapping.,False,0.063,-5.237257135499344,-3768.468371848553,-83.13106564284672,5.3002571354993435,84.13106564284672,0.15,0.0,0.00945,560.8737709523115,299.1013432240912,261.7724277282203,FAIL,-0.34230151448270135,-246.30305474602778,-4.976119164004201,-3580.566544459223,0.0811635429875587,58.40122735669787,diagnostic_startup_pressure_gradient_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,6,wigley_iii,Fn0.4,1.0,A55,phase_aligned_backward,6,Phase-aligns adjacent body-potential states before applying the backward x-gradient; this checks whether upstream differencing reduces the first active pair spike.,False,0.063,-1.6377313516722296,-1178.429594095753,-25.99573574082904,1.7007313516722296,26.99573574082904,0.15,0.0,0.00945,179.97157160552695,299.1013432240912,-119.12977161856423,FAIL,-0.34230151448270135,-246.30305474602778,-1.376593380177087,-990.5277667064231,0.0811635429875587,58.40122735669787,diagnostic_startup_pressure_gradient_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,6,wigley_iii,Fn0.4,1.0,A55,mapped_fixed_y_central,7,Interpolates adjacent station body potentials to the target station's fixed physical y-coordinate before applying a central x-gradient.,False,0.063,-4.973019064250872,-3578.3358676817156,-78.93681054366465,5.036019064250872,79.93681054366463,0.15,0.0,0.00945,532.9120702910975,299.1013432240912,233.81072706700633,FAIL,-0.34230151448270135,-246.30305474602778,-4.711881092755729,-3390.4340402923854,0.0811635429875587,58.40122735669787,diagnostic_startup_pressure_gradient_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,6,wigley_iii,Fn0.4,1.0,A55,mapped_fixed_y_forward,8,Interpolates adjacent station body potentials to the target station's fixed physical y-coordinate before applying a forward x-gradient.,False,0.063,-5.563952924184899,-4003.5423265972445,-88.31671308229998,5.626952924184899,89.31671308229997,0.15,0.0,0.00945,595.4447538819999,299.1013432240912,296.3434106579087,FAIL,-0.34230151448270135,-246.30305474602778,-5.302814952689756,-3815.640499207914,0.0811635429875587,58.40122735669787,diagnostic_startup_pressure_gradient_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,6,wigley_iii,Fn0.4,1.0,A55,mapped_fixed_y_backward,9,Interpolates adjacent station body potentials to the target station's fixed physical y-coordinate before applying a backward x-gradient.,False,0.063,-5.046641447348227,-3631.310853439417,-80.10541979917821,5.109641447348227,81.10541979917821,0.15,0.0,0.00945,540.702798661188,299.1013432240912,241.60145543709683,FAIL,-0.34230151448270135,-246.30305474602778,-4.785503475853084,-3443.409026050087,0.0811635429875587,58.40122735669787,diagnostic_startup_pressure_gradient_candidate_not_hard_gate
