benchmark,source_row,hull,speed_case,omega_e_sqrt_l_over_g,coefficient,candidate_name,candidate_order,candidate_description,candidate_is_current_default,time_derivative_pressure_scale,forward_speed_pressure_gradient_scale,stokes_body_forward_speed_scale,end_contour_scale,reference_value,computed_value,raw_computed_value,raw_to_reference_raw_ratio,abs_error,rel_error,tolerance,near_zero_abs_tolerance,effective_abs_tolerance,gate_error_ratio,current_default_gate_error_ratio,gate_ratio_delta_vs_current,candidate_gate_status,time_derivative_component_value,forward_speed_pressure_gradient_component_value,stokes_body_forward_speed_component_value,end_contour_component_value,time_derivative_component_raw,forward_speed_pressure_gradient_component_raw,stokes_body_forward_speed_component_raw,end_contour_component_raw,time_derivative_contribution_value,forward_speed_pressure_gradient_contribution_value,stokes_body_forward_speed_contribution_value,end_contour_contribution_value,candidate_time_derivative_contribution_value,candidate_forward_speed_pressure_gradient_contribution_value,candidate_stokes_body_forward_speed_contribution_value,candidate_end_contour_contribution_value,candidate_time_derivative_contribution_raw,candidate_forward_speed_pressure_gradient_contribution_raw,candidate_stokes_body_forward_speed_contribution_raw,candidate_end_contour_contribution_raw,current_force_closure_residual_value,provider_route,provider_formulation,gate_role
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,1.0,A33,current_default,0,Current default coefficient chain: Eq.30 time pressure + Eq.30 forward-speed pressure-gradient + Eq.32 end contour.,True,1.0,1.0,0.0,1.0,1.0,16.394477563243775,1310.73848118134,16.394477563243775,15.394477563243775,15.394477563243775,0.15,0.0,0.15,102.62985042162518,102.62985042162518,0.0,FAIL,16.394477563243775,0.0,0.0,0.0,1310.73848118134,0.0,0.0,0.0,16.394477563243775,0.0,0.0,0.0,16.394477563243775,0.0,0.0,0.0,1310.73848118134,0.0,0.0,0.0,0.0,matched_bie_station_sweep,matched_bie,diagnostic_eq30_pressure_balance_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,1.0,A33,time_only_no_gradient_no_end,1,Keeps only the Eq.30 time-derivative pressure term; diagnostic for pure radiation inertia/damping contribution.,False,1.0,0.0,0.0,0.0,1.0,16.394477563243775,1310.73848118134,16.394477563243775,15.394477563243775,15.394477563243775,0.15,0.0,0.15,102.62985042162518,102.62985042162518,0.0,FAIL,16.394477563243775,0.0,0.0,0.0,1310.73848118134,0.0,0.0,0.0,16.394477563243775,0.0,0.0,0.0,16.394477563243775,0.0,0.0,0.0,1310.73848118134,0.0,0.0,0.0,0.0,matched_bie_station_sweep,matched_bie,diagnostic_eq30_pressure_balance_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,1.0,A33,time_plus_gradient_no_end,2,Keeps the full Eq.30 body-pressure result but removes the Eq.32 end-contour term.,False,1.0,1.0,0.0,0.0,1.0,16.394477563243775,1310.73848118134,16.394477563243775,15.394477563243775,15.394477563243775,0.15,0.0,0.15,102.62985042162518,102.62985042162518,0.0,FAIL,16.394477563243775,0.0,0.0,0.0,1310.73848118134,0.0,0.0,0.0,16.394477563243775,0.0,0.0,0.0,16.394477563243775,0.0,0.0,0.0,1310.73848118134,0.0,0.0,0.0,0.0,matched_bie_station_sweep,matched_bie,diagnostic_eq30_pressure_balance_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,1.0,A33,gradient_removed_keep_time_end,3,Suppresses only the Eq.30 forward-speed pressure-gradient term while retaining time pressure and end contour.,False,1.0,0.0,0.0,1.0,1.0,16.394477563243775,1310.73848118134,16.394477563243775,15.394477563243775,15.394477563243775,0.15,0.0,0.15,102.62985042162518,102.62985042162518,0.0,FAIL,16.394477563243775,0.0,0.0,0.0,1310.73848118134,0.0,0.0,0.0,16.394477563243775,0.0,0.0,0.0,16.394477563243775,0.0,0.0,0.0,1310.73848118134,0.0,0.0,0.0,0.0,matched_bie_station_sweep,matched_bie,diagnostic_eq30_pressure_balance_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,1.0,A33,gradient_flipped_keep_time_end,4,Reverses only the Eq.30 forward-speed pressure-gradient sign; diagnostic for x-gradient sign convention.,False,1.0,-1.0,0.0,1.0,1.0,16.394477563243775,1310.73848118134,16.394477563243775,15.394477563243775,15.394477563243775,0.15,0.0,0.15,102.62985042162518,102.62985042162518,0.0,FAIL,16.394477563243775,0.0,0.0,0.0,1310.73848118134,0.0,0.0,0.0,16.394477563243775,-0.0,0.0,0.0,16.394477563243775,-0.0,0.0,0.0,1310.73848118134,-0.0,0.0,0.0,0.0,matched_bie_station_sweep,matched_bie,diagnostic_eq30_pressure_balance_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,1.0,A33,gradient_half_keep_time_end,5,Halves only the Eq.30 forward-speed pressure-gradient term; diagnostic for gradient over-scaling.,False,1.0,0.5,0.0,1.0,1.0,16.394477563243775,1310.73848118134,16.394477563243775,15.394477563243775,15.394477563243775,0.15,0.0,0.15,102.62985042162518,102.62985042162518,0.0,FAIL,16.394477563243775,0.0,0.0,0.0,1310.73848118134,0.0,0.0,0.0,16.394477563243775,0.0,0.0,0.0,16.394477563243775,0.0,0.0,0.0,1310.73848118134,0.0,0.0,0.0,0.0,matched_bie_station_sweep,matched_bie,diagnostic_eq30_pressure_balance_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,1.0,A33,gradient_double_keep_time_end,6,Doubles only the Eq.30 forward-speed pressure-gradient term; diagnostic for gradient under-scaling.,False,1.0,2.0,0.0,1.0,1.0,16.394477563243775,1310.73848118134,16.394477563243775,15.394477563243775,15.394477563243775,0.15,0.0,0.15,102.62985042162518,102.62985042162518,0.0,FAIL,16.394477563243775,0.0,0.0,0.0,1310.73848118134,0.0,0.0,0.0,16.394477563243775,0.0,0.0,0.0,16.394477563243775,0.0,0.0,0.0,1310.73848118134,0.0,0.0,0.0,0.0,matched_bie_station_sweep,matched_bie,diagnostic_eq30_pressure_balance_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,1.0,A33,time_removed_keep_gradient_end,7,Suppresses only the Eq.30 time-derivative pressure term while retaining pressure-gradient and end contour.,False,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.15,0.0,0.15,6.666666666666667,102.62985042162518,-95.96318375495851,FAIL,16.394477563243775,0.0,0.0,0.0,1310.73848118134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,matched_bie_station_sweep,matched_bie,diagnostic_eq30_pressure_balance_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,1.0,A33,time_flipped_keep_gradient_end,8,Reverses only the Eq.30 time-derivative pressure sign; diagnostic for harmonic time convention.,False,-1.0,1.0,0.0,1.0,1.0,-16.394477563243775,-1310.73848118134,-16.394477563243775,17.394477563243775,17.394477563243775,0.15,0.0,0.15,115.96318375495851,102.62985042162518,13.333333333333329,FAIL,16.394477563243775,0.0,0.0,0.0,1310.73848118134,0.0,0.0,0.0,-16.394477563243775,0.0,0.0,0.0,-16.394477563243775,0.0,0.0,0.0,-1310.73848118134,0.0,0.0,0.0,0.0,matched_bie_station_sweep,matched_bie,diagnostic_eq30_pressure_balance_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,1.0,A33,time_half_keep_gradient_end,9,Halves only the Eq.30 time-derivative pressure term; diagnostic for time-pressure over-scaling.,False,0.5,1.0,0.0,1.0,1.0,8.197238781621888,655.36924059067,8.197238781621888,7.197238781621888,7.197238781621888,0.15,0.0,0.15,47.981591877479254,102.62985042162518,-54.648258544145925,FAIL,16.394477563243775,0.0,0.0,0.0,1310.73848118134,0.0,0.0,0.0,8.197238781621888,0.0,0.0,0.0,8.197238781621888,0.0,0.0,0.0,655.36924059067,0.0,0.0,0.0,0.0,matched_bie_station_sweep,matched_bie,diagnostic_eq30_pressure_balance_candidate_not_hard_gate
