benchmark,candidate_name,candidate_order,use_free_surface_marching,time_step_scale,free_surface_velocity_scale,history_rhs_scale,row_count,pass_count,fail_count,pass_fraction,median_gate_error_ratio,max_gate_error_ratio,median_gate_ratio_delta_vs_current,max_gate_ratio_delta_vs_current,improved_row_count,worsened_row_count,median_heave_free_surface_potential_norm_max,median_selected_body_pressure_to_body_potential_gain_max,median_selected_forward_to_time_norm_ratio_max,max_abs_selected_pressure_gradient_component_value,candidate_gate_status,gate_role,path_diagnostic_status
ma2005_wigley_iii_coefficients,free_surface_marching_disabled,1,False,1.0,1.0,1.0,8,2,6,0.25,3.3528452437994085,11.53608234135179,-93.99079742207013,-80.14107355658079,8,0,0.0,103321.15608219127,32.396759966133075,0.2334589412068301,FAIL,diagnostic_free_surface_marching_candidate_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,free_surface_velocity_zero,2,True,1.0,0.0,1.0,8,2,6,0.25,3.3528452437994085,11.53608234135179,-93.99079742207013,-80.14107355658079,8,0,0.0,103321.15608219127,32.396759966133075,0.2334589412068301,FAIL,diagnostic_free_surface_marching_candidate_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,free_surface_time_step_quarter,5,True,0.25,1.0,1.0,8,2,6,0.25,6.600281888143479,18.556997432635704,-94.16404461107211,-79.5822861117718,8,0,1.8542532429697185,103258.62915170027,32.37735252226607,2.2741470960677406,FAIL,diagnostic_free_surface_marching_candidate_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,free_surface_time_step_half,4,True,0.5,1.0,1.0,8,0,8,0.0,29.59959210748176,79.92731807966042,-73.39241032814093,-62.382090908648685,8,0,7.086250939696762,103096.89337967841,32.32726084897793,8.733374011741125,FAIL,diagnostic_free_surface_marching_candidate_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,free_surface_velocity_half,3,True,1.0,0.5,1.0,8,0,8,0.0,52.9567868252995,160.42340198866444,-47.99410465447504,-39.71849679934187,8,0,13.602664048387847,102886.86003428347,32.262235390639034,17.034382693094262,FAIL,diagnostic_free_surface_marching_candidate_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,outer_history_rhs_disabled,7,True,1.0,1.0,0.0,8,0,8,0.0,99.27521916869813,297.80291181522495,-0.2732491866763951,0.29187614208024115,6,2,25.826190410206415,102451.59686582888,32.12739212045983,31.678516724650265,FAIL,diagnostic_free_surface_marching_candidate_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,current_marching,0,True,1.0,1.0,1.0,8,0,8,0.0,99.23737886790161,299.1013432240912,0.0,0.0,0,0,25.90347984209754,102459.57454717396,32.12990233524815,31.774452682370107,FAIL,diagnostic_free_surface_marching_candidate_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,free_surface_velocity_flipped,6,True,1.0,-1.0,1.0,8,0,8,0.0,34818.90251910615,133335.5246041321,34706.71463337654,133036.42326090802,0,8,57244.298405594294,104210.89947446885,32.67242207904586,6338.145552809851,FAIL,diagnostic_free_surface_marching_candidate_not_hard_gate,INFO
