benchmark,source_row,coefficient,candidate_name,candidate_source_column,candidate_description,reference_value,candidate_value,abs_error,rel_error,tolerance,gate_error_ratio,status
ma2005_wigley_iii_coefficients,5,B53,time_derivative_flipped_keep_gradient_end,matched_pressure_sign_candidate_time_derivative_flipped_keep_gradient_end_value,Flip only Eq. (30) time-derivative pressure contribution; keep pressure-gradient and end term unchanged.,-0.1,6.053015447462404,6.153015447462404,61.530154474624034,0.3,205.10051491541347,FAIL
ma2005_wigley_iii_coefficients,5,B53,pressure_gradient_flipped_keep_time_end,matched_pressure_sign_candidate_pressure_gradient_flipped_keep_time_end_value,Flip only Eq. (30) forward-speed pressure-gradient contribution; keep time pressure and end term unchanged.,-0.1,-6.458833162400198,6.358833162400198,63.588331624001974,0.3,211.96110541333994,FAIL
ma2005_wigley_iii_coefficients,5,B53,body_pressure_flipped_keep_end,matched_pressure_sign_candidate_body_pressure_flipped_keep_end_value,Flip the full Eq. (30) body-pressure contribution; keep Eq. (32) end term unchanged.,-0.1,-6.458833162400198,6.358833162400198,63.588331624001974,0.3,211.96110541333994,FAIL
ma2005_wigley_iii_coefficients,5,B53,body_pressure_and_end_flipped,matched_pressure_sign_candidate_body_pressure_and_end_flipped_value,Flip Eq. (30) body pressure and the currently assembled end term together.,-0.1,-6.053015447462404,5.953015447462405,59.53015447462404,0.3,198.43384824874684,FAIL
ma2005_wigley_iii_coefficients,5,B53,all_terms_flipped,matched_pressure_sign_candidate_all_terms_flipped_value,"Flip Eq. (30), Stokes body forward-speed diagnostic term, and end term together.",-0.1,0.5047755778351078,0.6047755778351078,6.047755778351078,0.3,20.15918592783693,FAIL
ma2005_wigley_iii_coefficients,6,A55,current_default,computed_value,Current production matched-BIE pressure chain: time derivative + pressure gradient + end term.,0.063,-2.7635076934676617,2.826507693467662,44.86520148361368,0.15,299.1013432240912,FAIL
ma2005_wigley_iii_coefficients,6,A55,time_derivative_flipped_keep_gradient_end,matched_pressure_sign_candidate_time_derivative_flipped_keep_gradient_end_value,Flip only Eq. (30) time-derivative pressure contribution; keep pressure-gradient and end term unchanged.,0.063,-2.078904664502261,2.141904664502261,33.99848673813113,0.15,226.65657825420752,FAIL
ma2005_wigley_iii_coefficients,6,A55,pressure_gradient_flipped_keep_time_end,matched_pressure_sign_candidate_pressure_gradient_flipped_keep_time_end_value,Flip only Eq. (30) forward-speed pressure-gradient contribution; keep time pressure and end term unchanged.,0.063,2.241231750477378,2.178231750477378,34.57510715043457,0.15,230.50071433623046,FAIL
ma2005_wigley_iii_coefficients,6,A55,body_pressure_flipped_keep_end,matched_pressure_sign_candidate_body_pressure_flipped_keep_end_value,Flip the full Eq. (30) body-pressure contribution; keep Eq. (32) end term unchanged.,0.063,2.9258347794427806,2.8628347794427804,45.44182189591715,0.15,302.94547930611435,FAIL
ma2005_wigley_iii_coefficients,6,A55,body_pressure_and_end_flipped,matched_pressure_sign_candidate_body_pressure_and_end_flipped_value,Flip Eq. (30) body pressure and the currently assembled end term together.,0.063,2.763507693467663,2.700507693467663,42.865201483613696,0.15,285.768009890758,FAIL
ma2005_wigley_iii_coefficients,6,A55,all_terms_flipped,matched_pressure_sign_candidate_all_terms_flipped_value,"Flip Eq. (30), Stokes body forward-speed diagnostic term, and end term together.",0.063,0.1403912833486588,0.0773912833486588,1.22843306902633,0.15,8.189553793508868,FAIL
ma2005_wigley_iii_coefficients,7,B55,current_default,computed_value,Current production matched-BIE pressure chain: time derivative + pressure gradient + end term.,0.09,1.3097539554180513,1.2197539554180512,13.552821726867236,0.15,90.35214484578157,FAIL
ma2005_wigley_iii_coefficients,7,B55,time_derivative_flipped_keep_gradient_end,matched_pressure_sign_candidate_time_derivative_flipped_keep_gradient_end_value,Flip only Eq. (30) time-derivative pressure contribution; keep pressure-gradient and end term unchanged.,0.09,-1.815324835668552,1.9053248356685522,21.170275951872803,0.15,141.13517301248535,FAIL
ma2005_wigley_iii_coefficients,7,B55,pressure_gradient_flipped_keep_time_end,matched_pressure_sign_candidate_pressure_gradient_flipped_keep_time_end_value,Flip only Eq. (30) forward-speed pressure-gradient contribution; keep time pressure and end term unchanged.,0.09,1.8262947535773708,1.7362947535773707,19.292163928637454,0.15,128.61442619091636,FAIL
ma2005_wigley_iii_coefficients,7,B55,body_pressure_flipped_keep_end,matched_pressure_sign_candidate_body_pressure_flipped_keep_end_value,Flip the full Eq. (30) body-pressure contribution; keep Eq. (32) end term unchanged.,0.09,-1.298784037509232,1.3887840375092322,15.43093375010258,0.15,102.87289166735053,FAIL
ma2005_wigley_iii_coefficients,7,B55,body_pressure_and_end_flipped,matched_pressure_sign_candidate_body_pressure_and_end_flipped_value,Flip Eq. (30) body pressure and the currently assembled end term together.,0.09,-1.309753955418051,1.3997539554180511,15.552821726867235,0.15,103.6854781791149,FAIL
ma2005_wigley_iii_coefficients,7,B55,all_terms_flipped,matched_pressure_sign_candidate_all_terms_flipped_value,"Flip Eq. (30), Stokes body forward-speed diagnostic term, and end term together.",0.09,-2.2453550582536344,2.335355058253634,25.948389536151492,0.15,172.98926357434328,FAIL
