benchmark,source_row,hull,speed_case,omega_e_sqrt_l_over_g,coefficient,candidate_name,candidate_order,candidate_description,candidate_is_current_default,candidate_recomputed_matched_bie,use_free_surface_marching,time_step_scale,free_surface_velocity_scale,history_rhs_scale,reference_value,computed_value,raw_computed_value,raw_to_reference_raw_ratio,abs_error,rel_error,tolerance,near_zero_abs_tolerance,effective_abs_tolerance,gate_error_ratio,current_default_gate_error_ratio,gate_ratio_delta_vs_current,error_metric,candidate_gate_status,matched_heave_free_surface_potential_norm_max,matched_pitch_free_surface_potential_norm_max,matched_heave_inner_free_surface_normal_derivative_norm_max,matched_pitch_inner_free_surface_normal_derivative_norm_max,matched_selected_body_pressure_to_body_potential_gain_max,matched_selected_body_pressure_forward_to_time_norm_ratio_max,matched_selected_pressure_gradient_component_value,provider_route,provider_formulation,gate_role
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,1.0,A33,current_marching,0,Current default: station-to-station inner free-surface state marching is active with unit velocity and unit outer-control history RHS.,True,False,True,1.0,1.0,1.0,1.0,16.394477563243775,1310.73848118134,16.394477563243775,15.394477563243775,15.394477563243775,0.15,0.0,0.15,102.62985042162518,102.62985042162518,0.0,relative,FAIL,14.801988481198595,18.16103398142626,153.1375010836039,188.57999262945168,103229.10728071503,55.694024401994064,0.0,matched_bie_station_sweep,matched_bie,diagnostic_free_surface_marching_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,1.0,A33,free_surface_marching_disabled,1,Sets the prescribed inner free-surface potential/elevation to zero at each station while keeping the matched control-surface history chain active.,False,True,False,1.0,1.0,1.0,1.0,0.8817608140610868,70.49677708418389,0.8817608140610868,0.11823918593891325,0.11823918593891325,0.15,0.0,0.15,0.7882612395927551,102.62985042162518,-101.84158918203242,relative,PASS,0.0,0.0,2.8595274422591306,3.4953582799139626,104119.0856071051,56.17433840835891,0.0,matched_bie_station_sweep,matched_bie,diagnostic_free_surface_marching_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,1.0,A33,free_surface_velocity_zero,2,Keeps the marching machinery active but suppresses the BIE-derived inner free-surface normal derivative before the Eq.19-Eq.22 free-surface update.,False,True,True,1.0,0.0,1.0,1.0,0.8817608140610868,70.49677708418389,0.8817608140610868,0.11823918593891325,0.11823918593891325,0.15,0.0,0.15,0.7882612395927551,102.62985042162518,-101.84158918203242,relative,PASS,0.0,0.0,2.8595274422591306,3.4953582799139626,104119.0856071051,56.17433840835891,0.0,matched_bie_station_sweep,matched_bie,diagnostic_free_surface_marching_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,1.0,A33,free_surface_velocity_half,3,Halves the BIE-derived inner free-surface normal derivative before the station-to-station update; diagnostic for state-amplification scale.,False,True,True,1.0,0.5,1.0,1.0,9.233311612545934,738.2032634230475,9.233311612545934,8.233311612545934,8.233311612545934,0.15,0.0,0.15,54.888744083639565,102.62985042162518,-47.74110633798561,relative,FAIL,7.7729508847930555,9.573296269563041,82.05585061034643,100.92863901821572,103670.54303115465,55.932263822179344,0.0,matched_bie_station_sweep,matched_bie,diagnostic_free_surface_marching_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,1.0,A33,free_surface_time_step_half,4,Halves the local free-surface marching time step while keeping hull station spacing unchanged; diagnostic for A1 Section 3.3's statement that free-surface stations are twice the hull stations.,False,True,True,0.5,1.0,1.0,1.0,5.212472461150861,416.7371732690113,5.212472461150861,4.212472461150861,4.212472461150861,0.15,0.0,0.15,28.083149741005737,102.62985042162518,-74.54670068061944,relative,FAIL,4.0492862512552925,4.983658259025082,42.96661889259835,52.990959529726695,103887.68127278601,56.049451512795834,0.0,matched_bie_station_sweep,matched_bie,diagnostic_free_surface_marching_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,1.0,A33,free_surface_time_step_quarter,5,Uses a quarter local free-surface marching time step as a bounded refinement diagnostic for state-amplification sensitivity; it is not a production correction.,False,True,True,0.25,1.0,1.0,1.0,2.0134994495745895,160.97928099348843,2.0134994495745895,1.0134994495745895,1.0134994495745895,0.15,0.0,0.15,6.7566629971639305,102.62985042162518,-95.87318742446125,relative,FAIL,1.0595732816969818,1.307939534875425,10.50435980796021,12.968777667361358,104054.76447301784,56.13962486364267,0.0,matched_bie_station_sweep,matched_bie,diagnostic_free_surface_marching_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,1.0,A33,free_surface_velocity_flipped,6,Flips only the BIE-derived inner free-surface normal derivative used by the free-surface marching update; diagnostic for free-surface vertical-velocity sign.,False,True,True,1.0,-1.0,1.0,1.0,-1076.9780359147965,-86104.39397138798,-1076.9780359147965,1077.9780359147965,1077.9780359147965,0.15,0.0,0.15,7186.520239431977,102.62985042162518,7083.890389010352,relative,FAIL,32711.02766033919,48551.74230886869,635314.186429988,944070.4415464783,105037.6059102856,56.67005492155154,0.0,matched_bie_station_sweep,matched_bie,diagnostic_free_surface_marching_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,1.0,A33,outer_history_rhs_disabled,7,Keeps inner free-surface marching active but suppresses the transient outer-control history RHS; diagnostic for separating local free-surface propagation from history convolution.,False,True,True,1.0,1.0,0.0,1.0,16.362048232170693,1308.1457561620468,16.362048232170693,15.362048232170693,15.362048232170693,0.15,0.0,0.15,102.41365488113796,102.62985042162518,-0.21619554048722023,relative,FAIL,14.757823091546522,18.10217533144733,152.76812721546708,188.08116499141525,103221.12181016001,55.68971470301165,0.0,matched_bie_station_sweep,matched_bie,diagnostic_free_surface_marching_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,1,wigley_iii,Fn0.4,2.0,B33,current_marching,0,Current default: station-to-station inner free-surface state marching is active with unit velocity and unit outer-control history RHS.,True,False,True,1.0,1.0,1.0,2.1,31.34727614033032,4531.249626901362,14.927274352538246,29.247276140330317,13.927274352538246,0.15,0.0,0.315,92.84849568358831,92.84849568358831,0.0,relative,FAIL,29.60397696239719,19.307654775987746,306.2750021672078,202.33864527512083,103278.99932527242,27.847012200997032,31.774452682370107,matched_bie_station_sweep,matched_bie,diagnostic_free_surface_marching_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,1,wigley_iii,Fn0.4,2.0,B33,free_surface_marching_disabled,1,Sets the prescribed inner free-surface potential/elevation to zero at each station while keeping the matched control-surface history chain active.,False,True,False,1.0,1.0,1.0,2.1,-0.013174356766349494,-1.9043536323522345,-0.0062735032220711875,2.1131743567663497,1.0062735032220713,0.15,0.0,0.315,6.7084900214804755,92.84849568358831,-86.14000566210784,relative,FAIL,0.0,0.0,5.719054884518261,4.586230828702059,104168.55139299926,28.087169204179457,-3.6502789776073475e-06,matched_bie_station_sweep,matched_bie,diagnostic_free_surface_marching_candidate_not_hard_gate
