benchmark,source_row,hull,speed_case,omega_e_sqrt_l_over_g,coefficient,candidate_name,candidate_order,candidate_description,candidate_is_current_default,candidate_recomputed_matched_bie,free_surface_time_direction_sign,free_surface_dynamic_gravity_sign,free_surface_potential_elevation_level,reference_value,computed_value,raw_computed_value,raw_to_reference_raw_ratio,abs_error,rel_error,tolerance,near_zero_abs_tolerance,effective_abs_tolerance,gate_error_ratio,current_default_gate_error_ratio,gate_ratio_delta_vs_current,error_metric,candidate_gate_status,matched_heave_free_surface_potential_norm_max,matched_pitch_free_surface_potential_norm_max,matched_heave_free_surface_potential_increment_to_normal_derivative_gain_max,matched_heave_free_surface_potential_increment_normal_derivative_phase_deg_median,matched_selected_body_pressure_to_body_potential_gain_max,matched_selected_body_pressure_forward_to_time_norm_ratio_max,matched_selected_pressure_gradient_component_value,provider_route,provider_formulation,gate_role
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,1.0,A33,current_eq19_22,0,Current Eq.19-Eq.22 staggered update: positive local-time step and -g*eta_updated dynamic condition.,True,False,1.0,-1.0,updated,1.0,16.394477563243775,1310.73848118134,16.394477563243775,15.394477563243775,15.394477563243775,0.15,0.0,0.15,102.62985042162518,102.62985042162518,0.0,relative,FAIL,14.801988481198595,18.16103398142626,0.24730501705899274,180.0,103229.10728071503,55.694024401994064,0.0,matched_bie_station_sweep,matched_bie,diagnostic_free_surface_update_formula_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,1.0,A33,reverse_local_time,1,Uses a negative local-time increment in both kinematic and dynamic updates; diagnostic for station-order time mapping.,False,True,-1.0,-1.0,updated,1.0,16.394477563243775,1310.73848118134,16.394477563243775,15.394477563243775,15.394477563243775,0.15,0.0,0.15,102.62985042162518,102.62985042162518,0.0,relative,FAIL,14.801988481198595,18.16103398142626,0.24730501705899274,180.0,103229.10728071503,55.694024401994064,0.0,matched_bie_station_sweep,matched_bie,diagnostic_free_surface_update_formula_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,1.0,A33,dynamic_gravity_sign_flipped,2,Flips only the free-surface dynamic condition sign from -g*eta to +g*eta.,False,True,1.0,1.0,updated,1.0,-1076.9780359147965,-86104.39397138798,-1076.9780359147965,1077.9780359147965,1077.9780359147965,0.15,0.0,0.15,7186.520239431977,102.62985042162518,7083.890389010352,relative,FAIL,32711.02766033919,48551.74230886869,0.06456397172796195,0.0,105037.6059102856,56.67005492155154,0.0,matched_bie_station_sweep,matched_bie,diagnostic_free_surface_update_formula_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,1.0,A33,potential_uses_previous_elevation,3,Updates phi with the previous half-step elevation instead of the newly updated half-step elevation.,False,True,1.0,-1.0,previous,1.0,15.401022954685095,1231.3117852270734,15.401022954685095,14.401022954685095,14.401022954685095,0.15,0.0,0.15,96.00681969790064,102.62985042162518,-6.62303072372454,relative,FAIL,15.333798500027449,18.845885349673722,0.16894070134687972,180.0,103876.17595254364,56.043242189771064,0.0,matched_bie_station_sweep,matched_bie,diagnostic_free_surface_update_formula_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,1.0,A33,potential_uses_average_elevation,4,Updates phi with the average of previous and updated half-step elevations.,False,True,1.0,-1.0,average,1.0,15.925185315911529,1273.2185660071268,15.925185315911529,14.925185315911529,14.925185315911529,0.15,0.0,0.15,99.5012354394102,102.62985042162518,-3.128614982214984,relative,FAIL,14.944073123933142,18.329558270596827,0.21982202213851387,180.0,103549.55994576219,55.866970230143814,0.0,matched_bie_station_sweep,matched_bie,diagnostic_free_surface_update_formula_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,1.0,A33,reverse_time_and_dynamic_sign,5,"Uses reverse local time and flips the dynamic sign, separating dt direction from the sign of the pressure-potential update.",False,True,-1.0,1.0,updated,1.0,-1076.9780359147965,-86104.39397138798,-1076.9780359147965,1077.9780359147965,1077.9780359147965,0.15,0.0,0.15,7186.520239431977,102.62985042162518,7083.890389010352,relative,FAIL,32711.02766033919,48551.74230886869,0.06456397172796195,0.0,105037.6059102856,56.67005492155154,0.0,matched_bie_station_sweep,matched_bie,diagnostic_free_surface_update_formula_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,1,wigley_iii,Fn0.4,2.0,B33,current_eq19_22,0,Current Eq.19-Eq.22 staggered update: positive local-time step and -g*eta_updated dynamic condition.,True,False,1.0,-1.0,updated,2.1,31.34727614033032,4531.249626901362,14.927274352538246,29.247276140330317,13.927274352538246,0.15,0.0,0.315,92.84849568358831,92.84849568358831,0.0,relative,FAIL,29.60397696239719,19.307654775987746,0.24730501705899274,180.0,103278.99932527242,27.847012200997032,31.774452682370107,matched_bie_station_sweep,matched_bie,diagnostic_free_surface_update_formula_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,1,wigley_iii,Fn0.4,2.0,B33,reverse_local_time,1,Uses a negative local-time increment in both kinematic and dynamic updates; diagnostic for station-order time mapping.,False,True,-1.0,-1.0,updated,2.1,31.34727614033032,4531.249626901362,14.927274352538246,29.247276140330317,13.927274352538246,0.15,0.0,0.315,92.84849568358831,92.84849568358831,0.0,relative,FAIL,29.60397696239719,19.307654775987746,0.24730501705899274,180.0,103278.99932527242,27.847012200997032,31.774452682370107,matched_bie_station_sweep,matched_bie,diagnostic_free_surface_update_formula_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,1,wigley_iii,Fn0.4,2.0,B33,dynamic_gravity_sign_flipped,2,Flips only the free-surface dynamic condition sign from -g*eta to +g*eta.,False,True,1.0,1.0,updated,2.1,-7413.782399519791,-1071662.4494378779,-3530.3725711999004,7415.882399519792,3531.372571199901,0.15,0.0,0.315,23542.48380799934,92.84849568358831,23449.63531231575,relative,FAIL,65422.05532067838,69329.91978023977,0.06456397172796195,0.0,105086.63933640998,28.33502746077577,-6338.145552809851,matched_bie_station_sweep,matched_bie,diagnostic_free_surface_update_formula_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,1,wigley_iii,Fn0.4,2.0,B33,potential_uses_previous_elevation,3,Updates phi with the previous half-step elevation instead of the newly updated half-step elevation.,False,True,1.0,-1.0,previous,2.1,30.40201133273474,4394.611573005834,14.477148253683207,28.30201133273474,13.47714825368321,0.15,0.0,0.315,89.84765502455473,92.84849568358831,-3.000840659033585,relative,FAIL,30.667597000054897,20.12282167673779,0.16894070134687972,180.0,103925.75735677873,28.021621094885532,30.678296421890927,matched_bie_station_sweep,matched_bie,diagnostic_free_surface_update_formula_candidate_not_hard_gate
