benchmark,source_row,hull,speed_case,omega_e_sqrt_l_over_g,coefficient,candidate_name,candidate_order,candidate_description,candidate_is_current_default,candidate_affects_pitch_radiation_column,candidate_recomputed_matched_bie,pitch_oscillation_scale,pitch_forward_speed_scale,reference_value,computed_value,raw_computed_value,raw_to_reference_raw_ratio,abs_error,rel_error,tolerance,near_zero_abs_tolerance,effective_abs_tolerance,gate_error_ratio,current_default_gate_error_ratio,gate_ratio_delta_vs_current,error_metric,candidate_gate_status,matched_pitch_oscillation_scale,matched_pitch_forward_speed_scale,provider_route,provider_formulation,gate_role
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,1.0,A33,current_combined,0,"Current default pitch radiation body condition, using both the oscillatory i*omega*N5 term and the forward-speed U*m5 term.",True,False,False,1.0,1.0,1.0,16.394477563243775,1310.73848118134,16.394477563243775,15.394477563243775,15.394477563243775,0.15,0.0,0.15,102.62985042162518,102.62985042162518,0.0,relative,FAIL,1.0,1.0,matched_bie_station_sweep,matched_bie,diagnostic_pitch_body_condition_split_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,1.0,A33,pitch_oscillation_only,1,Solves the pitch-radiation column with the oscillatory i*omega*N5 body condition only; the forward-speed U*m5 channel is suppressed before the matched-BIE solve.,False,False,False,1.0,0.0,1.0,16.394477563243775,1310.73848118134,16.394477563243775,15.394477563243775,15.394477563243775,0.15,0.0,0.15,102.62985042162518,102.62985042162518,0.0,relative,FAIL,1.0,1.0,matched_bie_station_sweep,matched_bie,diagnostic_pitch_body_condition_split_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,1.0,A33,pitch_forward_only,2,Solves the pitch-radiation column with only the forward-speed U*m5 body-condition channel; the oscillatory i*omega*N5 channel is suppressed before the matched-BIE solve.,False,False,False,0.0,1.0,1.0,16.394477563243775,1310.73848118134,16.394477563243775,15.394477563243775,15.394477563243775,0.15,0.0,0.15,102.62985042162518,102.62985042162518,0.0,relative,FAIL,1.0,1.0,matched_bie_station_sweep,matched_bie,diagnostic_pitch_body_condition_split_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,1.0,A33,pitch_body_condition_zero,3,"Suppresses both pitch body-condition channels; this should collapse the pitch-radiation column and acts as a numerical sanity check, not a physical model.",False,False,False,0.0,0.0,1.0,16.394477563243775,1310.73848118134,16.394477563243775,15.394477563243775,15.394477563243775,0.15,0.0,0.15,102.62985042162518,102.62985042162518,0.0,relative,FAIL,1.0,1.0,matched_bie_station_sweep,matched_bie,diagnostic_pitch_body_condition_split_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,1,wigley_iii,Fn0.4,2.0,B33,current_combined,0,"Current default pitch radiation body condition, using both the oscillatory i*omega*N5 term and the forward-speed U*m5 term.",True,False,False,1.0,1.0,2.1,31.34727614033032,4531.249626901362,14.927274352538246,29.247276140330317,13.927274352538246,0.15,0.0,0.315,92.84849568358831,92.84849568358831,0.0,relative,FAIL,1.0,1.0,matched_bie_station_sweep,matched_bie,diagnostic_pitch_body_condition_split_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,1,wigley_iii,Fn0.4,2.0,B33,pitch_oscillation_only,1,Solves the pitch-radiation column with the oscillatory i*omega*N5 body condition only; the forward-speed U*m5 channel is suppressed before the matched-BIE solve.,False,False,False,1.0,0.0,2.1,31.34727614033032,4531.249626901362,14.927274352538246,29.247276140330317,13.927274352538246,0.15,0.0,0.315,92.84849568358831,92.84849568358831,0.0,relative,FAIL,1.0,1.0,matched_bie_station_sweep,matched_bie,diagnostic_pitch_body_condition_split_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,1,wigley_iii,Fn0.4,2.0,B33,pitch_forward_only,2,Solves the pitch-radiation column with only the forward-speed U*m5 body-condition channel; the oscillatory i*omega*N5 channel is suppressed before the matched-BIE solve.,False,False,False,0.0,1.0,2.1,31.34727614033032,4531.249626901362,14.927274352538246,29.247276140330317,13.927274352538246,0.15,0.0,0.315,92.84849568358831,92.84849568358831,0.0,relative,FAIL,1.0,1.0,matched_bie_station_sweep,matched_bie,diagnostic_pitch_body_condition_split_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,1,wigley_iii,Fn0.4,2.0,B33,pitch_body_condition_zero,3,"Suppresses both pitch body-condition channels; this should collapse the pitch-radiation column and acts as a numerical sanity check, not a physical model.",False,False,False,0.0,0.0,2.1,31.34727614033032,4531.249626901362,14.927274352538246,29.247276140330317,13.927274352538246,0.15,0.0,0.315,92.84849568358831,92.84849568358831,0.0,relative,FAIL,1.0,1.0,matched_bie_station_sweep,matched_bie,diagnostic_pitch_body_condition_split_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,2,wigley_iii,Fn0.4,1.5,A35,current_combined,0,"Current default pitch radiation body condition, using both the oscillatory i*omega*N5 term and the forward-speed U*m5 term.",True,True,True,1.0,1.0,-0.2,-7.911851848703237,-1897.6576659114717,39.55925924351619,7.711851848703237,38.55925924351618,0.3,0.0,0.06,128.53086414505395,128.53086414505395,0.0,relative,FAIL,1.0,1.0,matched_bie_station_sweep,matched_bie,diagnostic_pitch_body_condition_split_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,2,wigley_iii,Fn0.4,1.5,A35,pitch_oscillation_only,1,Solves the pitch-radiation column with the oscillatory i*omega*N5 body condition only; the forward-speed U*m5 channel is suppressed before the matched-BIE solve.,False,True,True,1.0,0.0,-0.2,-2.339002757088958,-561.0098112877866,11.69501378544479,2.139002757088958,10.695013785444788,0.3,0.0,0.06,35.65004595148263,128.53086414505395,-92.88081819357132,relative,FAIL,1.0,0.0,matched_bie_station_sweep,matched_bie,diagnostic_pitch_body_condition_split_candidate_not_hard_gate
