benchmark,source_row,fit_name,fit_order,fit_description,fit_component_set,fit_rank,fit_condition_number,fit_residual_sum_squares,hull,speed_case,omega_e_sqrt_l_over_g,coefficient,reference_value,computed_value,raw_computed_value,raw_to_reference_raw_ratio,abs_error,rel_error,tolerance,near_zero_abs_tolerance,effective_abs_tolerance,gate_error_ratio,current_default_gate_error_ratio,gate_ratio_delta_vs_current,candidate_gate_status,provider_route,provider_formulation,gate_role,time_derivative_fit_scale,time_derivative_component_value,time_derivative_fit_contribution_value,pressure_gradient_fit_scale,pressure_gradient_component_value,pressure_gradient_fit_contribution_value,stokes_body_forward_fit_scale,stokes_body_forward_component_value,stokes_body_forward_fit_contribution_value,end_term_fit_scale,end_term_component_value,end_term_fit_contribution_value
ma2005_wigley_iii_coefficients,0,least_squares_time_only,0,Best-fit global scale for the Eq.30 time-derivative pressure contribution only.,time_derivative,1,,4.498884950126572,wigley_iii,Fn0.4,1.0,A33,1.0,0.9012465055966319,72.05465812245073,0.901246505596632,0.09875349440336811,0.09875349440336811,0.15,0.0,0.15,0.6583566293557874,102.62985042162518,-101.97149379226938,PASS,matched_bie_station_sweep,matched_bie,diagnostic_eq30_component_scale_fit_not_hard_gate,0.05497256634863534,16.394477563243775,0.9012465055966319,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ma2005_wigley_iii_coefficients,1,least_squares_time_only,0,Best-fit global scale for the Eq.30 time-derivative pressure contribution only.,time_derivative,1,,4.498884950126572,wigley_iii,Fn0.4,2.0,B33,2.1,0.0,0.0,0.0,2.1,1.0,0.15,0.0,0.315,6.666666666666667,92.84849568358831,-86.18182901692164,FAIL,matched_bie_station_sweep,matched_bie,diagnostic_eq30_component_scale_fit_not_hard_gate,0.05497256634863534,-0.0,-0.0,0.0,31.774452682370107,0.0,0.0,-0.0,-0.0,0.0,-0.4271765420397827,-0.0
ma2005_wigley_iii_coefficients,2,least_squares_time_only,0,Best-fit global scale for the Eq.30 time-derivative pressure contribution only.,time_derivative,1,,4.498884950126572,wigley_iii,Fn0.4,1.5,A35,-0.2,-0.12858098425371375,-30.840149073253244,0.6429049212685687,0.07141901574628626,0.35709507873143126,0.3,0.0,0.06,1.190316929104771,128.53086414505395,-127.34054721594919,FAIL,matched_bie_station_sweep,matched_bie,diagnostic_eq30_component_scale_fit_not_hard_gate,0.05497256634863534,-2.339002757088958,-0.12858098425371375,0.0,-5.648791587976908,-0.0,0.0,0.0,0.0,0.0,0.075942496362628,0.0
ma2005_wigley_iii_coefficients,3,least_squares_time_only,0,Best-fit global scale for the Eq.30 time-derivative pressure contribution only.,time_derivative,1,,4.498884950126572,wigley_iii,Fn0.4,2.5,B35,0.13,0.3604986022386527,156.33024855937083,2.7730661710665596,0.2304986022386527,1.7730661710665592,0.3,0.0,0.039,5.910220570221864,95.84490731417804,-89.93468674395618,FAIL,matched_bie_station_sweep,matched_bie,diagnostic_eq30_component_scale_fit_not_hard_gate,0.05497256634863534,6.557791025297509,0.3604986022386527,0.0,-2.70138692205385,-0.0,0.0,-0.0,-0.0,0.0,0.011547282009283129,0.0
ma2005_wigley_iii_coefficients,4,least_squares_time_only,0,Best-fit global scale for the Eq.30 time-derivative pressure contribution only.,time_derivative,1,,4.498884950126572,wigley_iii,Fn0.4,2.0,A53,0.15,0.21474200148465175,51.50586905609372,1.4316133432310116,0.06474200148465176,0.43161334323101175,0.3,0.0,0.045,1.4387111441033724,83.47441086351675,-82.03569971941337,FAIL,matched_bie_station_sweep,matched_bie,diagnostic_eq30_component_scale_fit_not_hard_gate,0.05497256634863534,3.9063484888582534,0.21474200148465175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ma2005_wigley_iii_coefficients,5,least_squares_time_only,0,Best-fit global scale for the Eq.30 time-derivative pressure contribution only.,time_derivative,1,,4.498884950126572,wigley_iii,Fn0.4,2.0,B53,-0.1,0.0,0.0,-0.0,0.1,1.0,0.3,0.0,0.03,3.3333333333333335,205.10051491541347,-201.76718158208013,FAIL,matched_bie_station_sweep,matched_bie,diagnostic_eq30_component_scale_fit_not_hard_gate,0.05497256634863534,-0.0,-0.0,0.0,6.2559243049313,0.0,0.0,-6.557791025297512,-0.0,0.0,-0.20290885746889667,-0.0
ma2005_wigley_iii_coefficients,6,least_squares_time_only,0,Best-fit global scale for the Eq.30 time-derivative pressure contribution only.,time_derivative,1,,4.498884950126572,wigley_iii,Fn0.4,1.0,A55,0.063,-0.018817192716138662,-13.539911018897575,-0.2986855986688676,0.08181719271613866,1.2986855986688677,0.15,0.0,0.00945,8.657903991125783,299.1013432240912,-290.4434392329654,FAIL,matched_bie_station_sweep,matched_bie,diagnostic_eq30_component_scale_fit_not_hard_gate,0.05497256634863534,-0.34230151448270135,-0.018817192716138662,0.0,-2.5023697219725207,-0.0,0.0,2.623116410119004,0.0,0.0,0.0811635429875587,0.0
ma2005_wigley_iii_coefficients,7,least_squares_time_only,0,Best-fit global scale for the Eq.30 time-derivative pressure contribution only.,time_derivative,1,,4.498884950126572,wigley_iii,Fn0.4,1.0,B55,0.09,0.0858968005938607,111.74746396162179,0.9544088954873414,0.004103199406139291,0.045591104512658784,0.15,0.0,0.0135,0.30394069675105856,90.35214484578157,-90.04820414903051,PASS,matched_bie_station_sweep,matched_bie,diagnostic_eq30_component_scale_fit_not_hard_gate,0.05497256634863534,1.5625393955433016,0.0858968005938607,0.0,-0.25827039907965993,-0.0,0.0,0.9356011028355838,0.0,0.0,0.0054849589544095,0.0
ma2005_wigley_iii_coefficients,0,least_squares_gradient_only,1,Best-fit global scale for the Eq.30 forward-speed pressure-gradient contribution only.,pressure_gradient,1,,1.4460995750389967,wigley_iii,Fn0.4,1.0,A33,1.0,0.0,0.0,0.0,1.0,1.0,0.15,0.0,0.15,6.666666666666667,102.62985042162518,-95.96318375495851,FAIL,matched_bie_station_sweep,matched_bie,diagnostic_eq30_component_scale_fit_not_hard_gate,0.0,16.394477563243775,0.0,0.060951489524886375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ma2005_wigley_iii_coefficients,1,least_squares_gradient_only,1,Best-fit global scale for the Eq.30 forward-speed pressure-gradient contribution only.,pressure_gradient,1,,1.4460995750389967,wigley_iii,Fn0.4,2.0,B33,2.1,1.9367002198284793,279.95006995925576,0.9222381999183233,0.1632997801715208,0.07776180008167657,0.15,0.0,0.315,0.5184120005445105,92.84849568358831,-92.3300836830438,PASS,matched_bie_station_sweep,matched_bie,diagnostic_eq30_component_scale_fit_not_hard_gate,0.0,-0.0,-0.0,0.060951489524886375,31.774452682370107,1.9367002198284793,0.0,-0.0,-0.0,0.0,-0.4271765420397827,-0.0
ma2005_wigley_iii_coefficients,2,least_squares_gradient_only,1,Best-fit global scale for the Eq.30 forward-speed pressure-gradient contribution only.,pressure_gradient,1,,1.4460995750389967,wigley_iii,Fn0.4,1.5,A35,-0.2,-0.3443022613028408,-82.58089737348638,1.721511306514204,0.1443022613028408,0.7215113065142039,0.3,0.0,0.06,2.40503768838068,128.53086414505395,-126.12582645667328,FAIL,matched_bie_station_sweep,matched_bie,diagnostic_eq30_component_scale_fit_not_hard_gate,0.0,-2.339002757088958,-0.0,0.060951489524886375,-5.648791587976908,-0.3443022613028408,0.0,0.0,0.0,0.0,0.075942496362628,0.0
ma2005_wigley_iii_coefficients,3,least_squares_gradient_only,1,Best-fit global scale for the Eq.30 forward-speed pressure-gradient contribution only.,pressure_gradient,1,,1.4460995750389967,wigley_iii,Fn0.4,2.5,B35,0.13,-0.16465355668223028,-71.40202841973081,-1.2665658206325408,0.29465355668223026,2.2665658206325405,0.3,0.0,0.039,7.555219402108468,95.84490731417804,-88.28968791206958,FAIL,matched_bie_station_sweep,matched_bie,diagnostic_eq30_component_scale_fit_not_hard_gate,0.0,6.557791025297509,0.0,0.060951489524886375,-2.70138692205385,-0.16465355668223028,0.0,-0.0,-0.0,0.0,0.011547282009283129,0.0
ma2005_wigley_iii_coefficients,4,least_squares_gradient_only,1,Best-fit global scale for the Eq.30 forward-speed pressure-gradient contribution only.,pressure_gradient,1,,1.4460995750389967,wigley_iii,Fn0.4,2.0,A53,0.15,0.0,0.0,0.0,0.15,1.0,0.3,0.0,0.045,3.3333333333333335,83.47441086351675,-80.14107753018342,FAIL,matched_bie_station_sweep,matched_bie,diagnostic_eq30_component_scale_fit_not_hard_gate,0.0,3.9063484888582534,0.0,0.060951489524886375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ma2005_wigley_iii_coefficients,5,least_squares_gradient_only,1,Best-fit global scale for the Eq.30 forward-speed pressure-gradient contribution only.,pressure_gradient,1,,1.4460995750389967,wigley_iii,Fn0.4,2.0,B53,-0.1,0.3813079047405022,165.35420430360884,-3.8130790474050222,0.4813079047405022,4.813079047405022,0.3,0.0,0.03,16.04359682468341,205.10051491541347,-189.05691809073005,FAIL,matched_bie_station_sweep,matched_bie,diagnostic_eq30_component_scale_fit_not_hard_gate,0.0,-0.0,-0.0,0.060951489524886375,6.2559243049313,0.3813079047405022,0.0,-6.557791025297512,-0.0,0.0,-0.20290885746889667,-0.0
ma2005_wigley_iii_coefficients,6,least_squares_gradient_only,1,Best-fit global scale for the Eq.30 forward-speed pressure-gradient contribution only.,pressure_gradient,1,,1.4460995750389967,wigley_iii,Fn0.4,1.0,A55,0.063,-0.15252316189620094,-109.74804114241138,-2.421002569780967,0.21552316189620094,3.4210025697809674,0.15,0.0,0.00945,22.806683798539783,299.1013432240912,-276.2946594255514,FAIL,matched_bie_station_sweep,matched_bie,diagnostic_eq30_component_scale_fit_not_hard_gate,0.0,-0.34230151448270135,-0.0,0.060951489524886375,-2.5023697219725207,-0.15252316189620094,0.0,2.623116410119004,0.0,0.0,0.0811635429875587,0.0
ma2005_wigley_iii_coefficients,7,least_squares_gradient_only,1,Best-fit global scale for the Eq.30 forward-speed pressure-gradient contribution only.,pressure_gradient,1,,1.4460995750389967,wigley_iii,Fn0.4,1.0,B55,0.09,-0.015741965524092117,-20.479513939129255,-0.174910728045468,0.10574196552409211,1.174910728045468,0.15,0.0,0.0135,7.832738186969786,90.35214484578157,-82.51940665881177,FAIL,matched_bie_station_sweep,matched_bie,diagnostic_eq30_component_scale_fit_not_hard_gate,0.0,1.5625393955433016,0.0,0.060951489524886375,-0.25827039907965993,-0.015741965524092117,0.0,0.9356011028355838,0.0,0.0,0.0054849589544095,0.0
