benchmark,candidate_name,candidate_order,pitch_oscillation_scale,pitch_forward_speed_scale,row_count,affected_pitch_radiation_column_count,unaffected_row_count,pass_count,fail_count,pass_fraction,median_gate_error_ratio,max_gate_error_ratio,median_gate_ratio_delta_vs_current,max_gate_ratio_delta_vs_current,improved_row_count,worsened_row_count,candidate_gate_status,gate_role,path_diagnostic_status
ma2005_wigley_iii_coefficients,pitch_body_condition_zero,3,0.0,0.0,8,4,4,0,8,0.0,45.07053876509171,205.10051491541347,-41.84273908955745,0.0,4,0,FAIL,diagnostic_pitch_body_condition_split_candidate_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,pitch_oscillation_only,1,1.0,0.0,8,4,4,0,8,0.0,77.88899568874001,205.10051491541347,-11.770663400107395,0.0,4,0,FAIL,diagnostic_pitch_body_condition_split_candidate_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,pitch_forward_only,2,0.0,1.0,8,4,4,0,8,0.0,105.85342134204598,262.8789607391494,0.0,68.97024718062988,2,2,FAIL,diagnostic_pitch_body_condition_split_candidate_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,current_combined,0,1.0,1.0,8,4,4,0,8,0.0,99.23737886790161,299.1013432240912,0.0,0.0,0,0,FAIL,diagnostic_pitch_body_condition_split_candidate_not_hard_gate,INFO
