benchmark,matrix_cell,pair_key,a_coefficient,b_coefficient,pair_status,a_omega_e_sqrt_l_over_g,b_omega_e_sqrt_l_over_g,omega_bar_delta,omega_rad_s,a_status,b_status,complex_pair_gate_status,reference_complex_force_real,reference_complex_force_imag,reference_complex_force_abs,current_complex_force_real,current_complex_force_imag,current_complex_force_abs,time_derivative_complex_force_real,time_derivative_complex_force_imag,pressure_gradient_complex_force_real,pressure_gradient_complex_force_imag,stokes_body_forward_complex_force_real,stokes_body_forward_complex_force_imag,end_contour_complex_force_real,end_contour_complex_force_imag,stokes_plus_end_complex_force_real,stokes_plus_end_complex_force_imag,eq31_time_plus_gradient_complex_force_abs,eq32_time_plus_stokes_end_complex_force_abs,current_force_closure_residual_abs,current_force_closure_residual_norm,complex_identity_residual_real,complex_identity_residual_imag,complex_identity_residual_abs,complex_identity_residual_norm,pressure_gradient_to_stokes_plus_end_abs_ratio,pressure_gradient_to_stokes_plus_end_phase_deg,required_complex_scale_real,required_complex_scale_imag,required_complex_scale_abs,required_complex_scale_phase_deg,sign_pp_residual_norm,sign_mp_residual_norm,sign_pm_residual_norm,sign_mm_residual_norm,best_sign_candidate,best_sign_residual_norm,identity_status,candidate_default_gate_eligible,candidate_exclusion_reason,diagnostic_conclusion,remaining_blocker,gate_role,path_diagnostic_status
ma2005_wigley_iii_coefficients,33,33:unpaired,A33,B33,frequency_mismatch_unpaired,1.0,2.0,1.0,,FAIL,FAIL,NOT_EVALUATED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NOT_EVALUATED,false,"Keep diagnostic-only: A/B rows must share hull, speed case, and encounter frequency before they can be reconstructed as one complex generalized force.",frequency_mismatch_unpaired,"The current hard-gate comparison rows do not provide Aij and Bij at the same encounter frequency, so a complex generalized force pair cannot be reconstructed without adding same-frequency benchmark rows.",diagnostic_complex_forward_identity_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,35,35:unpaired,A35,B35,frequency_mismatch_unpaired,1.5,2.5,1.0,,FAIL,FAIL,NOT_EVALUATED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NOT_EVALUATED,false,"Keep diagnostic-only: A/B rows must share hull, speed case, and encounter frequency before they can be reconstructed as one complex generalized force.",frequency_mismatch_unpaired,"The current hard-gate comparison rows do not provide Aij and Bij at the same encounter frequency, so a complex generalized force pair cannot be reconstructed without adding same-frequency benchmark rows.",diagnostic_complex_forward_identity_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,53,53:wigley_iii:Fn0.4:omega=2,A53,B53,paired_same_frequency_ab_complex_reconstruction,2.0,2.0,0.0,3.616010693199528,FAIL,FAIL,FAIL,470.42500049999995,156.8083335,495.8714899552828,12250.95993216212,-9491.632649663363,15497.648518907547,12250.95993216212,0.0,0.0,-9809.81064758423,0.0,10283.162821181591,0.0,318.17799792086714,0.0,10601.34081910246,15694.534214206507,16201.063126295438,0.0,0.0,0.0,-20411.15146668669,20411.15146668669,1.9253367866362736,0.9253367866362736,-180.0,-0.9253367866362736,-0.0,0.9253367866362736,-180.0,1.9253367866362736,0.014637221680194098,1.8653107949527414,0.07466321336372637,minus_body_plus_end,0.014637221680194098,FAIL,false,"Keep diagnostic-only: complex A/B reconstruction identifies magnitude and phase closure of Eq.31/Eq.32, but no sign or scale candidate can change the production default unless it closes the full Wigley III set with equation traceability.",complex_identity_requires_nontrivial_scale_or_phase,"Trace the distributed Eq.31/Eq.32 identity through longitudinal body-potential mapping, N_i/m_i projection, contour orientation, and end-contour definition.",diagnostic_complex_forward_identity_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,55,55:wigley_iii:Fn0.4:omega=1,A55,B55,paired_same_frequency_ab_complex_reconstruction,1.0,1.0,0.0,1.808005346599764,FAIL,FAIL,FAIL,148.1838751575,-211.691250225,258.40210192356625,-6500.115540406393,-3080.705025662069,7193.208289336006,-805.1359506083777,-3675.287979648637,-5885.88638855054,607.4842630809212,6169.897692708954,-2200.6507463461503,190.9067987525204,-12.901309094352843,6360.804491461475,-2213.552055440503,7360.787973207105,8095.918100789647,3.749942721349417e-12,5.213171328444275e-16,-12246.690880012015,2821.036318521424,12567.40559626315,1.8659963977246512,0.8785731852652596,-166.7048186448371,-0.8550258572271151,-0.2020436223694805,0.8785731852652596,-166.7048186448371,1.8659963977246512,0.235043149622878,1.8099141678655153,0.24867474220940503,minus_body_plus_end,0.235043149622878,FAIL,false,"Keep diagnostic-only: complex A/B reconstruction identifies magnitude and phase closure of Eq.31/Eq.32, but no sign or scale candidate can change the production default unless it closes the full Wigley III set with equation traceability.",complex_identity_requires_nontrivial_scale_or_phase,"Trace the distributed Eq.31/Eq.32 identity through longitudinal body-potential mapping, N_i/m_i projection, contour orientation, and end-contour definition.",diagnostic_complex_forward_identity_not_hard_gate,INFO
