benchmark,source_row,hull,speed_case,omega_e_sqrt_l_over_g,coefficient,reference_value,row_family,column_family,station_index,x_m,x_over_l,row_measure_norm,row_measure_x_gradient_norm,stokes_m_measure_norm,row_measure_gradient_to_stokes_m_norm_ratio,row_measure_gradient_stokes_m_alignment,row_measure_transport_density_value_per_m,stokes_body_forward_density_value_per_m,transport_minus_stokes_density_value_per_m,transport_plus_stokes_density_value_per_m,transport_to_stokes_density_ratio,transport_to_negative_stokes_density_ratio,diagnostic_flags,candidate_policy,gate_role
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,1.0,A33,1.0,heave_row_N3_m3,heave_radiation,0,0.075,0.024999999999999998,0.00864929611767318,0.11218634535974197,0.0,,,0.0,0.0,0.0,0.0,,,first_active_station;row_measure_gradient_nonzero_while_stokes_m_zero,diagnostic-only; does not alter matched_bie_station_sweep coefficients,diagnostic_row_measure_transport_not_hard_gate
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,1.0,A33,1.0,heave_row_N3_m3,heave_radiation,1,0.15,0.049999999999999996,0.016792901999518006,0.10503429914868574,0.0,,,0.0,0.0,0.0,0.0,,,row_measure_gradient_nonzero_while_stokes_m_zero,diagnostic-only; does not alter matched_bie_station_sweep coefficients,diagnostic_row_measure_transport_not_hard_gate
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,1.0,A33,1.0,heave_row_N3_m3,heave_radiation,2,0.22499999999999998,0.075,0.024400143212770706,0.09796503187180534,0.0,,,0.0,0.0,0.0,0.0,,,row_measure_gradient_nonzero_while_stokes_m_zero,diagnostic-only; does not alter matched_bie_station_sweep coefficients,diagnostic_row_measure_transport_not_hard_gate
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,1.0,A33,1.0,heave_row_N3_m3,heave_radiation,3,0.3,0.09999999999999999,0.03146898059564626,0.09104127537502754,0.0,,,0.0,0.0,0.0,0.0,,,row_measure_gradient_nonzero_while_stokes_m_zero,diagnostic-only; does not alter matched_bie_station_sweep coefficients,diagnostic_row_measure_transport_not_hard_gate
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,1.0,A33,1.0,heave_row_N3_m3,heave_radiation,4,0.375,0.125,0.03801344526904931,0.08416107221628488,0.0,,,0.0,0.0,0.0,0.0,,,row_measure_gradient_nonzero_while_stokes_m_zero,diagnostic-only; does not alter matched_bie_station_sweep coefficients,diagnostic_row_measure_transport_not_hard_gate
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,1.0,A33,1.0,heave_row_N3_m3,heave_radiation,5,0.44999999999999996,0.15,0.0440241284488579,0.07740413684010926,0.0,,,0.0,0.0,0.0,0.0,,,row_measure_gradient_nonzero_while_stokes_m_zero,diagnostic-only; does not alter matched_bie_station_sweep coefficients,diagnostic_row_measure_transport_not_hard_gate
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,1.0,A33,1.0,heave_row_N3_m3,heave_radiation,6,0.525,0.17500000000000002,0.04952671381339028,0.07108585027448515,0.0,,,0.0,0.0,0.0,0.0,,,row_measure_gradient_nonzero_while_stokes_m_zero,diagnostic-only; does not alter matched_bie_station_sweep coefficients,diagnostic_row_measure_transport_not_hard_gate
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,1.0,A33,1.0,heave_row_N3_m3,heave_radiation,7,0.6,0.19999999999999998,0.05455636732849428,0.0651032051461605,0.0,,,0.0,0.0,0.0,0.0,,,row_measure_gradient_nonzero_while_stokes_m_zero,diagnostic-only; does not alter matched_bie_station_sweep coefficients,diagnostic_row_measure_transport_not_hard_gate
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,1.0,A33,1.0,heave_row_N3_m3,heave_radiation,8,0.6749999999999999,0.22499999999999998,0.05913692491388938,0.059318275088265225,0.0,,,0.0,0.0,0.0,0.0,,,row_measure_gradient_nonzero_while_stokes_m_zero,diagnostic-only; does not alter matched_bie_station_sweep coefficients,diagnostic_row_measure_transport_not_hard_gate
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,1.0,A33,1.0,heave_row_N3_m3,heave_radiation,9,0.75,0.25,0.0632838385391276,0.053690588982086354,0.0,,,0.0,0.0,0.0,0.0,,,row_measure_gradient_nonzero_while_stokes_m_zero,diagnostic-only; does not alter matched_bie_station_sweep coefficients,diagnostic_row_measure_transport_not_hard_gate
