benchmark,coefficient,source_row,station_index,x_m,x_over_l,body_normal_velocity_norm,inner_free_surface_normal_derivative_norm,body_potential_norm,free_surface_potential_norm,control_potential_norm,inner_free_surface_normal_derivative_to_body_normal_velocity_ratio,body_potential_to_inner_free_surface_normal_derivative_gain,body_potential_to_body_normal_velocity_gain,free_surface_potential_to_body_potential_ratio,control_potential_to_body_potential_ratio,time_derivative_density_value_per_m,station_trapezoid_weight_m,station_time_derivative_contribution_value,station_abs_contribution_share,coefficient_reference_value,coefficient_computed_value,coefficient_gate_error_ratio,coefficient_status,coefficient_time_component_value,station_integral_time_component_value,required_global_scale_to_reference_from_time_integral,diagnostic_flags,failure_source,gate_role
ma2005_wigley_iii_coefficients,A33,0,0,0.075,0.024999999999999998,1.894697656709786,127.44176862448725,180.24232842365487,12.763340953455375,4.643863396849394,67.26232450500557,1.4143112605000545,95.12986295483812,0.07081211758125693,0.025764555071293323,-0.35598045169981796,0.0375,-0.013349266938743174,0.000812889269014249,1.0,16.394477563243775,102.62985042162518,FAIL,16.394477563243775,16.394477563243772,0.060996149230274244,peak_free_normal_to_body_velocity_station|peak_body_potential_to_body_velocity_station,free_normal_to_body_potential_scale_suspect,diagnostic_free_normal_to_body_potential_not_hard_gate
ma2005_wigley_iii_coefficients,A33,0,1,0.15,0.049999999999999996,2.1117175911832584,124.92307114858951,195.018011259734,14.332991559396934,0.503072238619213,59.15709168222224,1.5611048420973432,92.3504222695136,0.07349573235216511,0.0025796193662809847,20.717756511811064,0.07499999999999998,1.5538317383858296,0.09461891441557438,1.0,16.394477563243775,102.62985042162518,FAIL,16.394477563243775,16.394477563243772,0.060996149230274244,background_station,free_normal_to_body_potential_scale_suspect,diagnostic_free_normal_to_body_potential_not_hard_gate
ma2005_wigley_iii_coefficients,A33,0,2,0.22499999999999998,0.075,2.391734047196529,153.1375010836039,168.348593399277,14.801988481198595,0.22013533187532683,64.02781331942154,1.099329636490338,70.3876727417109,0.08792463413158619,0.001307616104360467,24.97038733542568,0.075,1.872779050156926,0.11404086831831627,1.0,16.394477563243775,102.62985042162518,FAIL,16.394477563243775,16.394477563243772,0.060996149230274244,peak_abs_time_contribution_station,free_normal_to_body_potential_scale_suspect,diagnostic_free_normal_to_body_potential_not_hard_gate
ma2005_wigley_iii_coefficients,A33,0,3,0.3,0.09999999999999999,2.6869483654253603,91.12483777266586,133.31357640950003,13.75044411861724,0.1213110300243787,33.913877521885404,1.4629773799113337,49.61523567960178,0.1031436143936303,0.0009099675613813476,23.84581334201824,0.07500000000000001,1.7884360006513682,0.10890488892906447,1.0,16.394477563243775,102.62985042162518,FAIL,16.394477563243775,16.394477563243772,0.060996149230274244,background_station,free_normal_to_body_potential_scale_suspect,diagnostic_free_normal_to_body_potential_not_hard_gate
ma2005_wigley_iii_coefficients,A33,0,4,0.375,0.125,2.971179990303355,53.50610623251837,49.832461522904154,11.800721255244344,0.2928461505498528,18.008369202518573,0.9313415800871424,16.77194302786628,0.23680791384990002,0.005876614190837311,9.554921459954302,0.07499999999999998,0.7166191094965725,0.043637750803352804,1.0,16.394477563243775,102.62985042162518,FAIL,16.394477563243775,16.394477563243772,0.060996149230274244,background_station,free_normal_to_body_potential_scale_suspect,diagnostic_free_normal_to_body_potential_not_hard_gate
ma2005_wigley_iii_coefficients,A33,0,5,0.44999999999999996,0.15,3.2305892701869174,34.5650155575122,35.11972226615158,10.427291524795182,0.4528434041794294,10.699291264442389,1.0160482123237125,10.870995762367402,0.29690700415489946,0.01289427634841749,9.168560790028693,0.07500000000000001,0.687642059252152,0.04187322445898757,1.0,16.394477563243775,102.62985042162518,FAIL,16.394477563243775,16.394477563243772,0.060996149230274244,background_station,free_normal_to_body_potential_scale_suspect,diagnostic_free_normal_to_body_potential_not_hard_gate
ma2005_wigley_iii_coefficients,A33,0,6,0.525,0.17500000000000002,3.461199404316128,19.368233393770872,30.3982708564346,9.413745574722874,0.4996940913300131,5.595815534238974,1.5694911476134505,8.7825829446659,0.3096802979084649,0.016438240638422353,9.537870056741719,0.07500000000000001,0.715340254255629,0.0435598762873396,1.0,16.394477563243775,102.62985042162518,FAIL,16.394477563243775,16.394477563243772,0.060996149230274244,background_station,free_normal_to_body_potential_scale_suspect,diagnostic_free_normal_to_body_potential_not_hard_gate
ma2005_wigley_iii_coefficients,A33,0,7,0.6,0.19999999999999998,3.663555149229476,12.524201938883257,26.699011005362827,8.59682438584532,0.5129294052712199,3.418592440601683,2.1317933977471055,7.2877327944628325,0.32199036826190086,0.01921155076374146,9.49916225532766,0.07499999999999996,0.712437169149574,0.04338309603861312,1.0,16.394477563243775,102.62985042162518,FAIL,16.394477563243775,16.394477563243772,0.060996149230274244,background_station,free_normal_to_body_potential_scale_suspect,diagnostic_free_normal_to_body_potential_not_hard_gate
ma2005_wigley_iii_coefficients,A33,0,8,0.6749999999999999,0.22499999999999998,3.8395497732774957,8.7771595283248,23.692192685551156,7.902930573968752,0.5061072445476221,2.2859866511985567,2.6993006802592574,6.170565322643846,0.3335668706927412,0.021361773106643483,9.295925891286663,0.07500000000000001,0.6971944418464998,0.04245490653487202,1.0,16.394477563243775,102.62985042162518,FAIL,16.394477563243775,16.394477563243772,0.060996149230274244,background_station,free_normal_to_body_potential_scale_suspect,diagnostic_free_normal_to_body_potential_not_hard_gate
ma2005_wigley_iii_coefficients,A33,0,9,0.75,0.25,3.9915240281900948,6.369571417591655,21.214517485318055,7.29223513805241,0.48522869807370067,1.5957742888697717,3.3306035986545695,5.314891589150099,0.3437379682615526,0.02287248335530201,9.011740549357254,0.07500000000000001,0.6758805412017942,0.04115701945280066,1.0,16.394477563243775,102.62985042162518,FAIL,16.394477563243775,16.394477563243772,0.060996149230274244,background_station,free_normal_to_body_potential_scale_suspect,diagnostic_free_normal_to_body_potential_not_hard_gate
