benchmark,source_row,hull,speed_case,omega_e_sqrt_l_over_g,coefficient,candidate_name,candidate_order,candidate_description,candidate_is_current_default,reference_value,computed_value,raw_computed_value,raw_to_reference_raw_ratio,abs_error,rel_error,tolerance,effective_abs_tolerance,gate_error_ratio,current_default_gate_error_ratio,gate_ratio_delta_vs_current,candidate_gate_status,gate_role
ma2005_wigley_iii_coefficients,1,wigley_iii,Fn0.4,2.0,B33,ghost_aft_forward_only_removed_keep_time_end,3,"Keeps the full time-derivative pressure integral and current end term, but excludes the first aft active station only from the forward-speed pressure-gradient integral.",False,2.1,47.07131290569944,6804.159573127757,22.414910907475925,44.97131290569944,21.414910907475925,0.15,0.315,142.76607271650616,92.84849568358831,49.91757703291785,FAIL,diagnostic_startup_ghost_station_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,1,wigley_iii,Fn0.4,2.0,B33,ghost_aft_time_only_removed_keep_forward_end,4,"Keeps the full forward-speed pressure-gradient integral and current end term, but excludes the first aft active station only from the time-derivative pressure integral.",False,2.1,31.347276140330326,4531.249626901363,14.92727435253825,29.247276140330325,13.92727435253825,0.15,0.315,92.84849568358833,92.84849568358831,1.4210854715202004e-14,FAIL,diagnostic_startup_ghost_station_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,1,wigley_iii,Fn0.4,2.0,B33,bow_pressure_excluded_plus_end,5,Control candidate excluding the bow active station pressure integral while retaining the current end term; this checks whether endpoint sensitivity is aft-specific.,False,2.1,31.255736477859685,4518.017566177493,14.883684037076039,29.155736477859683,13.883684037076039,0.15,0.315,92.55789358050693,92.84849568358831,-0.29060210308138323,FAIL,diagnostic_startup_ghost_station_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,1,wigley_iii,Fn0.4,2.0,B33,both_end_pressure_excluded_plus_end,6,Control candidate excluding both aft and bow active station pressure integrals while retaining the current end term.,False,2.1,46.9797732432288,6790.927512403887,22.371320592013713,44.8797732432288,21.371320592013713,0.15,0.315,142.47547061342476,92.84849568358831,49.62697492983645,FAIL,diagnostic_startup_ghost_station_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,2,wigley_iii,Fn0.4,1.5,A35,current_default,0,Current matched-BIE pressure integral plus current end term.,True,-0.2,-7.911851848703237,-1897.6576659114717,39.55925924351619,7.711851848703237,38.55925924351618,0.3,0.06,128.53086414505395,128.53086414505395,0.0,FAIL,diagnostic_startup_ghost_station_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,2,wigley_iii,Fn0.4,1.5,A35,ghost_aft_pressure_plus_end,1,"Treats the first aft active station as a free-surface start-up station: it remains in the solved station history, but its pressure-density contribution is excluded from whole-ship integration; the current end term is retained.",False,-0.2,-10.650824564574723,-2554.6002718132477,53.25412282287362,10.450824564574724,52.25412282287362,0.3,0.06,174.18040940957874,128.53086414505395,45.64954526452479,FAIL,diagnostic_startup_ghost_station_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,2,wigley_iii,Fn0.4,1.5,A35,ghost_aft_pressure_no_end,2,"Same aft start-up pressure exclusion, but without adding the current end term. This separates pressure-integral sensitivity from end-contour sensitivity.",False,-0.2,-10.726767060937352,-2572.815079565824,53.633835304686755,10.526767060937352,52.63383530468676,0.3,0.06,175.4461176822892,128.53086414505395,46.91525353723526,FAIL,diagnostic_startup_ghost_station_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,2,wigley_iii,Fn0.4,1.5,A35,ghost_aft_forward_only_removed_keep_time_end,3,"Keeps the full time-derivative pressure integral and current end term, but excludes the first aft active station only from the forward-speed pressure-gradient integral.",False,-0.2,-10.707236162546634,-2568.1305935868104,53.53618081273317,10.507236162546635,52.53618081273317,0.3,0.06,175.12060270911059,128.53086414505395,46.58973856405663,FAIL,diagnostic_startup_ghost_station_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,2,wigley_iii,Fn0.4,1.5,A35,ghost_aft_time_only_removed_keep_forward_end,4,"Keeps the full forward-speed pressure-gradient integral and current end term, but excludes the first aft active station only from the time-derivative pressure integral.",False,-0.2,-7.855440250731328,-1884.1273441379092,39.277201253656635,7.655440250731328,38.277201253656635,0.3,0.06,127.59067084552213,128.53086414505395,-0.9401932995318276,FAIL,diagnostic_startup_ghost_station_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,2,wigley_iii,Fn0.4,1.5,A35,bow_pressure_excluded_plus_end,5,Control candidate excluding the bow active station pressure integral while retaining the current end term; this checks whether endpoint sensitivity is aft-specific.,False,-0.2,-7.8941051596664,-1893.4011225459863,39.470525798332,7.6941051596664,38.470525798332,0.3,0.06,128.23508599444,128.53086414505395,-0.2957781506139554,FAIL,diagnostic_startup_ghost_station_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,2,wigley_iii,Fn0.4,1.5,A35,both_end_pressure_excluded_plus_end,6,Control candidate excluding both aft and bow active station pressure integrals while retaining the current end term.,False,-0.2,-10.633077875537886,-2550.3437284477623,53.16538937768943,10.433077875537887,52.16538937768943,0.3,0.06,173.8846312589648,128.53086414505395,45.353767113910834,FAIL,diagnostic_startup_ghost_station_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,3,wigley_iii,Fn0.4,2.5,B35,current_default,0,Current matched-BIE pressure integral plus current end term.,True,0.13,3.8679513852529435,1677.33743686433,29.753472194253412,3.7379513852529436,28.753472194253412,0.3,0.039,95.84490731417804,95.84490731417804,0.0,FAIL,diagnostic_startup_ghost_station_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,3,wigley_iii,Fn0.4,2.5,B35,ghost_aft_pressure_plus_end,1,"Treats the first aft active station as a free-surface start-up station: it remains in the solved station history, but its pressure-density contribution is excluded from whole-ship integration; the current end term is retained.",False,0.13,2.4195474675872304,1049.2369586462494,18.611903596824853,2.2895474675872305,17.61190359682485,0.3,0.039,58.7063453227495,95.84490731417804,-37.138561991428546,FAIL,diagnostic_startup_ghost_station_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,3,wigley_iii,Fn0.4,2.5,B35,ghost_aft_pressure_no_end,2,"Same aft start-up pressure exclusion, but without adding the current end term. This separates pressure-integral sensitivity from end-contour sensitivity.",False,0.13,2.408000185577947,1044.229478851636,18.523078350599594,2.2780001855779473,17.523078350599594,0.3,0.039,58.410261168665315,95.84490731417804,-37.43464614551273,FAIL,diagnostic_startup_ghost_station_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,3,wigley_iii,Fn0.4,2.5,B35,ghost_aft_forward_only_removed_keep_time_end,3,"Keeps the full time-derivative pressure integral and current end term, but excludes the first aft active station only from the forward-speed pressure-gradient integral.",False,0.13,2.7249741084888974,1181.6852466349005,20.96133929606844,2.5949741084888975,19.96133929606844,0.3,0.039,66.53779765356147,95.84490731417804,-29.307109660616575,FAIL,diagnostic_startup_ghost_station_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,3,wigley_iii,Fn0.4,2.5,B35,ghost_aft_time_only_removed_keep_forward_end,4,"Keeps the full forward-speed pressure-gradient integral and current end term, but excludes the first aft active station only from the time-derivative pressure integral.",False,0.13,3.5625247443512738,1544.8891488756774,27.404036495009798,3.432524744351274,26.404036495009798,0.3,0.039,88.013454983366,95.84490731417804,-7.831452330812041,FAIL,diagnostic_startup_ghost_station_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,3,wigley_iii,Fn0.4,2.5,B35,bow_pressure_excluded_plus_end,5,Control candidate excluding the bow active station pressure integral while retaining the current end term; this checks whether endpoint sensitivity is aft-specific.,False,0.13,3.9079357157482715,1694.676645077616,30.061043967294395,3.7779357157482716,29.061043967294395,0.3,0.039,96.87014655764798,95.84490731417804,1.0252392434699402,FAIL,diagnostic_startup_ghost_station_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,3,wigley_iii,Fn0.4,2.5,B35,both_end_pressure_excluded_plus_end,6,Control candidate excluding both aft and bow active station pressure integrals while retaining the current end term.,False,0.13,2.4595317980825584,1066.5761668595355,18.919475369865832,2.3295317980825585,17.919475369865832,0.3,0.039,59.731584566219446,95.84490731417804,-36.1133227479586,FAIL,diagnostic_startup_ghost_station_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,4,wigley_iii,Fn0.4,2.0,A53,current_default,0,Current matched-BIE pressure integral plus current end term.,True,0.15,3.9063484888582534,936.9376850526521,26.042323259055024,3.7563484888582535,25.042323259055024,0.3,0.045,83.47441086351675,83.47441086351675,0.0,FAIL,diagnostic_startup_ghost_station_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,4,wigley_iii,Fn0.4,2.0,A53,ghost_aft_pressure_plus_end,1,"Treats the first aft active station as a free-surface start-up station: it remains in the solved station history, but its pressure-density contribution is excluded from whole-ship integration; the current end term is retained.",False,0.15,3.563077249517345,854.6040782967352,23.753848330115634,3.413077249517345,22.753848330115634,0.3,0.045,75.84616110038544,83.47441086351675,-7.628249763131308,FAIL,diagnostic_startup_ghost_station_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,4,wigley_iii,Fn0.4,2.0,A53,ghost_aft_pressure_no_end,2,"Same aft start-up pressure exclusion, but without adding the current end term. This separates pressure-integral sensitivity from end-contour sensitivity.",False,0.15,3.563077249517345,854.6040782967352,23.753848330115634,3.413077249517345,22.753848330115634,0.3,0.045,75.84616110038544,83.47441086351675,-7.628249763131308,FAIL,diagnostic_startup_ghost_station_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,4,wigley_iii,Fn0.4,2.0,A53,ghost_aft_forward_only_removed_keep_time_end,3,"Keeps the full time-derivative pressure integral and current end term, but excludes the first aft active station only from the forward-speed pressure-gradient integral.",False,0.15,3.9063484888582534,936.9376850526521,26.042323259055024,3.7563484888582535,25.042323259055024,0.3,0.045,83.47441086351675,83.47441086351675,0.0,FAIL,diagnostic_startup_ghost_station_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,4,wigley_iii,Fn0.4,2.0,A53,ghost_aft_time_only_removed_keep_forward_end,4,"Keeps the full forward-speed pressure-gradient integral and current end term, but excludes the first aft active station only from the time-derivative pressure integral.",False,0.15,3.563077249517345,854.6040782967352,23.753848330115634,3.413077249517345,22.753848330115634,0.3,0.045,75.84616110038544,83.47441086351675,-7.628249763131308,FAIL,diagnostic_startup_ghost_station_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,4,wigley_iii,Fn0.4,2.0,A53,bow_pressure_excluded_plus_end,5,Control candidate excluding the bow active station pressure integral while retaining the current end term; this checks whether endpoint sensitivity is aft-specific.,False,0.15,3.9078201485890016,937.2906626390721,26.05213432392668,3.7578201485890017,25.05213432392668,0.3,0.045,83.50711441308893,83.47441086351675,0.032703549572175916,FAIL,diagnostic_startup_ghost_station_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,4,wigley_iii,Fn0.4,2.0,A53,both_end_pressure_excluded_plus_end,6,Control candidate excluding both aft and bow active station pressure integrals while retaining the current end term.,False,0.15,3.564548909248093,854.9570558831552,23.76365939498729,3.414548909248093,22.76365939498729,0.3,0.045,75.87886464995763,83.47441086351675,-7.595546213559118,FAIL,diagnostic_startup_ghost_station_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,5,wigley_iii,Fn0.4,2.0,B53,current_default,0,Current matched-BIE pressure integral plus current end term.,True,-0.1,6.053015447462404,2624.8906474513083,-60.53015447462404,6.153015447462404,61.530154474624034,0.3,0.03,205.10051491541347,205.10051491541347,0.0,FAIL,diagnostic_startup_ghost_station_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,5,wigley_iii,Fn0.4,2.0,B53,ghost_aft_pressure_plus_end,1,"Treats the first aft active station as a free-surface start-up station: it remains in the solved station history, but its pressure-density contribution is excluded from whole-ship integration; the current end term is retained.",False,-0.1,13.389995894448525,5806.572822721621,-133.89995894448526,13.489995894448525,134.89995894448523,0.3,0.03,449.6665298149508,205.10051491541347,244.56601489953735,FAIL,diagnostic_startup_ghost_station_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,5,wigley_iii,Fn0.4,2.0,B53,ghost_aft_pressure_no_end,2,"Same aft start-up pressure exclusion, but without adding the current end term. This separates pressure-integral sensitivity from end-contour sensitivity.",False,-0.1,13.592904751917422,5894.564265479036,-135.92904751917422,13.692904751917421,136.9290475191742,0.3,0.03,456.4301583972474,205.10051491541347,251.32964348183393,FAIL,diagnostic_startup_ghost_station_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,5,wigley_iii,Fn0.4,2.0,B53,ghost_aft_forward_only_removed_keep_time_end,3,"Keeps the full time-derivative pressure integral and current end term, but excludes the first aft active station only from the forward-speed pressure-gradient integral.",False,-0.1,13.389995894448525,5806.572822721621,-133.89995894448526,13.489995894448525,134.89995894448523,0.3,0.03,449.6665298149508,205.10051491541347,244.56601489953735,FAIL,diagnostic_startup_ghost_station_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,5,wigley_iii,Fn0.4,2.0,B53,ghost_aft_time_only_removed_keep_forward_end,4,"Keeps the full forward-speed pressure-gradient integral and current end term, but excludes the first aft active station only from the time-derivative pressure integral.",False,-0.1,6.053015447462403,2624.890647451308,-60.53015447462403,6.153015447462403,61.53015447462403,0.3,0.03,205.10051491541344,205.10051491541347,-2.842170943040401e-14,FAIL,diagnostic_startup_ghost_station_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,5,wigley_iii,Fn0.4,2.0,B53,bow_pressure_excluded_plus_end,5,Control candidate excluding the bow active station pressure integral while retaining the current end term; this checks whether endpoint sensitivity is aft-specific.,False,-0.1,6.095597791460458,2643.356484434081,-60.955977914604574,6.195597791460457,61.955977914604574,0.3,0.03,206.51992638201526,205.10051491541347,1.4194114666017867,FAIL,diagnostic_startup_ghost_station_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,5,wigley_iii,Fn0.4,2.0,B53,both_end_pressure_excluded_plus_end,6,Control candidate excluding both aft and bow active station pressure integrals while retaining the current end term.,False,-0.1,13.43257823844658,5825.038659704394,-134.3257823844658,13.532578238446579,135.32578238446578,0.3,0.03,451.08594128155266,205.10051491541347,245.9854263661392,FAIL,diagnostic_startup_ghost_station_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,6,wigley_iii,Fn0.4,1.0,A55,current_default,0,Current matched-BIE pressure integral plus current end term.,True,0.063,-2.7635076934676617,-1988.481960834656,-43.865201483613674,2.826507693467662,44.86520148361368,0.15,0.00945,299.1013432240912,299.1013432240912,0.0,FAIL,diagnostic_startup_ghost_station_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,6,wigley_iii,Fn0.4,1.0,A55,ghost_aft_pressure_plus_end,1,"Treats the first aft active station as a free-surface start-up station: it remains in the solved station history, but its pressure-density contribution is excluded from whole-ship integration; the current end term is retained.",False,0.063,-5.67292367448882,-4081.952229978431,-90.04640753156858,5.73592367448882,91.04640753156858,0.15,0.00945,606.9760502104572,299.1013432240912,307.874706986366,FAIL,diagnostic_startup_ghost_station_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,6,wigley_iii,Fn0.4,1.0,A55,ghost_aft_pressure_no_end,2,"Same aft start-up pressure exclusion, but without adding the current end term. This separates pressure-integral sensitivity from end-contour sensitivity.",False,0.063,-5.754087217476379,-4140.353457335129,-91.33471773772031,5.817087217476379,92.3347177377203,0.15,0.00945,615.5647849181354,299.1013432240912,316.4634416940442,FAIL,diagnostic_startup_ghost_station_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,6,wigley_iii,Fn0.4,1.0,A55,ghost_aft_forward_only_removed_keep_time_end,3,"Keeps the full time-derivative pressure integral and current end term, but excludes the first aft active station only from the forward-speed pressure-gradient integral.",False,0.063,-5.698299872262112,-4100.211673086203,-90.44920432162081,5.761299872262112,91.44920432162081,0.15,0.00945,609.6613621441388,299.1013432240912,310.56001892004764,FAIL,diagnostic_startup_ghost_station_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,6,wigley_iii,Fn0.4,1.0,A55,ghost_aft_time_only_removed_keep_forward_end,4,"Keeps the full forward-speed pressure-gradient integral and current end term, but excludes the first aft active station only from the time-derivative pressure integral.",False,0.063,-2.738131495694373,-1970.2225177268865,-43.46240469356148,2.8011314956943734,44.46240469356148,0.15,0.00945,296.4160312904099,299.1013432240912,-2.685311933681305,FAIL,diagnostic_startup_ghost_station_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,6,wigley_iii,Fn0.4,1.0,A55,bow_pressure_excluded_plus_end,5,Control candidate excluding the bow active station pressure integral while retaining the current end term; this checks whether endpoint sensitivity is aft-specific.,False,0.063,-2.7811985808653015,-2001.2114388616278,-44.14600922008415,2.8441985808653016,45.14600922008415,0.15,0.00945,300.97339480056104,299.1013432240912,1.8720515764698575,FAIL,diagnostic_startup_ghost_station_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,6,wigley_iii,Fn0.4,1.0,A55,both_end_pressure_excluded_plus_end,6,Control candidate excluding both aft and bow active station pressure integrals while retaining the current end term.,False,0.063,-5.690614561886459,-4094.681708005402,-90.32721526803904,5.753614561886459,91.32721526803903,0.15,0.00945,608.8481017869269,299.1013432240912,309.74675856283574,FAIL,diagnostic_startup_ghost_station_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,7,wigley_iii,Fn0.4,1.0,B55,current_default,0,Current matched-BIE pressure integral plus current end term.,True,0.09,1.3097539554180513,1703.9247320013822,14.552821726867238,1.2197539554180512,13.552821726867236,0.15,0.0135,90.35214484578157,90.35214484578157,0.0,FAIL,diagnostic_startup_ghost_station_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,7,wigley_iii,Fn0.4,1.0,B55,ghost_aft_pressure_plus_end,1,"Treats the first aft active station as a free-surface start-up station: it remains in the solved station history, but its pressure-density contribution is excluded from whole-ship integration; the current end term is retained.",False,0.09,0.6398670712247516,832.4352244503385,7.109634124719463,0.5498670712247516,6.109634124719463,0.15,0.0135,40.73089416479642,90.35214484578157,-49.62125068098515,FAIL,diagnostic_startup_ghost_station_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,7,wigley_iii,Fn0.4,1.0,B55,ghost_aft_pressure_no_end,2,"Same aft start-up pressure exclusion, but without adding the current end term. This separates pressure-integral sensitivity from end-contour sensitivity.",False,0.09,0.6343821122703421,825.2995657430146,7.048690136337135,0.5443821122703422,6.048690136337135,0.15,0.0135,40.324600908914235,90.35214484578157,-50.02754393686733,FAIL,diagnostic_startup_ghost_station_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,7,wigley_iii,Fn0.4,1.0,B55,ghost_aft_forward_only_removed_keep_time_end,3,"Keeps the full time-derivative pressure integral and current end term, but excludes the first aft active station only from the forward-speed pressure-gradient integral.",False,0.09,0.7771755669611146,1011.0667459137862,8.635284077345718,0.6871755669611146,7.635284077345718,0.15,0.0135,50.901893848971454,90.35214484578157,-39.45025099681011,FAIL,diagnostic_startup_ghost_station_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,7,wigley_iii,Fn0.4,1.0,B55,ghost_aft_time_only_removed_keep_forward_end,4,"Keeps the full forward-speed pressure-gradient integral and current end term, but excludes the first aft active station only from the time-derivative pressure integral.",False,0.09,1.1724454596816876,1525.2932105379334,13.027171774240975,1.0824454596816875,12.027171774240973,0.15,0.0135,80.18114516160648,90.35214484578157,-10.170999684175086,FAIL,diagnostic_startup_ghost_station_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,7,wigley_iii,Fn0.4,1.0,B55,bow_pressure_excluded_plus_end,5,Control candidate excluding the bow active station pressure integral while retaining the current end term; this checks whether endpoint sensitivity is aft-specific.,False,0.09,1.2911165186639542,1679.6783540499741,14.34573909626616,1.201116518663954,13.345739096266158,0.15,0.0135,88.97159397510771,90.35214484578157,-1.3805508706738578,FAIL,diagnostic_startup_ghost_station_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,7,wigley_iii,Fn0.4,1.0,B55,both_end_pressure_excluded_plus_end,6,Control candidate excluding both aft and bow active station pressure integrals while retaining the current end term.,False,0.09,0.6212296344706543,808.1888464989302,6.902551494118381,0.5312296344706543,5.902551494118382,0.15,0.0135,39.35034329412254,90.35214484578157,-51.00180155165903,FAIL,diagnostic_startup_ghost_station_candidate_not_hard_gate
