benchmark,coefficient,source_row,station_index,x_m,x_over_l,lever_arm_m,waterplane_beam_m,effective_draft_m,submerged_area_m2,omega_rad_s,rho_water_kg_m3,normalization_scale,reference_value,matched_body_normal_velocity_norm,matched_body_potential_norm,matched_body_potential_to_normal_velocity_gain,matched_pressure_to_potential_formula_ratio,independent_section_body_normal_velocity_norm,independent_section_body_potential_norm,independent_section_body_potential_to_normal_velocity_gain,independent_section_pressure_norm,independent_section_pressure_to_potential_formula_ratio,independent_to_matched_body_potential_norm_ratio,independent_to_matched_body_potential_gain_ratio,matched_time_density_value_per_m,independent_section_time_density_value_per_m,independent_to_matched_abs_ratio,independent_to_matched_signed_ratio,sign_agreement,section_bem_heave_force_real_per_m,section_bem_heave_force_imag_per_m,section_bem_generalized_force_real_per_m,section_bem_generalized_force_imag_per_m,section_bem_heave_added_mass_per_m,section_bem_heave_damping_per_m,section_bem_condition_number,section_bem_residual_norm,section_bem_body_panel_count,section_bem_free_surface_panel_count,section_bem_status,section_geometry_source,independent_reference_status,equation_position,diagnostic_conclusion,candidate_default_gate_eligible,candidate_exclusion_reason,gate_role,path_diagnostic_status
ma2005_wigley_iii_coefficients,A33,0,0,0.075,0.024999999999999998,1.425,0.02925000000000001,0.1875,0.003656250000000001,1.808005346599764,1025.0,79.95,1.0,1.894697656709786,180.24232842365487,95.12986295483812,1.0,1.8941982368400192,0.03813696210694866,0.020133564357324257,70.67562717724668,1.0,0.00021158715846872957,0.00021164294504326628,-0.35598045169981796,0.0022215401440640247,0.00624062398217683,-0.00624062398217683,no,0.5805933463233827,-0.00019981805223149245,0.5805933463233827,-0.00019981805223149245,0.17761213451791877,0.00011051850737459458,11.904586536140895,1.5123860966861644e-16,15,20,experimental_section_pressure_transfer_not_validated,analytic_wigley_parabolic_open_section_from_station_waterplane_beam,EXPERIMENTAL_OPEN_SECTION_BEM_REFERENCE_NOT_HARD_GATE,"A1/Ma Eq.30 time-pressure p=-rho*i*omega*phi; A33 uses the heave generalized-force row, and A53 multiplies the same section heave force by the longitudinal pitch lever.",independent_open_section_bem_scale_reported,false,The independent section-BEM comparison is a scale audit only; it is not a coefficient fit and does not alter matched_bie_station_sweep.,diagnostic_open_section_pressure_reference_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,A33,0,1,0.15,0.049999999999999996,1.35,0.05699999999999998,0.1875,0.007124999999999998,1.808005346599764,1025.0,79.95,1.0,2.1117175911832584,195.018011259734,92.3504222695136,1.0,2.109954397278613,0.07419890327041612,0.03516611703367463,137.50581417036983,1.0,0.00038047205379196787,0.0003807899971593692,20.717756511811064,0.008416930823232508,0.00040626651917808124,0.00040626651917808124,yes,2.1997414926264542,-0.0007757963110516524,2.1997414926264542,-0.0007757963110516524,0.672933619317439,0.0004290896111068799,6.152046691186148,1.624224823289122e-16,15,20,experimental_section_pressure_transfer_not_validated,analytic_wigley_parabolic_open_section_from_station_waterplane_beam,EXPERIMENTAL_OPEN_SECTION_BEM_REFERENCE_NOT_HARD_GATE,"A1/Ma Eq.30 time-pressure p=-rho*i*omega*phi; A33 uses the heave generalized-force row, and A53 multiplies the same section heave force by the longitudinal pitch lever.",independent_open_section_bem_scale_reported,false,The independent section-BEM comparison is a scale audit only; it is not a coefficient fit and does not alter matched_bie_station_sweep.,diagnostic_open_section_pressure_reference_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,A33,0,2,0.22499999999999998,0.075,1.275,0.08325000000000002,0.1875,0.010406250000000002,1.808005346599764,1025.0,79.95,1.0,2.391734047196529,168.348593399277,70.3876727417109,1.0,2.3882159440831807,0.10712850737686158,0.044857127615395544,198.53113696338343,1.0,0.0006363492869986858,0.0006372866990502691,24.97038733542568,0.01767588515764508,0.0007078738875855628,0.0007078738875855628,yes,4.619543491179517,-0.0015996909772749497,4.619543491179517,-0.0015996909772749497,1.4131870183537243,0.0008847822160943374,4.682518639796671,3.0051987653296403e-16,15,20,experimental_section_pressure_transfer_not_validated,analytic_wigley_parabolic_open_section_from_station_waterplane_beam,EXPERIMENTAL_OPEN_SECTION_BEM_REFERENCE_NOT_HARD_GATE,"A1/Ma Eq.30 time-pressure p=-rho*i*omega*phi; A33 uses the heave generalized-force row, and A53 multiplies the same section heave force by the longitudinal pitch lever.",independent_open_section_bem_scale_reported,false,The independent section-BEM comparison is a scale audit only; it is not a coefficient fit and does not alter matched_bie_station_sweep.,diagnostic_open_section_pressure_reference_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,A33,0,3,0.3,0.09999999999999999,1.2,0.10799999999999996,0.1875,0.013499999999999995,1.808005346599764,1025.0,79.95,1.0,2.6869483654253603,133.31357640950003,49.61523567960178,1.0,2.6813405749503105,0.1367386811756179,0.050996386827194415,253.40487331883062,1.0,0.0010256920927212768,0.0010278372384747224,23.84581334201824,0.02916020163413958,0.0012228646268381612,0.0012228646268381612,yes,7.6209377046223405,-0.0026889590679421136,7.6209377046223405,-0.0026889590679421136,2.3313581206494596,0.001487251723563274,3.593826592695989,3.365802449697177e-16,15,20,experimental_section_pressure_transfer_not_validated,analytic_wigley_parabolic_open_section_from_station_waterplane_beam,EXPERIMENTAL_OPEN_SECTION_BEM_REFERENCE_NOT_HARD_GATE,"A1/Ma Eq.30 time-pressure p=-rho*i*omega*phi; A33 uses the heave generalized-force row, and A53 multiplies the same section heave force by the longitudinal pitch lever.",independent_open_section_bem_scale_reported,false,The independent section-BEM comparison is a scale audit only; it is not a coefficient fit and does not alter matched_bie_station_sweep.,diagnostic_open_section_pressure_reference_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,A33,0,4,0.375,0.125,1.125,0.13125,0.1875,0.01640625,1.808005346599764,1025.0,79.95,1.0,2.971179990303355,49.832461522904154,16.77194302786628,1.0,2.963237954976908,0.16348533295749065,0.05517117944676322,302.9719149797303,0.9999999999999998,0.003280699527201742,0.0032894924192800623,9.554921459954302,0.04222756779735239,0.004419457341887387,0.004419457341887387,yes,11.03605755676849,-0.00397869833669972,11.03605755676849,-0.00397869833669972,3.376094045398324,0.0022006009795171697,3.370762150818362,2.1200578839216893e-16,15,20,experimental_section_pressure_transfer_not_validated,analytic_wigley_parabolic_open_section_from_station_waterplane_beam,EXPERIMENTAL_OPEN_SECTION_BEM_REFERENCE_NOT_HARD_GATE,"A1/Ma Eq.30 time-pressure p=-rho*i*omega*phi; A33 uses the heave generalized-force row, and A53 multiplies the same section heave force by the longitudinal pitch lever.",independent_open_section_bem_scale_reported,false,The independent section-BEM comparison is a scale audit only; it is not a coefficient fit and does not alter matched_bie_station_sweep.,diagnostic_open_section_pressure_reference_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,A33,0,5,0.44999999999999996,0.15,1.05,0.153,0.1875,0.019125,1.808005346599764,1025.0,79.95,1.0,3.2305892701869174,35.11972226615158,10.870995762367402,1.0,3.222133306344708,0.18783493626387396,0.05829520954145748,348.09673326939276,1.0,0.005348417474386164,0.005362453524566768,9.168560790028693,0.056375172504004166,0.006148748292678086,0.006148748292678086,yes,14.733494751879858,-0.005373552350472333,14.733494751879858,-0.005373552350472333,4.507195041695133,0.0029720887499465284,3.4622437562631525,2.9563855382448037e-16,15,20,experimental_section_pressure_transfer_not_validated,analytic_wigley_parabolic_open_section_from_station_waterplane_beam,EXPERIMENTAL_OPEN_SECTION_BEM_REFERENCE_NOT_HARD_GATE,"A1/Ma Eq.30 time-pressure p=-rho*i*omega*phi; A33 uses the heave generalized-force row, and A53 multiplies the same section heave force by the longitudinal pitch lever.",independent_open_section_bem_scale_reported,false,The independent section-BEM comparison is a scale audit only; it is not a coefficient fit and does not alter matched_bie_station_sweep.,diagnostic_open_section_pressure_reference_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,A33,0,6,0.525,0.17500000000000002,0.975,0.17325000000000004,0.1875,0.021656250000000005,1.808005346599764,1025.0,79.95,1.0,3.461199404316128,30.3982708564346,8.7825829446659,1.0,3.4534921526702114,0.20990640230742835,0.06078091190829273,388.9996950987853,1.0,0.006905208631727028,0.006920619172200133,9.537870056741719,0.07111984621769195,0.007456575293497715,0.007456575293497715,yes,18.58697427362092,-0.006834725489119268,18.58697427362092,-0.006834725489119268,5.6860317051044715,0.0037802573438032333,3.5555393618053173,1.3708103599138725e-16,15,20,experimental_section_pressure_transfer_not_validated,analytic_wigley_parabolic_open_section_from_station_waterplane_beam,EXPERIMENTAL_OPEN_SECTION_BEM_REFERENCE_NOT_HARD_GATE,"A1/Ma Eq.30 time-pressure p=-rho*i*omega*phi; A33 uses the heave generalized-force row, and A53 multiplies the same section heave force by the longitudinal pitch lever.",independent_open_section_bem_scale_reported,false,The independent section-BEM comparison is a scale audit only; it is not a coefficient fit and does not alter matched_bie_station_sweep.,diagnostic_open_section_pressure_reference_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,A33,0,7,0.6,0.19999999999999998,0.9,0.19199999999999998,0.1875,0.023999999999999997,1.808005346599764,1025.0,79.95,1.0,3.663555149229476,26.699011005362827,7.2877327944628325,1.0,3.6571133380698506,0.22982654800539945,0.0628437039708201,425.9158182739377,0.9999999999999999,0.008608054731287085,0.008623217363096559,9.49916225532766,0.08605457685307044,0.009059175381998158,0.009059175381998158,yes,22.490124643962748,-0.008341275949595647,22.490124643962748,-0.008341275949595647,6.8800634194029815,0.004613523939673473,3.6454389936520712,4.1461446352453925e-16,15,20,experimental_section_pressure_transfer_not_validated,analytic_wigley_parabolic_open_section_from_station_waterplane_beam,EXPERIMENTAL_OPEN_SECTION_BEM_REFERENCE_NOT_HARD_GATE,"A1/Ma Eq.30 time-pressure p=-rho*i*omega*phi; A33 uses the heave generalized-force row, and A53 multiplies the same section heave force by the longitudinal pitch lever.",independent_open_section_bem_scale_reported,false,The independent section-BEM comparison is a scale audit only; it is not a coefficient fit and does not alter matched_bie_station_sweep.,diagnostic_open_section_pressure_reference_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,A33,0,8,0.6749999999999999,0.22499999999999998,0.8250000000000001,0.20925,0.1875,0.02615625,1.808005346599764,1025.0,79.95,1.0,3.8395497732774957,23.692192685551156,6.170565322643846,1.0,3.834388554903978,0.24771344575435975,0.06460311525746328,459.0639152072464,1.0000000000000002,0.010455488398312304,0.010469561843935455,9.295925891286663,0.10082564327884748,0.010846218489473355,0.010846218489473355,yes,26.35050182770258,-0.009879291464371985,26.35050182770258,-0.009879291464371985,8.061010180143857,0.005464193722076947,3.729474642734588,5.135705872624888e-16,15,20,experimental_section_pressure_transfer_not_validated,analytic_wigley_parabolic_open_section_from_station_waterplane_beam,EXPERIMENTAL_OPEN_SECTION_BEM_REFERENCE_NOT_HARD_GATE,"A1/Ma Eq.30 time-pressure p=-rho*i*omega*phi; A33 uses the heave generalized-force row, and A53 multiplies the same section heave force by the longitudinal pitch lever.",independent_open_section_bem_scale_reported,false,The independent section-BEM comparison is a scale audit only; it is not a coefficient fit and does not alter matched_bie_station_sweep.,diagnostic_open_section_pressure_reference_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,A33,0,9,0.75,0.25,0.75,0.22499999999999998,0.1875,0.028124999999999997,1.808005346599764,1025.0,79.95,1.0,3.9915240281900948,21.214517485318055,5.314891589150099,1.0,3.987635568688344,0.2636716186360954,0.0661222958051869,488.6376886466913,1.0,0.0124288294003658,0.01244094911365078,9.011740549357254,0.11513543755048655,0.012776159823941933,0.012776159823941933,yes,30.09032681514186,-0.011433618068033658,30.09032681514186,-0.011433618068033658,9.2050782321614,0.006323885097760557,3.8064156312432984,3.9720830558889725e-16,15,20,experimental_section_pressure_transfer_not_validated,analytic_wigley_parabolic_open_section_from_station_waterplane_beam,EXPERIMENTAL_OPEN_SECTION_BEM_REFERENCE_NOT_HARD_GATE,"A1/Ma Eq.30 time-pressure p=-rho*i*omega*phi; A33 uses the heave generalized-force row, and A53 multiplies the same section heave force by the longitudinal pitch lever.",independent_open_section_bem_scale_reported,false,The independent section-BEM comparison is a scale audit only; it is not a coefficient fit and does not alter matched_bie_station_sweep.,diagnostic_open_section_pressure_reference_not_hard_gate,INFO
