benchmark,coefficient,source_row,station_index,x_m,x_over_l,waterplane_beam_m,effective_draft_m,submerged_area_m2,body_normal_velocity_norm,body_potential_norm,body_potential_to_body_normal_velocity_gain,body_potential_norm_to_submerged_area_ratio,free_surface_potential_norm,control_potential_norm,inner_free_surface_normal_derivative_norm,free_surface_potential_to_body_potential_ratio,control_potential_to_body_potential_ratio,inner_free_surface_normal_derivative_to_body_normal_velocity_ratio,time_pressure_to_body_potential_gain,time_derivative_pressure_norm,time_derivative_density_value_per_m,time_derivative_density_per_submerged_area,time_derivative_density_per_beam,station_trapezoid_weight_m,station_time_derivative_contribution_value,station_abs_contribution_share,station_contribution_sign,station_scale_flag,coefficient_reference_value,coefficient_computed_value,coefficient_gate_error_ratio,coefficient_status,coefficient_time_component_value,station_integral_time_component_value,station_integral_minus_reported_time_component,required_global_scale_to_reference_from_time_integral,computed_over_reference,failure_source,gate_role
ma2005_wigley_iii_coefficients,A33,0,0,0.075,0.024999999999999998,0.02925000000000001,0.1875,0.003656250000000001,1.894697656709786,180.24232842365487,95.12986295483812,49297.04709023038,12.763340953455375,4.643863396849394,127.44176862448725,0.07081211758125693,0.025764555071293323,67.26232450500557,1853.205480264758,334026.07081039756,-0.35598045169981796,-97.3621748238818,-12.170271852985225,0.0375,-0.013349266938743174,0.000812889269014249,negative,background_station,1.0,16.394477563243775,102.62985042162518,FAIL,16.394477563243775,16.394477563243772,-3.552713678800501e-15,0.060996149230274244,16.394477563243775,open_section_time_pressure_scale_blocker,diagnostic_heave_time_pressure_station_scale_not_hard_gate
ma2005_wigley_iii_coefficients,A33,0,1,0.15,0.049999999999999996,0.05699999999999998,0.1875,0.007124999999999998,2.1117175911832584,195.018011259734,92.3504222695136,27370.948948734607,14.332991559396934,0.503072238619213,124.92307114858951,0.07349573235216511,0.0025796193662809847,59.15709168222224,1853.205480264758,361408.44721687335,20.717756511811064,2907.7552999033082,363.46941248791353,0.07499999999999998,1.5538317383858296,0.09461891441557438,positive,background_station,1.0,16.394477563243775,102.62985042162518,FAIL,16.394477563243775,16.394477563243772,-3.552713678800501e-15,0.060996149230274244,16.394477563243775,open_section_time_pressure_scale_blocker,diagnostic_heave_time_pressure_station_scale_not_hard_gate
ma2005_wigley_iii_coefficients,A33,0,2,0.22499999999999998,0.075,0.08325000000000002,0.1875,0.010406250000000002,2.391734047196529,168.348593399277,70.3876727417109,16177.642608939528,14.801988481198595,0.22013533187532683,153.1375010836039,0.08792463413158619,0.001307616104360467,64.02781331942154,1853.2054802647579,311984.5358824036,24.97038733542568,2399.5567409418068,299.94459261772585,0.075,1.872779050156926,0.11404086831831627,positive,peak_abs_time_contribution_station,1.0,16.394477563243775,102.62985042162518,FAIL,16.394477563243775,16.394477563243772,-3.552713678800501e-15,0.060996149230274244,16.394477563243775,open_section_time_pressure_scale_blocker,diagnostic_heave_time_pressure_station_scale_not_hard_gate
ma2005_wigley_iii_coefficients,A33,0,3,0.3,0.09999999999999999,0.10799999999999996,0.1875,0.013499999999999995,2.6869483654253603,133.31357640950003,49.61523567960178,9875.079734037043,13.75044411861724,0.1213110300243787,91.12483777266586,0.1031436143936303,0.0009099675613813476,33.913877521885404,1853.205480264758,247057.45039578003,23.84581334201824,1766.3565438532037,220.79456798165046,0.07500000000000001,1.7884360006513682,0.10890488892906447,positive,large_abs_time_contribution_station,1.0,16.394477563243775,102.62985042162518,FAIL,16.394477563243775,16.394477563243772,-3.552713678800501e-15,0.060996149230274244,16.394477563243775,open_section_time_pressure_scale_blocker,diagnostic_heave_time_pressure_station_scale_not_hard_gate
ma2005_wigley_iii_coefficients,A33,0,4,0.375,0.125,0.13125,0.1875,0.01640625,2.971179990303355,49.832461522904154,16.77194302786628,3037.4071785389197,11.800721255244344,0.2928461505498528,53.50610623251837,0.23680791384990002,0.005876614190837311,18.008369202518573,1853.2054802647579,92349.79078932866,9.554921459954302,582.3952127972146,72.79940159965183,0.07499999999999998,0.7166191094965725,0.043637750803352804,positive,background_station,1.0,16.394477563243775,102.62985042162518,FAIL,16.394477563243775,16.394477563243772,-3.552713678800501e-15,0.060996149230274244,16.394477563243775,open_section_time_pressure_scale_blocker,diagnostic_heave_time_pressure_station_scale_not_hard_gate
ma2005_wigley_iii_coefficients,A33,0,5,0.44999999999999996,0.15,0.153,0.1875,0.019125,3.2305892701869174,35.11972226615158,10.870995762367402,1836.3253472497556,10.427291524795182,0.4528434041794294,34.5650155575122,0.29690700415489946,0.01289427634841749,10.699291264442389,1853.2054802647583,65084.06176900836,9.168560790028693,479.4018713740493,59.92523392175616,0.07500000000000001,0.687642059252152,0.04187322445898757,positive,background_station,1.0,16.394477563243775,102.62985042162518,FAIL,16.394477563243775,16.394477563243772,-3.552713678800501e-15,0.060996149230274244,16.394477563243775,open_section_time_pressure_scale_blocker,diagnostic_heave_time_pressure_station_scale_not_hard_gate
ma2005_wigley_iii_coefficients,A33,0,6,0.525,0.17500000000000002,0.17325000000000004,0.1875,0.021656250000000005,3.461199404316128,30.3982708564346,8.7825829446659,1403.6719587386824,9.413745574722874,0.4996940913300131,19.368233393770872,0.3096802979084649,0.016438240638422353,5.595815534238974,1853.2054802647579,56334.24214171708,9.537870056741719,440.42112816123364,55.052641020154205,0.07500000000000001,0.715340254255629,0.0435598762873396,positive,background_station,1.0,16.394477563243775,102.62985042162518,FAIL,16.394477563243775,16.394477563243772,-3.552713678800501e-15,0.060996149230274244,16.394477563243775,open_section_time_pressure_scale_blocker,diagnostic_heave_time_pressure_station_scale_not_hard_gate
ma2005_wigley_iii_coefficients,A33,0,7,0.6,0.19999999999999998,0.19199999999999998,0.1875,0.023999999999999997,3.663555149229476,26.699011005362827,7.2877327944628325,1112.458791890118,8.59682438584532,0.5129294052712199,12.524201938883257,0.32199036826190086,0.01921155076374146,3.418592440601683,1853.205480264758,49478.75351278748,9.49916225532766,395.7984273053192,49.4748034131649,0.07499999999999996,0.712437169149574,0.04338309603861312,positive,background_station,1.0,16.394477563243775,102.62985042162518,FAIL,16.394477563243775,16.394477563243772,-3.552713678800501e-15,0.060996149230274244,16.394477563243775,open_section_time_pressure_scale_blocker,diagnostic_heave_time_pressure_station_scale_not_hard_gate
ma2005_wigley_iii_coefficients,A33,0,8,0.6749999999999999,0.22499999999999998,0.20925,0.1875,0.02615625,3.8395497732774957,23.692192685551156,6.170565322643846,905.7947024344528,7.902930573968752,0.5061072445476221,8.7771595283248,0.3335668706927412,0.021361773106643483,2.2859866511985567,1853.2054802647579,43906.501324352015,9.295925891286663,355.3997951268497,44.424974390856214,0.07500000000000001,0.6971944418464998,0.04245490653487202,positive,background_station,1.0,16.394477563243775,102.62985042162518,FAIL,16.394477563243775,16.394477563243772,-3.552713678800501e-15,0.060996149230274244,16.394477563243775,open_section_time_pressure_scale_blocker,diagnostic_heave_time_pressure_station_scale_not_hard_gate
ma2005_wigley_iii_coefficients,A33,0,9,0.75,0.25,0.22499999999999998,0.1875,0.028124999999999997,3.9915240281900948,21.214517485318055,5.314891589150099,754.2939550335309,7.29223513805241,0.48522869807370067,6.369571417591655,0.3437379682615526,0.02287248335530201,1.5957742888697717,1853.205480264758,39314.860064963956,9.011740549357254,320.41744175492465,40.05218021936558,0.07500000000000001,0.6758805412017942,0.04115701945280066,positive,background_station,1.0,16.394477563243775,102.62985042162518,FAIL,16.394477563243775,16.394477563243772,-3.552713678800501e-15,0.060996149230274244,16.394477563243775,open_section_time_pressure_scale_blocker,diagnostic_heave_time_pressure_station_scale_not_hard_gate
