benchmark,candidate_name,candidate_order,row_count,pass_count,fail_count,pass_fraction,median_gate_error_ratio,max_gate_error_ratio,median_abs_error,max_abs_error,median_rel_error,max_rel_error,candidate_gate_status,gate_role,path_diagnostic_status
ma2005_wigley_iii_coefficients,inner_a_normalized_by_2pi,3,8,0,8,0.0,147.1757240418777,289.28719459249066,6.303303417281261,32.86873441690378,35.89948653151921,61.03359019850945,FAIL,diagnostic_inner_free_surface_self_block_candidate_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,current_default,0,8,0,8,0.0,99.23737886790161,299.1013432240912,4.954681968160329,29.247276140330317,26.897897726654218,61.530154474624034,FAIL,diagnostic_inner_free_surface_self_block_candidate_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,free_self_diagonal_removed,1,8,0,8,0.0,359.0772285526863,1750.3911831747891,23.41097936077282,117.62124340099476,93.82235019688963,337.36641150569545,FAIL,diagnostic_inner_free_surface_self_block_candidate_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,free_self_diagonal_opposite_sign,2,8,0,8,0.0,78699.612417431,246913.30608467618,2437.7028822327648,12502.714688596721,17163.44501823231,54557.53618730466,FAIL,diagnostic_inner_free_surface_self_block_candidate_not_hard_gate,INFO
