benchmark,source_row,hull,speed_case,omega_e_sqrt_l_over_g,coefficient,reference_value,station_index,x_m,x_over_l,total_density_value_per_m,time_derivative_density_value_per_m,pressure_gradient_density_value_per_m,stokes_body_forward_density_value_per_m,total_density_sign,pressure_gradient_density_sign,stokes_body_forward_density_sign
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,1.0,A33,1.0,0,0.075,0.024999999999999998,-0.35598045169981796,-0.35598045169981796,0.0,0.0,negative,zero,zero
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,1.0,A33,1.0,1,0.15,0.049999999999999996,20.717756511811064,20.717756511811064,0.0,0.0,positive,zero,zero
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,1.0,A33,1.0,2,0.22499999999999998,0.075,24.97038733542568,24.97038733542568,0.0,0.0,positive,zero,zero
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,1.0,A33,1.0,3,0.3,0.09999999999999999,23.84581334201824,23.84581334201824,0.0,0.0,positive,zero,zero
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,1.0,A33,1.0,4,0.375,0.125,9.554921459954302,9.554921459954302,0.0,0.0,positive,zero,zero
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,1.0,A33,1.0,5,0.44999999999999996,0.15,9.168560790028693,9.168560790028693,0.0,0.0,positive,zero,zero
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,1.0,A33,1.0,6,0.525,0.17500000000000002,9.537870056741719,9.537870056741719,0.0,0.0,positive,zero,zero
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,1.0,A33,1.0,7,0.6,0.19999999999999998,9.49916225532766,9.49916225532766,0.0,0.0,positive,zero,zero
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,1.0,A33,1.0,8,0.6749999999999999,0.22499999999999998,9.295925891286663,9.295925891286663,0.0,0.0,positive,zero,zero
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,1.0,A33,1.0,9,0.75,0.25,9.011740549357254,9.011740549357254,0.0,0.0,positive,zero,zero
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,1.0,A33,1.0,10,0.825,0.27499999999999997,8.674898297858656,8.674898297858656,0.0,0.0,positive,zero,zero
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,1.0,A33,1.0,11,0.8999999999999999,0.3,8.297734991063097,8.297734991063097,0.0,0.0,positive,zero,zero
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,1.0,A33,1.0,12,0.975,0.325,7.887823259739325,7.887823259739325,0.0,0.0,positive,zero,zero
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,1.0,A33,1.0,13,1.05,0.35000000000000003,7.451448480534449,7.451448480534449,0.0,0.0,positive,zero,zero
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,1.0,A33,1.0,14,1.125,0.375,6.994679024506796,6.994679024506796,0.0,0.0,positive,zero,zero
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,1.0,A33,1.0,15,1.2,0.39999999999999997,6.523443425617598,6.523443425617598,0.0,0.0,positive,zero,zero
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,1.0,A33,1.0,16,1.275,0.425,6.043213335377655,6.043213335377655,0.0,0.0,positive,zero,zero
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,1.0,A33,1.0,17,1.3499999999999999,0.44999999999999996,5.558726564496182,5.558726564496182,0.0,0.0,positive,zero,zero
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,1.0,A33,1.0,18,1.425,0.47500000000000003,5.074059327915735,5.074059327915735,0.0,0.0,positive,zero,zero
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,1.0,A33,1.0,19,1.5,0.5,4.593093456836307,4.593093456836307,0.0,0.0,positive,zero,zero
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,1.0,A33,1.0,20,1.575,0.525,4.120102898155556,4.120102898155556,0.0,0.0,positive,zero,zero
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,1.0,A33,1.0,21,1.65,0.5499999999999999,3.6600287015637645,3.6600287015637645,0.0,0.0,positive,zero,zero
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,1.0,A33,1.0,22,1.7249999999999999,0.575,3.2181748766231983,3.2181748766231983,0.0,0.0,positive,zero,zero
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,1.0,A33,1.0,23,1.7999999999999998,0.6,2.7994623773549785,2.7994623773549785,0.0,0.0,positive,zero,zero
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,1.0,A33,1.0,24,1.875,0.625,2.407715962178535,2.407715962178535,0.0,0.0,positive,zero,zero
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,1.0,A33,1.0,25,1.95,0.65,2.0454173103474447,2.0454173103474447,0.0,0.0,positive,zero,zero
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,1.0,A33,1.0,26,2.025,0.6749999999999999,1.713980330177017,1.713980330177017,0.0,0.0,positive,zero,zero
