benchmark,source_row,hull,speed_case,omega_e_sqrt_l_over_g,coefficient,row_idx,col_idx,candidate_name,candidate_order,candidate_class,candidate_description,reference_value,candidate_reference_value,current_computed_value,candidate_value,time_derivative_component_value,forward_speed_pressure_gradient_component_value,stokes_body_forward_speed_component_value,end_contour_component_value,eq31_direct_time_plus_gradient_value,eq32_stokes_time_plus_body_plus_end_value,current_hybrid_time_plus_gradient_plus_end_value,forward_identity_residual_value,forward_identity_residual_over_effective_tolerance,current_minus_eq31_direct_value,current_minus_eq32_stokes_value,candidate_abs_error,candidate_rel_error,candidate_gate_error_ratio,current_gate_error_ratio,gate_ratio_delta_vs_current,candidate_gate_status,current_gate_status,candidate_row_decision,candidate_default_gate_eligible,candidate_exclusion_reason,gate_role
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,1.0,A33,2,2,current_hybrid_eq30_gradient_plus_end,0,baseline_current_hybrid,Current default: Eq.30 time pressure plus finite-difference forward gradient plus Eq.32 end term.,1.0,1.0,16.394477563243775,16.394477563243775,16.394477563243775,0.0,0.0,0.0,16.394477563243775,16.394477563243775,16.394477563243775,0.0,0.0,0.0,0.0,15.394477563243775,15.394477563243775,102.62985042162518,102.62985042162518,0.0,FAIL,FAIL,baseline_current_default,false,diagnostic-only until either the Eq.31 direct-gradient route or the Eq.32 Stokes route passes all Wigley III coefficients and the forward-speed identity residual is explained,diagnostic_eq31_eq32_forward_identity_not_hard_gate
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,1.0,A33,2,2,eq31_direct_time_plus_gradient,1,equation_consistent_eq31_direct_gradient,"Eq.31 direct-gradient path: Eq.30 time pressure plus finite-difference forward gradient, without Eq.32 end term.",1.0,1.0,16.394477563243775,16.394477563243775,16.394477563243775,0.0,0.0,0.0,16.394477563243775,16.394477563243775,16.394477563243775,0.0,0.0,0.0,0.0,15.394477563243775,15.394477563243775,102.62985042162518,102.62985042162518,0.0,FAIL,FAIL,neutral_or_not_evaluable,false,diagnostic-only until either the Eq.31 direct-gradient route or the Eq.32 Stokes route passes all Wigley III coefficients and the forward-speed identity residual is explained,diagnostic_eq31_eq32_forward_identity_not_hard_gate
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,1.0,A33,2,2,eq32_stokes_time_plus_body_plus_end,2,equation_consistent_eq32_stokes,Eq.32 Stokes path: Eq.30 time pressure plus Stokes body forward-speed term plus end-contour term.,1.0,1.0,16.394477563243775,16.394477563243775,16.394477563243775,0.0,0.0,0.0,16.394477563243775,16.394477563243775,16.394477563243775,0.0,0.0,0.0,0.0,15.394477563243775,15.394477563243775,102.62985042162518,102.62985042162518,0.0,FAIL,FAIL,neutral_or_not_evaluable,false,diagnostic-only until either the Eq.31 direct-gradient route or the Eq.32 Stokes route passes all Wigley III coefficients and the forward-speed identity residual is explained,diagnostic_eq31_eq32_forward_identity_not_hard_gate
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,1.0,A33,2,2,forward_identity_gradient_minus_body_end,3,diagnostic_eq31_eq32_forward_identity_residual,Forward-speed identity residual: Eq.31 gradient term minus Eq.32 body-plus-end term.,1.0,0.0,16.394477563243775,0.0,16.394477563243775,0.0,0.0,0.0,16.394477563243775,16.394477563243775,16.394477563243775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102.62985042162518,-102.62985042162518,PASS,FAIL,identity_closed,false,diagnostic-only until either the Eq.31 direct-gradient route or the Eq.32 Stokes route passes all Wigley III coefficients and the forward-speed identity residual is explained,diagnostic_eq31_eq32_forward_identity_not_hard_gate
ma2005_wigley_iii_coefficients,1,wigley_iii,Fn0.4,2.0,B33,2,2,current_hybrid_eq30_gradient_plus_end,0,baseline_current_hybrid,Current default: Eq.30 time pressure plus finite-difference forward gradient plus Eq.32 end term.,2.1,2.1,31.34727614033032,31.347276140330326,-0.0,31.774452682370107,-0.0,-0.4271765420397827,31.774452682370107,-0.4271765420397827,31.347276140330326,32.20162922440989,102.227394363206,-0.4271765420397813,31.774452682370107,29.247276140330325,13.92727435253825,92.84849568358833,92.84849568358831,1.4210854715202004e-14,FAIL,FAIL,baseline_current_default,false,diagnostic-only until either the Eq.31 direct-gradient route or the Eq.32 Stokes route passes all Wigley III coefficients and the forward-speed identity residual is explained,diagnostic_eq31_eq32_forward_identity_not_hard_gate
ma2005_wigley_iii_coefficients,1,wigley_iii,Fn0.4,2.0,B33,2,2,eq31_direct_time_plus_gradient,1,equation_consistent_eq31_direct_gradient,"Eq.31 direct-gradient path: Eq.30 time pressure plus finite-difference forward gradient, without Eq.32 end term.",2.1,2.1,31.34727614033032,31.774452682370107,-0.0,31.774452682370107,-0.0,-0.4271765420397827,31.774452682370107,-0.4271765420397827,31.347276140330326,32.20162922440989,102.227394363206,-0.4271765420397813,31.774452682370107,29.674452682370106,14.130691753509574,94.20461169006383,92.84849568358831,1.356116006475517,FAIL,FAIL,equation_path_worsens_this_coefficient,false,diagnostic-only until either the Eq.31 direct-gradient route or the Eq.32 Stokes route passes all Wigley III coefficients and the forward-speed identity residual is explained,diagnostic_eq31_eq32_forward_identity_not_hard_gate
ma2005_wigley_iii_coefficients,1,wigley_iii,Fn0.4,2.0,B33,2,2,eq32_stokes_time_plus_body_plus_end,2,equation_consistent_eq32_stokes,Eq.32 Stokes path: Eq.30 time pressure plus Stokes body forward-speed term plus end-contour term.,2.1,2.1,31.34727614033032,-0.4271765420397827,-0.0,31.774452682370107,-0.0,-0.4271765420397827,31.774452682370107,-0.4271765420397827,31.347276140330326,32.20162922440989,102.227394363206,-0.4271765420397813,31.774452682370107,2.5271765420397827,1.203417400971325,8.022782673142167,92.84849568358831,-84.82571301044615,FAIL,FAIL,equation_path_improves_but_still_fails,false,diagnostic-only until either the Eq.31 direct-gradient route or the Eq.32 Stokes route passes all Wigley III coefficients and the forward-speed identity residual is explained,diagnostic_eq31_eq32_forward_identity_not_hard_gate
ma2005_wigley_iii_coefficients,1,wigley_iii,Fn0.4,2.0,B33,2,2,forward_identity_gradient_minus_body_end,3,diagnostic_eq31_eq32_forward_identity_residual,Forward-speed identity residual: Eq.31 gradient term minus Eq.32 body-plus-end term.,2.1,0.0,31.34727614033032,32.20162922440989,-0.0,31.774452682370107,-0.0,-0.4271765420397827,31.774452682370107,-0.4271765420397827,31.347276140330326,32.20162922440989,102.227394363206,-0.4271765420397813,31.774452682370107,32.20162922440989,32201629224409.895,6440.325844881978,92.84849568358831,6347.47734919839,FAIL,FAIL,identity_not_closed,false,diagnostic-only until either the Eq.31 direct-gradient route or the Eq.32 Stokes route passes all Wigley III coefficients and the forward-speed identity residual is explained,diagnostic_eq31_eq32_forward_identity_not_hard_gate
ma2005_wigley_iii_coefficients,2,wigley_iii,Fn0.4,1.5,A35,2,4,current_hybrid_eq30_gradient_plus_end,0,baseline_current_hybrid,Current default: Eq.30 time pressure plus finite-difference forward gradient plus Eq.32 end term.,-0.2,-0.2,-7.911851848703237,-7.911851848703239,-2.339002757088958,-5.648791587976908,0.0,0.075942496362628,-7.987794345065867,-2.26306026072633,-7.911851848703239,-5.724734084339536,95.41223473899227,0.07594249636262784,-5.648791587976909,7.711851848703239,38.55925924351619,128.53086414505398,128.53086414505395,2.842170943040401e-14,FAIL,FAIL,baseline_current_default,false,diagnostic-only until either the Eq.31 direct-gradient route or the Eq.32 Stokes route passes all Wigley III coefficients and the forward-speed identity residual is explained,diagnostic_eq31_eq32_forward_identity_not_hard_gate
ma2005_wigley_iii_coefficients,2,wigley_iii,Fn0.4,1.5,A35,2,4,eq31_direct_time_plus_gradient,1,equation_consistent_eq31_direct_gradient,"Eq.31 direct-gradient path: Eq.30 time pressure plus finite-difference forward gradient, without Eq.32 end term.",-0.2,-0.2,-7.911851848703237,-7.987794345065867,-2.339002757088958,-5.648791587976908,0.0,0.075942496362628,-7.987794345065867,-2.26306026072633,-7.911851848703239,-5.724734084339536,95.41223473899227,0.07594249636262784,-5.648791587976909,7.787794345065866,38.93897172532933,129.79657241776445,128.53086414505395,1.2657082727104978,FAIL,FAIL,equation_path_worsens_this_coefficient,false,diagnostic-only until either the Eq.31 direct-gradient route or the Eq.32 Stokes route passes all Wigley III coefficients and the forward-speed identity residual is explained,diagnostic_eq31_eq32_forward_identity_not_hard_gate
