benchmark,candidate_name,candidate_order,time_derivative_pressure_scale,forward_speed_pressure_gradient_scale,stokes_body_forward_speed_scale,end_contour_scale,row_count,pass_count,fail_count,pass_fraction,median_gate_error_ratio,max_gate_error_ratio,median_gate_ratio_delta_vs_current,max_gate_ratio_delta_vs_current,improved_row_count,worsened_row_count,median_time_derivative_contribution_value,median_forward_speed_pressure_gradient_contribution_value,median_stokes_body_forward_speed_contribution_value,median_end_contour_contribution_value,max_abs_current_force_closure_residual_value,candidate_gate_status,gate_role,path_diagnostic_status
ma2005_wigley_iii_coefficients,all_terms_include_stokes,13,1.0,1.0,1.0,1.0,8,0,8,0.0,94.34670149888316,159.65593024101003,0.0,69.30378539522846,3,3,0.7812696977716508,-0.12913519953982996,0.0,0.00274247947720475,1.5466774951267551e-15,FAIL,diagnostic_eq30_pressure_balance_candidate_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,time_only_no_gradient_no_end,1,1.0,0.0,0.0,0.0,8,0,8,0.0,63.18173000756268,164.81515449480793,-43.09091450846082,68.97024718062988,4,2,0.7812696977716508,0.0,0.0,0.0,1.5466774951267551e-15,FAIL,diagnostic_eq30_pressure_balance_candidate_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,gradient_removed_keep_time_end,3,1.0,0.0,0.0,1.0,8,0,8,0.0,58.92937427114446,165.1112386488921,-42.412856505223075,69.26633133471407,4,2,0.7812696977716508,0.0,0.0,0.00274247947720475,1.5466774951267551e-15,FAIL,diagnostic_eq30_pressure_balance_candidate_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,gradient_half_keep_time_end,5,1.0,0.5,0.0,1.0,8,0,8,0.0,100.3764125076452,166.70082883401088,-23.53663161657044,34.63316566735702,4,2,0.7812696977716508,-0.06456759976991498,0.0,0.00274247947720475,1.5466774951267551e-15,FAIL,diagnostic_eq30_pressure_balance_candidate_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,gradient_flipped_keep_time_end,4,1.0,-1.0,0.0,1.0,8,0,8,0.0,118.75424361039452,234.3775699836062,3.430295248963219,138.53266266942816,2,4,0.7812696977716508,0.12913519953982996,0.0,0.00274247947720475,1.5466774951267551e-15,FAIL,diagnostic_eq30_pressure_balance_candidate_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,time_flipped_keep_gradient_end,8,-1.0,1.0,0.0,1.0,8,0,8,0.0,128.54917838372194,240.45206834210452,3.3333333333333357,144.60716102792648,3,5,-0.7812696977716508,-0.12913519953982996,0.0,0.00274247947720475,1.5466774951267551e-15,FAIL,diagnostic_eq30_pressure_balance_candidate_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,time_plus_stokes_plus_end,12,1.0,0.0,1.0,1.0,8,0,8,0.0,133.87054453525866,243.27814165331864,0.0,88.43492606779586,3,3,0.7812696977716508,0.0,0.0,0.00274247947720475,1.5466774951267551e-15,FAIL,diagnostic_eq30_pressure_balance_candidate_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,time_removed_keep_gradient_end,7,0.0,1.0,0.0,1.0,8,0,8,0.0,80.92553268710063,262.8789607391495,-37.60288088487883,1.4210854715202004e-14,7,1,0.0,-0.12913519953982996,0.0,0.00274247947720475,1.5466774951267551e-15,FAIL,diagnostic_eq30_pressure_balance_candidate_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,time_half_keep_gradient_end,9,0.5,1.0,0.0,1.0,8,0,8,0.0,70.4150437805338,280.99015198162044,-31.447780870416505,1.4210854715202004e-14,7,1,0.3906348488858254,-0.12913519953982996,0.0,0.00274247947720475,1.5466774951267551e-15,FAIL,diagnostic_eq30_pressure_balance_candidate_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,current_default,0,1.0,1.0,0.0,1.0,8,0,8,0.0,99.23737886790158,299.1013432240914,0.0,2.2737367544323206e-13,3,3,0.7812696977716508,-0.12913519953982996,0.0,0.00274247947720475,1.5466774951267551e-15,FAIL,diagnostic_eq30_pressure_balance_candidate_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,time_plus_gradient_no_end,2,1.0,1.0,0.0,0.0,8,0,8,0.0,99.0893367908595,307.69007793176957,0.6328541363552489,8.588734707678384,2,4,0.7812696977716508,-0.12913519953982996,0.0,0.0,1.5466774951267551e-15,FAIL,diagnostic_eq30_pressure_balance_candidate_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,end_flipped_keep_pressure,11,1.0,1.0,0.0,-1.0,8,0,8,0.0,99.09528905908226,316.2788126394477,1.2657082727104836,17.17746941535654,2,4,0.7812696977716508,-0.12913519953982996,0.0,-0.00274247947720475,1.5466774951267551e-15,FAIL,diagnostic_eq30_pressure_balance_candidate_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,time_double_keep_gradient_end,10,2.0,1.0,0.0,1.0,8,0,8,0.0,205.59815934516422,335.32372570903334,62.895561740833024,168.14848782814124,1,7,1.5625393955433016,-0.12913519953982996,0.0,0.00274247947720475,1.5466774951267551e-15,FAIL,diagnostic_eq30_pressure_balance_candidate_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,gradient_double_keep_time_end,6,1.0,2.0,0.0,1.0,8,0,8,0.0,148.174812230972,563.9023720042522,47.073263233140906,264.80102878016106,2,4,0.7812696977716508,-0.25827039907965993,0.0,0.00274247947720475,1.5466774951267551e-15,FAIL,diagnostic_eq30_pressure_balance_candidate_not_hard_gate,INFO
