benchmark,source_row,hull,speed_case,omega_e_sqrt_l_over_g,coefficient,reference_value,mode_column,generalized_row,station_index,x_m,x_over_l,pitch_base_lever_arm_m,pitch_radiation_lever_arm_m,pitch_moment_lever_arm_m,pitch_moment_to_radiation_lever_ratio,pitch_moment_minus_base_lever_m,pitch_radiation_minus_base_lever_m,pitch_body_condition_oscillation_norm,pitch_body_condition_forward_speed_norm,pitch_body_condition_forward_to_oscillation_norm_ratio,pitch_body_condition_forward_oscillation_real_alignment,pitch_body_condition_forward_oscillation_phase_deg,total_density_value_per_m,time_derivative_density_value_per_m,pressure_gradient_density_value_per_m,stokes_body_forward_density_value_per_m,gate_role
ma2005_wigley_iii_coefficients,2,wigley_iii,Fn0.4,1.5,A35,-0.2,pitch,heave_force,10,0.825,0.27499999999999997,0.675,0.675,0.675,1.0,0.0,0.0,4.173492547578299,4.946361537870576,1.1851851851851853,0.0,-90.0,-3.6310812602854967,-1.2197186695774893,-2.411362590708007,0.0,diagnostic_pitch_generalized_force_coordinate_audit_not_hard_gate
ma2005_wigley_iii_coefficients,2,wigley_iii,Fn0.4,1.5,A35,-0.2,pitch,heave_force,11,0.8999999999999999,0.3,0.6000000000000001,0.6000000000000001,0.6000000000000001,1.0,0.0,0.0,3.8097858243579132,5.079714432477217,1.3333333333333333,0.0,-90.0,-3.492950998266971,-1.2507353649914823,-2.242215633275489,0.0,diagnostic_pitch_generalized_force_coordinate_audit_not_hard_gate
ma2005_wigley_iii_coefficients,2,wigley_iii,Fn0.4,1.5,A35,-0.2,pitch,heave_force,12,0.975,0.325,0.525,0.525,0.525,1.0,0.0,0.0,3.4074135211047847,5.192249175016814,1.523809523809524,0.0,-90.0,-3.365072422245841,-1.2697960788809342,-2.0952763433649073,0.0,diagnostic_pitch_generalized_force_coordinate_audit_not_hard_gate
ma2005_wigley_iii_coefficients,2,wigley_iii,Fn0.4,1.5,A35,-0.2,pitch,heave_force,13,1.05,0.35000000000000003,0.44999999999999996,0.44999999999999996,0.44999999999999996,1.0,0.0,0.0,2.9733715305216015,5.285993832038404,1.7777777777777781,0.0,-90.0,-3.2418100924471,-1.2764946846735699,-1.9653154077735306,0.0,diagnostic_pitch_generalized_force_coordinate_audit_not_hard_gate
ma2005_wigley_iii_coefficients,2,wigley_iii,Fn0.4,1.5,A35,-0.2,pitch,heave_force,14,1.125,0.375,0.375,0.375,0.375,1.0,0.0,0.0,2.513739336061456,5.362643916931107,2.1333333333333337,0.0,-90.0,-3.1181622961213833,-1.2708629505367128,-1.847299345584671,0.0,diagnostic_pitch_generalized_force_coordinate_audit_not_hard_gate
ma2005_wigley_iii_coefficients,2,wigley_iii,Fn0.4,1.5,A35,-0.2,pitch,heave_force,15,1.2,0.39999999999999997,0.30000000000000004,0.30000000000000004,0.30000000000000004,1.0,0.0,0.0,2.0338426739593536,5.42358046389161,2.666666666666667,0.0,-90.0,-2.9911267884992085,-1.2532965182102855,-1.7378302702889235,0.0,diagnostic_pitch_generalized_force_coordinate_audit_not_hard_gate
ma2005_wigley_iii_coefficients,2,wigley_iii,Fn0.4,1.5,A35,-0.2,pitch,heave_force,16,1.275,0.425,0.2250000000000001,0.2250000000000001,0.2250000000000001,1.0,0.0,0.0,1.5384075269501432,5.469893429156063,3.5555555555555545,0.0,-90.0,-2.859628408934431,-1.2243642175280083,-1.6352641914064234,0.0,diagnostic_pitch_generalized_force_coordinate_audit_not_hard_gate
ma2005_wigley_iii_coefficients,2,wigley_iii,Fn0.4,1.5,A35,-0.2,pitch,heave_force,17,1.3499999999999999,0.44999999999999996,0.15000000000000013,0.15000000000000013,0.15000000000000013,1.0,0.0,0.0,1.0317008373038725,5.502404465620649,5.333333333333329,0.0,-90.0,-2.72354252903888,-1.1846255226258606,-1.53891700641302,0.0,diagnostic_pitch_generalized_force_coordinate_audit_not_hard_gate
ma2005_wigley_iii_coefficients,2,wigley_iii,Fn0.4,1.5,A35,-0.2,pitch,heave_force,18,1.425,0.47500000000000003,0.07499999999999996,0.07499999999999996,0.07499999999999996,1.0,0.0,0.0,0.5176580748721046,5.521686131969119,10.666666666666673,0.0,-90.0,-2.5824533963672427,-1.1345922090337812,-1.4478611873334613,0.0,diagnostic_pitch_generalized_force_coordinate_audit_not_hard_gate
ma2005_wigley_iii_coefficients,2,wigley_iii,Fn0.4,1.5,A35,-0.2,pitch,heave_force,19,1.5,0.5,0.0,0.0,0.0,,0.0,0.0,0.0,5.528076153739918,,,,-2.434971685298457,-1.0748879797661686,-1.360083705532289,0.0,diagnostic_pitch_generalized_force_coordinate_audit_not_hard_gate
ma2005_wigley_iii_coefficients,2,wigley_iii,Fn0.4,1.5,A35,-0.2,pitch,heave_force,20,1.575,0.525,-0.07499999999999996,-0.07499999999999996,-0.07499999999999996,1.0,0.0,0.0,0.5176580748721045,5.521686131969118,10.666666666666675,0.0,90.0,-2.2791517485123087,-1.0065116829643366,-1.2726400655479722,0.0,diagnostic_pitch_generalized_force_coordinate_audit_not_hard_gate
ma2005_wigley_iii_coefficients,2,wigley_iii,Fn0.4,1.5,A35,-0.2,pitch,heave_force,21,1.65,0.5499999999999999,-0.1499999999999999,-0.1499999999999999,-0.1499999999999999,1.0,0.0,0.0,1.0317008373038712,5.502404465620649,5.333333333333337,0.0,90.0,-2.113799818637817,-0.9310101069697625,-1.1827897116680548,0.0,diagnostic_pitch_generalized_force_coordinate_audit_not_hard_gate
ma2005_wigley_iii_coefficients,2,wigley_iii,Fn0.4,1.5,A35,-0.2,pitch,heave_force,22,1.7249999999999999,0.575,-0.22499999999999987,-0.22499999999999987,-0.22499999999999987,1.0,0.0,0.0,1.5384075269501412,5.469893429156063,3.555555555555558,0.0,90.0,-1.9397467630262373,-0.8504093784753199,-1.0893373845509176,0.0,diagnostic_pitch_generalized_force_coordinate_audit_not_hard_gate
ma2005_wigley_iii_coefficients,2,wigley_iii,Fn0.4,1.5,A35,-0.2,pitch,heave_force,23,1.7999999999999998,0.6,-0.2999999999999998,-0.2999999999999998,-0.2999999999999998,1.0,0.0,0.0,2.0338426739593523,5.42358046389161,2.6666666666666687,0.0,90.0,-1.7600833686643198,-0.7669213864788349,-0.9931619821854849,0.0,diagnostic_pitch_generalized_force_coordinate_audit_not_hard_gate
ma2005_wigley_iii_coefficients,2,wigley_iii,Fn0.4,1.5,A35,-0.2,pitch,heave_force,24,1.875,0.625,-0.375,-0.375,-0.375,1.0,0.0,0.0,2.513739336061456,5.362643916931107,2.1333333333333337,0.0,90.0,-1.5791245179850415,-0.6826045425842441,-0.8965199754007974,0.0,diagnostic_pitch_generalized_force_coordinate_audit_not_hard_gate
ma2005_wigley_iii_coefficients,2,wigley_iii,Fn0.4,1.5,A35,-0.2,pitch,heave_force,25,1.95,0.65,-0.44999999999999996,-0.44999999999999996,-0.44999999999999996,1.0,0.0,0.0,2.9733715305216015,5.285993832038404,1.7777777777777781,0.0,90.0,-1.4008647113578427,-0.5991759447446975,-0.8016887666131454,0.0,diagnostic_pitch_generalized_force_coordinate_audit_not_hard_gate
ma2005_wigley_iii_coefficients,2,wigley_iii,Fn0.4,1.5,A35,-0.2,pitch,heave_force,26,2.025,0.6749999999999999,-0.5249999999999999,-0.5249999999999999,-0.5249999999999999,1.0,0.0,0.0,3.407413521104784,5.192249175016814,1.5238095238095242,0.0,90.0,-1.2279637760976285,-0.5180373770440406,-0.709926399053588,0.0,diagnostic_pitch_generalized_force_coordinate_audit_not_hard_gate
ma2005_wigley_iii_coefficients,2,wigley_iii,Fn0.4,1.5,A35,-0.2,pitch,heave_force,27,2.1,0.7000000000000001,-0.6000000000000001,-0.6000000000000001,-0.6000000000000001,1.0,0.0,0.0,3.809785824357913,5.079714432477217,1.333333333333333,0.0,90.0,-1.0617091772558942,-0.4404278252931851,-0.6212813519627091,0.0,diagnostic_pitch_generalized_force_coordinate_audit_not_hard_gate
ma2005_wigley_iii_coefficients,2,wigley_iii,Fn0.4,1.5,A35,-0.2,pitch,heave_force,28,2.175,0.725,-0.6749999999999998,-0.6749999999999998,-0.6749999999999998,1.0,0.0,0.0,4.173492547578298,4.946361537870577,1.1851851851851856,0.0,90.0,-0.9026759940973932,-0.3675666126629712,-0.5351093814344219,0.0,diagnostic_pitch_generalized_force_coordinate_audit_not_hard_gate
ma2005_wigley_iii_coefficients,2,wigley_iii,Fn0.4,1.5,A35,-0.2,pitch,heave_force,29,2.25,0.75,-0.75,-0.75,-0.75,1.0,0.0,0.0,4.490464531713857,4.789828833828114,1.0666666666666667,0.0,90.0,-0.751542127661091,-0.3006954748294082,-0.4508466528316827,0.0,diagnostic_pitch_generalized_force_coordinate_audit_not_hard_gate
ma2005_wigley_iii_coefficients,2,wigley_iii,Fn0.4,1.5,A35,-0.2,pitch,heave_force,30,2.3249999999999997,0.7749999999999999,-0.8249999999999997,-0.8249999999999997,-0.8249999999999997,1.0,0.0,0.0,4.751442844430901,4.607459727932996,0.96969696969697,0.0,90.0,-0.6097080223865352,-0.24099628594885414,-0.3687117364376811,0.0,diagnostic_pitch_generalized_force_coordinate_audit_not_hard_gate
ma2005_wigley_iii_coefficients,2,wigley_iii,Fn0.4,1.5,A35,-0.2,pitch,heave_force,31,2.4,0.7999999999999999,-0.8999999999999999,-0.8999999999999999,-0.8999999999999999,1.0,0.0,0.0,4.945799451459793,4.396266179075374,0.8888888888888892,0.0,90.0,-0.4793795360430808,-0.18939177818834055,-0.2899877578547402,0.0,diagnostic_pitch_generalized_force_coordinate_audit_not_hard_gate
ma2005_wigley_iii_coefficients,2,wigley_iii,Fn0.4,1.5,A35,-0.2,pitch,heave_force,32,2.475,0.8250000000000001,-0.9750000000000001,-0.9750000000000001,-0.9750000000000001,1.0,0.0,0.0,5.062004128812337,4.153439285179353,0.8205128205128204,0.0,90.0,-0.3627522308029828,-0.1463500901923356,-0.21640214061064728,0.0,diagnostic_pitch_generalized_force_coordinate_audit_not_hard_gate
ma2005_wigley_iii_coefficients,2,wigley_iii,Fn0.4,1.5,A35,-0.2,pitch,heave_force,33,2.55,0.85,-1.0499999999999998,-1.0499999999999998,-1.0499999999999998,1.0,0.0,0.0,5.088178100544394,3.8767071242243016,0.7619047619047622,0.0,90.0,-0.24945169350380633,-0.11182799695366116,-0.13762369655014517,0.0,diagnostic_pitch_generalized_force_coordinate_audit_not_hard_gate
ma2005_wigley_iii_coefficients,2,wigley_iii,Fn0.4,1.5,A35,-0.2,pitch,heave_force,34,2.625,0.875,-1.125,-1.125,-1.125,1.0,0.0,0.0,5.013866233636912,3.5654159883640264,0.711111111111111,0.0,90.0,-0.11998643866052193,-0.08838428908606984,-0.031602149574452065,0.0,diagnostic_pitch_generalized_force_coordinate_audit_not_hard_gate
ma2005_wigley_iii_coefficients,2,wigley_iii,Fn0.4,1.5,A35,-0.2,pitch,heave_force,35,2.6999999999999997,0.8999999999999999,-1.1999999999999997,-1.1999999999999997,-1.1999999999999997,1.0,0.0,0.0,4.83650705776565,3.2243380385104348,0.6666666666666669,0.0,90.0,-0.08513333732743725,-0.08065877417529149,-0.004474563152145745,0.0,diagnostic_pitch_generalized_force_coordinate_audit_not_hard_gate
ma2005_wigley_iii_coefficients,2,wigley_iii,Fn0.4,1.5,A35,-0.2,pitch,heave_force,36,2.775,0.9249999999999999,-1.275,-1.275,-1.275,1.0,0.0,0.0,4.574191365263363,2.8700808566358353,0.627450980392157,0.0,90.0,-0.07381714001420872,-0.061660905257630474,-0.012156234756578232,0.0,diagnostic_pitch_generalized_force_coordinate_audit_not_hard_gate
ma2005_wigley_iii_coefficients,2,wigley_iii,Fn0.4,1.5,A35,-0.2,pitch,heave_force,37,2.85,0.9500000000000001,-1.35,-1.35,-1.35,1.0,0.0,0.0,4.276228122146097,2.5340611094199095,0.5925925925925926,0.0,90.0,-0.21496853923914083,-0.04449232225513705,-0.1704762169840038,0.0,diagnostic_pitch_generalized_force_coordinate_audit_not_hard_gate
ma2005_wigley_iii_coefficients,2,wigley_iii,Fn0.4,1.5,A35,-0.2,pitch,heave_force,38,2.925,0.975,-1.4249999999999998,-1.4249999999999998,-1.4249999999999998,1.0,0.0,0.0,4.049916241217167,2.2736371880517434,0.5614035087719299,0.0,90.0,-0.258276501743194,0.005213088541038387,-0.2634895902842324,0.0,diagnostic_pitch_generalized_force_coordinate_audit_not_hard_gate
ma2005_wigley_iii_coefficients,3,wigley_iii,Fn0.4,2.5,B35,0.13,pitch,heave_force,0,0.075,0.024999999999999998,1.425,1.425,1.425,1.0,0.0,0.0,6.749860402028612,2.2736371880517434,0.33684210526315794,0.0,-90.0,19.31212932664466,-0.14239218067992768,19.454521507324586,-0.0,diagnostic_pitch_generalized_force_coordinate_audit_not_hard_gate
ma2005_wigley_iii_coefficients,3,wigley_iii,Fn0.4,2.5,B35,0.13,pitch,heave_force,1,0.15,0.049999999999999996,1.35,1.35,1.35,1.0,0.0,0.0,7.127046870243498,2.5340611094199104,0.3555555555555556,0.0,-90.0,19.311975144441014,8.28710260472442,11.024872539716593,-0.0,diagnostic_pitch_generalized_force_coordinate_audit_not_hard_gate
ma2005_wigley_iii_coefficients,3,wigley_iii,Fn0.4,2.5,B35,0.13,pitch,heave_force,2,0.22499999999999998,0.075,1.275,1.275,1.275,1.0,0.0,0.0,7.623652275438934,2.8700808566358345,0.37647058823529417,0.0,-90.0,4.968778238357196,9.988154934170277,-5.01937669581308,-0.0,diagnostic_pitch_generalized_force_coordinate_audit_not_hard_gate
ma2005_wigley_iii_coefficients,3,wigley_iii,Fn0.4,2.5,B35,0.13,pitch,heave_force,3,0.3,0.09999999999999999,1.2,1.2,1.2,1.0,0.0,0.0,8.06084509627608,3.224338038510433,0.4000000000000002,0.0,-90.0,-5.8778606388398895,9.538325336807299,-15.41618597564719,-0.0,diagnostic_pitch_generalized_force_coordinate_audit_not_hard_gate
ma2005_wigley_iii_coefficients,3,wigley_iii,Fn0.4,2.5,B35,0.13,pitch,heave_force,4,0.375,0.125,1.125,1.125,1.125,1.0,0.0,0.0,8.356443722728185,3.5654159883640264,0.4266666666666667,0.0,-90.0,-10.37321332057288,3.8219685839817217,-14.1951819045546,-0.0,diagnostic_pitch_generalized_force_coordinate_audit_not_hard_gate
ma2005_wigley_iii_coefficients,3,wigley_iii,Fn0.4,2.5,B35,0.13,pitch,heave_force,5,0.44999999999999996,0.15,1.05,1.05,1.05,1.0,0.0,0.0,8.480296834240658,3.8767071242243016,0.45714285714285724,0.0,-90.0,2.8148000762903402,3.6674243160114743,-0.852624239721135,-0.0,diagnostic_pitch_generalized_force_coordinate_audit_not_hard_gate
ma2005_wigley_iii_coefficients,3,wigley_iii,Fn0.4,2.5,B35,0.13,pitch,heave_force,6,0.525,0.17500000000000002,0.975,0.975,0.975,1.0,0.0,0.0,8.436673548020561,4.1534392851793545,0.49230769230769245,0.0,-90.0,3.6534698332456945,3.815148022696689,-0.1616781894509948,-0.0,diagnostic_pitch_generalized_force_coordinate_audit_not_hard_gate
ma2005_wigley_iii_coefficients,3,wigley_iii,Fn0.4,2.5,B35,0.13,pitch,heave_force,7,0.6,0.19999999999999998,0.9,0.9,0.9,1.0,0.0,0.0,8.24299908576632,4.396266179075372,0.5333333333333334,0.0,-90.0,3.3603409197978,3.799664902131064,-0.439323982333264,-0.0,diagnostic_pitch_generalized_force_coordinate_audit_not_hard_gate
ma2005_wigley_iii_coefficients,3,wigley_iii,Fn0.4,2.5,B35,0.13,pitch,heave_force,8,0.6749999999999999,0.22499999999999998,0.8250000000000001,0.8250000000000001,0.8250000000000001,1.0,0.0,0.0,7.919071407384835,4.607459727932995,0.581818181818182,0.0,-90.0,3.2247300293242116,3.7183703565146673,-0.49364032719045553,-0.0,diagnostic_pitch_generalized_force_coordinate_audit_not_hard_gate
ma2005_wigley_iii_coefficients,3,wigley_iii,Fn0.4,2.5,B35,0.13,pitch,heave_force,9,0.75,0.25,0.75,0.75,0.75,1.0,0.0,0.0,7.484107552856427,4.789828833828114,0.6400000000000001,0.0,-90.0,3.1042870603125126,3.6046962197429013,-0.5004091594303889,-0.0,diagnostic_pitch_generalized_force_coordinate_audit_not_hard_gate
ma2005_wigley_iii_coefficients,3,wigley_iii,Fn0.4,2.5,B35,0.13,pitch,heave_force,10,0.825,0.27499999999999997,0.675,0.675,0.675,1.0,0.0,0.0,6.9558209126304975,4.946361537870576,0.7111111111111112,0.0,-90.0,2.954656963869871,3.469959319143465,-0.5153023552735931,-0.0,diagnostic_pitch_generalized_force_coordinate_audit_not_hard_gate
ma2005_wigley_iii_coefficients,3,wigley_iii,Fn0.4,2.5,B35,0.13,pitch,heave_force,11,0.8999999999999999,0.3,0.6000000000000001,0.6000000000000001,0.6000000000000001,1.0,0.0,0.0,6.349643040596521,5.079714432477217,0.8000000000000002,0.0,-90.0,2.7700053182147304,3.319093996425241,-0.5490886782105106,-0.0,diagnostic_pitch_generalized_force_coordinate_audit_not_hard_gate
ma2005_wigley_iii_coefficients,3,wigley_iii,Fn0.4,2.5,B35,0.13,pitch,heave_force,12,0.975,0.325,0.525,0.525,0.525,1.0,0.0,0.0,5.67902253517464,5.192249175016814,0.9142857142857144,0.0,-90.0,2.5559153288712815,3.1551293038957313,-0.5992139750244492,-0.0,diagnostic_pitch_generalized_force_coordinate_audit_not_hard_gate
ma2005_wigley_iii_coefficients,3,wigley_iii,Fn0.4,2.5,B35,0.13,pitch,heave_force,13,1.05,0.35000000000000003,0.44999999999999996,0.44999999999999996,0.44999999999999996,1.0,0.0,0.0,4.955619217536002,5.285993832038404,1.066666666666667,0.0,-90.0,2.3213534986296707,2.9805793922137793,-0.659225893584109,-0.0,diagnostic_pitch_generalized_force_coordinate_audit_not_hard_gate
ma2005_wigley_iii_coefficients,3,wigley_iii,Fn0.4,2.5,B35,0.13,pitch,heave_force,14,1.125,0.375,0.375,0.375,0.375,1.0,0.0,0.0,4.189565560102427,5.362643916931107,1.2800000000000002,0.0,-90.0,2.075107154421182,2.797871609802719,-0.7227644553815376,-0.0,diagnostic_pitch_generalized_force_coordinate_audit_not_hard_gate
ma2005_wigley_iii_coefficients,3,wigley_iii,Fn0.4,2.5,B35,0.13,pitch,heave_force,15,1.2,0.39999999999999997,0.30000000000000004,0.30000000000000004,0.30000000000000004,1.0,0.0,0.0,3.3897377899322567,5.42358046389161,1.5999999999999999,0.0,-90.0,1.8235270746198207,2.6093773702470395,-0.7858502956272193,-0.0,diagnostic_pitch_generalized_force_coordinate_audit_not_hard_gate
ma2005_wigley_iii_coefficients,3,wigley_iii,Fn0.4,2.5,B35,0.13,pitch,heave_force,16,1.275,0.425,0.2250000000000001,0.2250000000000001,0.2250000000000001,1.0,0.0,0.0,2.5640125449169044,5.469893429156063,2.1333333333333333,0.0,-90.0,1.5696991292648994,2.417285334151063,-0.8475862048861634,-0.0,diagnostic_pitch_generalized_force_coordinate_audit_not_hard_gate
ma2005_wigley_iii_coefficients,3,wigley_iii,Fn0.4,2.5,B35,0.13,pitch,heave_force,17,1.3499999999999999,0.44999999999999996,0.15000000000000013,0.15000000000000013,0.15000000000000013,1.0,0.0,0.0,1.7195013955064542,5.502404465620649,3.199999999999998,0.0,-90.0,1.314594397868415,2.223490625798472,-0.9088962279300575,-0.0,diagnostic_pitch_generalized_force_coordinate_audit_not_hard_gate
ma2005_wigley_iii_coefficients,3,wigley_iii,Fn0.4,2.5,B35,0.13,pitch,heave_force,18,1.425,0.47500000000000003,0.07499999999999996,0.07499999999999996,0.07499999999999996,1.0,0.0,0.0,0.8627634581201742,5.521686131969119,6.400000000000005,0.0,-90.0,1.059791605952996,2.029623731166295,-0.9698321252132992,-0.0,diagnostic_pitch_generalized_force_coordinate_audit_not_hard_gate
ma2005_wigley_iii_coefficients,3,wigley_iii,Fn0.4,2.5,B35,0.13,pitch,heave_force,19,1.5,0.5,0.0,0.0,0.0,,0.0,0.0,0.0,5.528076153739918,,,,0.8100408418845781,1.8372373827345234,-1.0271965408499448,-0.0,diagnostic_pitch_generalized_force_coordinate_audit_not_hard_gate
ma2005_wigley_iii_coefficients,3,wigley_iii,Fn0.4,2.5,B35,0.13,pitch,heave_force,20,1.575,0.525,-0.07499999999999996,-0.07499999999999996,-0.07499999999999996,1.0,0.0,0.0,0.862763458120174,5.521686131969118,6.400000000000005,0.0,90.0,0.5736612359849035,1.6480411592622226,-1.0743799232773197,-0.0,diagnostic_pitch_generalized_force_coordinate_audit_not_hard_gate
ma2005_wigley_iii_coefficients,3,wigley_iii,Fn0.4,2.5,B35,0.13,pitch,heave_force,21,1.65,0.5499999999999999,-0.1499999999999999,-0.1499999999999999,-0.1499999999999999,1.0,0.0,0.0,1.7195013955064518,5.502404465620649,3.2000000000000024,0.0,90.0,0.3601577692629955,1.4640114806255058,-1.1038537113625104,-0.0,diagnostic_pitch_generalized_force_coordinate_audit_not_hard_gate
ma2005_wigley_iii_coefficients,3,wigley_iii,Fn0.4,2.5,B35,0.13,pitch,heave_force,22,1.7249999999999999,0.575,-0.22499999999999987,-0.22499999999999987,-0.22499999999999987,1.0,0.0,0.0,2.564012544916902,5.469893429156063,2.1333333333333355,0.0,90.0,0.17655525559030508,1.28726995064928,-1.110714695058975,-0.0,diagnostic_pitch_generalized_force_coordinate_audit_not_hard_gate
ma2005_wigley_iii_coefficients,3,wigley_iii,Fn0.4,2.5,B35,0.13,pitch,heave_force,23,1.7999999999999998,0.6,-0.2999999999999998,-0.2999999999999998,-0.2999999999999998,1.0,0.0,0.0,3.3897377899322536,5.42358046389161,1.6000000000000012,0.0,90.0,0.0250386354968203,1.119784950941992,-1.0947463154451713,-0.0,diagnostic_pitch_generalized_force_coordinate_audit_not_hard_gate
ma2005_wigley_iii_coefficients,3,wigley_iii,Fn0.4,2.5,B35,0.13,pitch,heave_force,24,1.875,0.625,-0.375,-0.375,-0.375,1.0,0.0,0.0,4.189565560102427,5.362643916931107,1.2800000000000002,0.0,90.0,-0.09651812226548943,0.9630863848714146,-1.0596045071369042,-0.0,diagnostic_pitch_generalized_force_coordinate_audit_not_hard_gate
ma2005_wigley_iii_coefficients,3,wigley_iii,Fn0.4,2.5,B35,0.13,pitch,heave_force,25,1.95,0.65,-0.44999999999999996,-0.44999999999999996,-0.44999999999999996,1.0,0.0,0.0,4.955619217536002,5.285993832038404,1.066666666666667,0.0,90.0,-0.19185505884796272,0.8181669241389781,-1.0100219829869408,-0.0,diagnostic_pitch_generalized_force_coordinate_audit_not_hard_gate
ma2005_wigley_iii_coefficients,3,wigley_iii,Fn0.4,2.5,B35,0.13,pitch,heave_force,26,2.025,0.6749999999999999,-0.5249999999999999,-0.5249999999999999,-0.5249999999999999,1.0,0.0,0.0,5.679022535174639,5.192249175016814,0.9142857142857147,0.0,90.0,-0.2636129847780252,0.6855921320708069,-0.9492051168488321,-0.0,diagnostic_pitch_generalized_force_coordinate_audit_not_hard_gate
ma2005_wigley_iii_coefficients,3,wigley_iii,Fn0.4,2.5,B35,0.13,pitch,heave_force,27,2.1,0.7000000000000001,-0.6000000000000001,-0.6000000000000001,-0.6000000000000001,1.0,0.0,0.0,6.34964304059652,5.079714432477217,0.8,0.0,90.0,-0.3122170590265432,0.565704673558921,-0.8779217325854645,-0.0,diagnostic_pitch_generalized_force_coordinate_audit_not_hard_gate
