case_code,omega_e_rad_s,time_step_s,bem_substeps_per_plane,maximum_harmonic_residual_nrmse,maximum_potential_bvp_relative_residual,maximum_pressure_bvp_relative_residual,maximum_free_surface_pressure_abs_pa,minimum_active_plane_count,maximum_active_plane_count,response_calibration_used
C8,7.5165146951017485,0.0007152715633086473,32,0.05111685642053862,2.3518798360105863e-15,3.5003816291311577e-15,1.1622647289044608e-12,5,11,False
