wave_period_s,omega0_rad_s,omega_e_rad_s,wavenumber_rad_m,radiation_model,excitation_model,matrix_status,surge_excitation_abs_per_m,surge_excitation_phase_rad,sway_excitation_abs_per_m,sway_excitation_phase_rad,heave_excitation_abs_per_m,heave_excitation_phase_rad,roll_excitation_abs_per_m,roll_excitation_phase_rad,pitch_excitation_abs_per_m,pitch_excitation_phase_rad,yaw_excitation_abs_per_m,yaw_excitation_phase_rad
1.0,6.283185307179586,14.334541805954894,4.025678249387654,hybrid_pressure_damping_coupling,section_bem_incident_diffraction_experimental,diagnostic_prototype_diagonal_forward_added_pressure_damping_coupling_not_validated,1719.1083965473995,-1.6418527393677438,1.147627825645131e-12,-1.1926992856548102,2710.1153496811257,0.8365099142634139,5.375414552692945e-13,-1.7367935681085238,8045.781648811758,-2.6420768541212047,9.097297696046331e-13,1.3740804093949794
8.0,0.7853981633974483,0.9112006086908124,0.06290122264668209,hybrid_pressure_damping_coupling,section_bem_incident_diffraction_experimental,diagnostic_prototype_diagonal_forward_added_pressure_damping_coupling_not_validated,1529.9925410734393,1.533756139605395,6.2285260959819125e-12,-0.07510717370678778,153510.03875803697,-0.015865493804262526,1.5101456385532413e-11,-0.1073522036743206,83830.77401342959,-1.0929614123096711,8.431849372079688e-12,-0.5330537860859126
