wave_period_s,omega0_rad_s,omega_e_rad_s,wavenumber_rad_m,radiation_model,excitation_model,matrix_status,surge_excitation_abs_per_m,surge_excitation_phase_rad,sway_excitation_abs_per_m,sway_excitation_phase_rad,heave_excitation_abs_per_m,heave_excitation_phase_rad,roll_excitation_abs_per_m,roll_excitation_phase_rad,pitch_excitation_abs_per_m,pitch_excitation_phase_rad,yaw_excitation_abs_per_m,yaw_excitation_phase_rad,surge_rao_abs_per_m,surge_phase_rad,sway_rao_abs_per_m,sway_phase_rad,heave_rao_abs_per_m,heave_phase_rad,roll_rao_abs_per_m,roll_phase_rad,pitch_rao_abs_per_m,pitch_phase_rad,yaw_rao_abs_per_m,yaw_phase_rad
1.0,6.283185307179586,14.334541805954894,4.025678249387654,hybrid_pressure_damping_coupling,section_bem_incident_diffraction_experimental,diagnostic_prototype_diagonal_forward_added_pressure_damping_coupling_not_validated,1719.1083965473995,-1.6418527393677438,1.147627825645131e-12,-1.1926992856548102,2710.1153496811257,0.8365099142634139,5.375414552692945e-13,-1.7367935681085238,8045.781648811758,-2.6420768541212047,9.097297696046331e-13,1.3740804093949794,0.0032671959134430483,1.5013085403864477,1.0422351308683936e-18,1.9780187531319091,0.0018090328950932989,-2.3694799172496688,3.940669188670666e-19,1.4723817957849858,0.0006383094596166284,0.5519652157995564,1.2998312304902583e-19,-1.6085877005071576
8.0,0.7853981633974483,0.9112006086908124,0.06290122264668209,hybrid_pressure_damping_coupling,section_bem_incident_diffraction_experimental,diagnostic_prototype_diagonal_forward_added_pressure_damping_coupling_not_validated,1529.9925410734393,1.533756139605395,6.2285260959819125e-12,-0.07510717370678778,153510.03875803697,-0.015865493804262526,1.5101456385532413e-11,-0.1073522036743206,83830.77401342959,-1.0929614123096711,8.431849372079688e-12,-0.5330537860859126,0.7196160780519146,-1.60626788782,1.3233113453163925e-15,3.129933834092708,1.0408810302961184,-0.11470336913549943,4.698174777179679e-16,-0.11893270477463906,0.06718783895352393,-1.4394177790865637,1.9708840015429864e-16,2.5572219954137565
