iteration,pseudo_time,kinematic_rms,dipole_coefficient,root_thickness,root_s_lambda,root_measured_s_lambda,root_relative_mismatch,root_body_eta,root_resolution_ratio,bem_condition_number,accepted_time_step,maximum_displacement_ratio,kinematic_integral,provisional_matching_surface_shift_panels,final_matching_surface_shift_panels,provisional_matching_surface_root_displacement_ratio,final_matching_surface_root_displacement_ratio,provisional_matching_surface_trigger_code,final_matching_surface_trigger_code,rk2_rejected_attempt_count,jet_point_count,shallow_jet_panel_count_per_side,boundary_panel_count,jet_tip_thickness,jet_tip_s_lambda,raw_shallow_water_step_count,raw_step_count_is_even,root_state_jump,boundary_panel_count_change,raw_step_parity_change,condition_number_ratio,explicit_matching_surface_adjustment
2058,1.9707227014452435,0.0138254129671356,8.2247188885457,0.141833094193653,2.0610543678509825,2.0839772629236752,0.0111219264422383,0.5529612656638803,8.745279033508737,36806.861133023165,0.0009640965057818,0.2486931820002594,0.0043853111624093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,521.0,260.0,688.0,3.186512587944439e-06,0.0001969802398132,520.0,True,False,False,True,,False
2059,1.9716873617358244,0.0136703474148821,8.223934297460346,0.1378566138710768,2.069717443854369,2.1253387449234515,0.0268738620502229,0.5530595172758883,8.49815363748868,70210.81515555736,0.000964660290581,0.2486066118504903,0.0044138322879424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,520.0,260.0,688.0,7.279852218957139e-05,0.0046032760990295,519.0,False,False,False,True,1.907546935388199,False
2060,1.9726526292685944,0.014123347147894,8.226938339608244,0.1500111072269103,2.0674899986381323,1.9988135786323495,0.0332172924904208,0.5529603328461057,9.254147690493292,70177.53309006663,0.0009652675327696,0.248523504405119,0.0042443596838055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,522.0,261.0,690.0,7.043841239947077e-06,0.0004120262479774,521.0,False,True,True,False,0.9995259695330843,False
2061,1.97361608411626,0.0139848728483008,8.225898452582394,0.1460297160645744,2.0585694573044435,2.040886756702481,0.0085898003291648,0.5529430641256541,9.006251002075608,36926.30479966044,0.0009634548476656,0.2487714999344747,0.0043313122263994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,521.0,260.0,688.0,7.157905625309012e-05,0.0043124506546626,520.0,True,False,True,True,0.5261841386226672,False
2062,1.974580081120105,0.0138652244010216,8.224993258613955,0.1420472936021705,2.0594018030304246,2.082218910711089,0.0110794832009415,0.5529802496058083,8.75863472971827,36813.63284834768,0.0009639970038452,0.248696555242825,0.004403276662726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,521.0,260.0,688.0,7.172934339552925e-06,0.0004432209565275,520.0,True,False,False,False,0.9969487347319467,False
2063,1.975544643654918,0.0137147620964159,8.224203881572885,0.1380702424963539,2.068033657025172,2.123473829626633,0.0268081577943033,0.5530754463221788,8.511467147604709,70224.91546641251,0.0009645625348129,0.2486100629744479,0.0044353900982798,0.0,0.0,0.0,0.0,0.0,0.0,0.0,520.0,260.0,688.0,7.675945721162883e-05,0.0048508066492279,519.0,False,False,False,True,1.9075790687569818,False
2064,1.9765098149401457,0.0141485428327052,8.227223685583011,0.150224961331811,2.065804987108767,1.9972790386562576,0.0331715475953111,0.5529854086766319,9.267502653710942,70193.15446472472,0.0009651712852278,0.2485288587773587,0.0042521574119712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,522.0,261.0,690.0,1.1250229199370225e-05,0.000657790874542,521.0,False,True,True,False,0.9995477246006372,False
2065,1.9774731733351307,0.0140143213722698,8.226179178370787,0.146243678371488,2.056902659242235,2.0392486819829245,0.0085827966530094,0.552965310987829,9.01959954299624,36933.054786609326,0.0009633583949848,0.2487749243981926,0.0043423654085812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,521.0,260.0,688.0,7.56763179457516e-05,0.004556912756985,520.0,True,False,True,True,0.5261632002187604,False
2066,1.978437076478914,0.0138995158387565,8.225269287515689,0.1422610625637155,2.057729636556175,2.0804746390690223,0.0110534455590159,0.5529995415192557,8.771963833432999,36820.38104665471,0.0009639031437835,0.2487001198382933,0.0044179824379476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,521.0,260.0,688.0,1.1155736932148953e-05,0.0006889646843087,520.0,True,False,False,False,0.9969492439603055,False
2067,1.97940154675399,0.0137541781289674,8.22447512332359,0.1382834678758506,2.066336507798236,2.1216205123087937,0.02675459892516,0.553091657766541,8.524755781929615,70238.95870904866,0.0009644702750758,0.2486137273674481,0.0044539486278441,0.0,0.0,0.0,0.0,0.0,0.0,0.0,520.0,260.0,688.0,8.071947810605821e-05,0.0050980428332203,519.0,False,False,False,True,1.9076108587808918,False
2068,1.980366627038617,0.0141745870984829,8.22751172001774,0.1504382878398095,2.0641120521534693,1.9957625629012965,0.0331132649416317,0.5530112576544428,9.28082572768233,70208.73558937738,0.0009650802846273,0.2485354617610364,0.0042605064135145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,522.0,261.0,690.0,1.5462442150568815e-05,0.0009036694023337,521.0,False,True,True,False,0.9995697100266466,False
2069,1.9813298867434936,0.014044326817836,8.22646261911119,0.1464571220852792,2.055232907427765,2.037628287095855,0.0085657544058808,0.5529883575592283,9.032916675491164,36939.80205813845,0.0009632597048764,0.2487783431883685,0.0043538257141045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,521.0,260.0,688.0,7.978026735184548e-05,0.0048015577336855,520.0,True,False,True,True,0.5261425340884143,False
