eta,xi,pressure_coefficient,segment
-0.9876574142208028,0.03391097572602614,3.5322474501323087,body
-0.9629722426624083,0.10173292717807841,3.7389731812540115,body
-0.9382870711040139,0.1695548786301307,3.872164109832273,body
-0.9136018995456193,0.23737683008218297,3.948334486298459,body
-0.8889167279872249,0.30519878153423524,4.0016226852715455,body
-0.8642315564288304,0.3730207329862876,4.044588338720212,body
-0.839546384870436,0.44084268443833985,4.0823055790162535,body
-0.8148612133120414,0.5086646358903921,4.117269993952855,body
-0.790176041753647,0.5764865873424444,4.1508736664523145,body
-0.7654908701952525,0.6443085387944967,4.18397075033067,body
-0.7408056986368581,0.712130490246549,4.217128307185865,body
-0.7161205270784636,0.7799524416986012,4.250749661019378,body
-0.6914353555200692,0.8477743931506536,4.285140080001522,body
-0.6667501839616747,0.9155963446027058,4.320544130683587,body
-0.6420650124032803,0.9834182960547581,4.357168205417139,body
-0.6173798408448857,1.0512402475068103,4.3951948907872875,body
-0.5926946692864913,1.1190621989588627,4.434792668766519,body
-0.5680094977280967,1.1868841504109149,4.476122875790416,body
-0.5433243261697023,1.2547061018629673,4.519345035222489,body
-0.5186391546113078,1.3225280533150194,4.564621245005944,body
-0.4939539830529134,1.3903500047670718,4.612120065018841,body
-0.46926881149451893,1.458171956219124,4.6620202191675455,body
-0.4445836399361245,1.5259939076711764,4.714514360595366,body
-0.41989846837773,1.5938158591232288,4.7698131216448365,body
-0.39521329681933554,1.661637810575281,4.8281496723494435,body
-0.3705281252609411,1.729459762027333,4.889785038315237,body
-0.34584295370254653,1.7972817134793857,4.955014481976318,body
-0.3211577821441521,1.8651036649314379,5.02417533602471,body
-0.29647261058575763,1.93292561638349,5.097656805343876,body
-0.27178743902736313,2.000747567835542,5.175912442456386,body
-0.24710226746896868,2.0685695192875944,5.259476281280832,body
-0.22241709591057424,2.136391470739647,5.348984033465846,body
-0.19773192435217973,2.204213422191699,5.445201390778954,body
-0.17304675279378529,2.2720353736437513,5.549062470806906,body
-0.14836158123539084,2.339857325095804,5.66172302460443,body
-0.12367640967699628,2.407679276547856,5.784635609267603,body
-0.09899123811860183,2.4755012279999082,5.919658281971009,body
-0.07430606656020738,2.5433231794519604,6.069215965232863,body
-0.04962089500181288,2.611145130904013,6.236547418673392,body
-0.024935723443418434,2.678967082356065,6.426096978813523,body
-0.0002505518850239863,2.7467890338081173,6.644162962093697,body
0.02443461967337046,2.8146109852601695,6.900027960979438,body
0.04911979123176491,2.882432936712222,7.208060617522376,body
0.07380496279015936,2.9502548881642743,7.591962166543711,body
0.09849013434855391,3.0180768396163264,8.094354015216549,body
0.12317530590694836,3.085898791068379,8.80206377082678,body
0.1478604774653428,3.1537207425204308,9.927358376743012,body
0.17254564902373737,3.2215426939724834,8.990793118451311,body
0.18783734132080157,3.263556273263916,1.9258701532518288,shallow_jet_body
0.1937355543565355,3.2797614803947273,0.46991758995002186,shallow_jet_body
0.19963376739226946,3.2959666875255396,0.09374078375266492,shallow_jet_body
0.2055319804280034,3.312171894656351,0.024745035938749993,shallow_jet_body
0.21143019346373734,3.3283771017871633,0.010171122398922705,shallow_jet_body
0.21732840649947127,3.3445823089179756,0.003459802375097354,shallow_jet_body
0.22322661953520523,3.360787516048787,0.00025755076463696014,shallow_jet_body
0.22912483257093919,3.3769927231795993,-0.0014993729093930597,shallow_jet_body
0.23502304560667311,3.3931979303104107,-0.0025479651855562224,shallow_jet_body
0.24092125864240707,3.409403137441223,-0.0032183273030952364,shallow_jet_body
0.246819471678141,3.4256083445720344,-0.003671597122554715,shallow_jet_body
0.25271768471387496,3.4418135517028468,-0.003992997377899599,shallow_jet_body
0.2586158977496089,3.4580187588336586,-0.00423049147468646,shallow_jet_body
0.2645141107853428,3.4742239659644705,-0.00441248859439014,shallow_jet_body
0.2704123238210768,3.4904291730952828,-0.004556546291141217,shallow_jet_body
