case_code,omega_e_rad_s,time_step_s,bem_substeps_per_plane,maximum_harmonic_residual_nrmse,maximum_potential_bvp_relative_residual,maximum_pressure_bvp_relative_residual,maximum_free_surface_pressure_abs_pa,minimum_active_plane_count,maximum_active_plane_count,response_calibration_used
C7,8.924826727941545,0.0014305431266172946,16,0.04373623651134175,2.129286304879555e-15,3.191682423604839e-15,7.216449660063518e-13,6,11,False
