node,y_over_Vt,material_dphi_dt_over_V2,auxiliary_psi_over_V2,difference_over_V2
47,0.8267073783769631,-5.850716611339318,-1.5769232251293361,4.273793386209982
48,1.6534147567539261,-6.14217932713551,-1.6440117628637099,4.4981675642718
49,2.4801221351308893,-6.601098842052067,-1.7508850918979013,4.850213750154166
50,3.3068295135078523,-7.311463067329327,-1.9135501658678347,5.397912901461492
51,4.133536891884815,-8.451502913593616,-2.168193905892942,6.283309007700675
52,4.960244270261779,-10.479687249111288,-2.6043055523506364,7.875381696760652
53,5.786951648638742,-15.42559117722396,-3.513820116062602,11.911771061161359
