component,sigma,in_phase_center_from_cg_m,in_phase_center_from_transom_m,in_phase_center_from_transom_over_beam,damping_center_from_cg_m,damping_center_from_transom_m,damping_center_from_transom_over_beam,restoring_subtraction,response_calibration_used
raw_bem,1.4,-0.13411265587028115,0.33334734412971884,1.0482620884582352,-0.19461309240188773,0.27284690759811225,0.8580091433902901,external:sun2007_fig7_4_troesch_restoring/restoring_matrices.csv,False
resolved_station_bem,1.4,-0.11653575791858616,0.3509242420814138,1.1035353524572762,-0.164603519805729,0.302856480194271,0.9523788685354435,external:sun2007_fig7_4_troesch_restoring/restoring_matrices.csv,False
transom_extrapolation,1.4,-0.43174573950452766,0.03571426049547233,0.11230899526878091,-0.4323840021850693,0.035075997814930704,0.11030187992116573,external:sun2007_fig7_4_troesch_restoring/restoring_matrices.csv,False
pre_chine_bem,1.4,2.2526634756961923,2.7201234756961923,8.553847407849661,0.8838246699700647,1.3512846699700647,4.249322861541084,external:sun2007_fig7_4_troesch_restoring/restoring_matrices.csv,False
post_chine_bem,1.4,-0.0816641267541433,0.3857958732458567,1.2131945699555242,-0.18169147554209777,0.28576852445790224,0.8986431586726485,external:sun2007_fig7_4_troesch_restoring/restoring_matrices.csv,False
longitudinal_bin_aft_post_chine,1.4,-0.34907062261001315,0.11838937738998684,0.3722936395911536,-0.3554583082446802,0.11200169175531977,0.3522065778469175,external:sun2007_fig7_4_troesch_restoring/restoring_matrices.csv,False
longitudinal_bin_middle_post_chine,1.4,-0.10920557538124334,0.3582544246187567,1.1265862409394864,-0.12315651194992877,0.3443034880500712,1.082715371226639,external:sun2007_fig7_4_troesch_restoring/restoring_matrices.csv,False
longitudinal_bin_forward_post_chine,1.4,0.10957223279521777,0.5770322327952178,1.8145667697962822,0.09567167651281658,0.5631316765128166,1.7708543286566558,external:sun2007_fig7_4_troesch_restoring/restoring_matrices.csv,False
longitudinal_bin_pre_chine,1.4,2.2526634756961923,2.7201234756961923,8.553847407849661,0.8838246699700647,1.3512846699700647,4.249322861541084,external:sun2007_fig7_4_troesch_restoring/restoring_matrices.csv,False
bem,1.4,-0.12276311200896836,0.3446968879910316,1.083952477959219,-0.17583973755757965,0.29162026244242034,0.9170448504478627,external:sun2007_fig7_4_troesch_restoring/restoring_matrices.csv,False
front,1.4,0.9626293801759981,1.430089380175998,4.497136415647792,0.6278060703918451,1.095266070391845,3.4442329257605193,external:sun2007_fig7_4_troesch_restoring/restoring_matrices.csv,False
transom,1.4,-0.44838492419032067,0.01907507580967932,0.05998451512477774,-0.4483850574735864,0.019074942526413563,0.05998409599501121,external:sun2007_fig7_4_troesch_restoring/restoring_matrices.csv,False
total,1.4,-0.5994722416251482,-0.13201224162514824,-0.4151328352992083,-0.23930704376679723,0.22815295623320275,0.7174621265195055,external:sun2007_fig7_4_troesch_restoring/restoring_matrices.csv,False
