reuse_step,step_factor,panel_count,exact_objective,signed_root_defect,root_relative_mismatch,condition_number
1,0.5,320,0.012861553882731656,1.6098481128373286e-07,1.6098481128373286e-07,253106.7664153759
1,0.5,640,0.012544322747096734,1.5557278133394401e-09,1.5557278133394401e-09,570456.0789920127
1,0.5,1280,0.012553560088194938,3.2938557669777906e-09,3.2938557669777906e-09,1376479.1421876103
1,0.25,320,0.012944250258584943,3.99484138950093e-08,3.99484138950093e-08,253099.84814665242
1,0.25,640,0.012621948729018843,1.5314244307594601e-09,1.5314244307594601e-09,570431.3299788189
1,0.25,1280,0.012628297200657399,3.2116442424554192e-09,3.2116442424554192e-09,1376413.7830906247
1,0.125,320,0.012986902832429897,9.961610792656838e-09,9.961610792656838e-09,253099.65036638407
1,0.125,640,0.01266206935928956,1.5172190730770069e-09,1.5172190730770069e-09,570421.372333498
1,0.125,1280,0.012667004003654584,3.159450771828284e-09,3.159450771828284e-09,1376381.680978556
2,0.5,320,0.012711903458785624,1.6467085060440533e-07,1.6467085060440533e-07,253120.42801387826
2,0.5,640,0.012405011087513176,1.6282409743991044e-09,1.6282409743991044e-09,570497.9760626019
2,0.5,1280,0.012419961448457037,3.4178763375368253e-09,3.4178763375368253e-09,1376605.1507430002
2,0.25,320,0.012785145724096055,4.094688639505103e-08,4.094688639505103e-08,253117.01815363954
2,0.25,640,0.012473156286953118,1.5990972941067418e-09,1.5990972941067418e-09,570477.0955943165
2,0.25,1280,0.012485268074665412,3.3715040770238225e-09,3.3715040770238225e-09,1376541.5985949922
2,0.125,320,0.012823150903132047,1.0185906633092154e-08,1.0185906633092154e-08,253111.77761070762
2,0.125,640,0.012508564421755262,1.580956656025905e-09,1.580956656025905e-09,570464.6736321704
2,0.125,1280,0.012519201804383073,3.3213939971406094e-09,3.3213939971406094e-09,1376510.32410624
3,0.5,320,0.012580758564887084,1.6828949014705025e-07,1.6828949014705025e-07,253133.83495993266
3,0.5,640,0.012284247640711779,1.6966628940317752e-09,1.6966628940317752e-09,570541.4586042889
3,0.5,1280,0.012304919839972438,3.565598886786685e-09,3.565598886786685e-09,1376731.5759125983
3,0.25,320,0.012644841151129417,4.1819965822870636e-08,4.1819965822870636e-08,253128.78966210876
3,0.25,640,0.012343196053417823,1.6695337994561845e-09,1.6695337994561845e-09,570519.6684730022
3,0.25,1280,0.012360995282179757,3.49829800051639e-09,3.49829800051639e-09,1376669.2191946323
3,0.125,320,0.012678201222424912,1.03991888225257e-08,1.03991888225257e-08,253123.8137467983
3,0.125,640,0.012373862291383276,1.6326921533702127e-09,1.6326921533702127e-09,570511.3252426005
3,0.125,1280,0.012390269641797234,3.4503710108575478e-09,3.4503710108575478e-09,1376638.3493822066
4,0.5,320,0.012467739427382081,1.7202099430544644e-07,1.7202099430544644e-07,253150.40240623325
4,0.5,640,0.012181714665176131,1.7738961360409614e-09,1.7738961360409614e-09,570586.1489669268
4,0.5,1280,0.01220813979203391,3.7392398230485895e-09,3.7392398230485895e-09,1376857.0718372262
4,0.25,320,0.012522882945469879,4.2682720479630046e-08,4.2682720479630046e-08,253140.45129973147
4,0.25,640,0.012231543486362705,1.718605730957661e-09,1.718605730957661e-09,570565.7731299698
4,0.25,1280,0.012255108966374093,3.647640223384844e-09,3.647640223384844e-09,1376796.0099216993
4,0.125,320,0.012551638100062313,1.0625320182826945e-08,1.0625320182826945e-08,253137.15708728117
4,0.125,640,0.012257743794249066,1.7078081219930646e-09,1.7078081219930646e-09,570552.5920244227
4,0.125,1280,0.012279854856707316,3.6128737646752364e-09,3.6128737646752364e-09,1376763.041200467
