benchmark,source_row,hull,speed_case,omega_e_sqrt_l_over_g,coefficient,reference_value,mode_column,generalized_row,station_index,x_m,x_over_l,pitch_base_lever_arm_m,pitch_radiation_lever_arm_m,pitch_moment_lever_arm_m,pitch_moment_to_radiation_lever_ratio,pitch_moment_minus_base_lever_m,pitch_radiation_minus_base_lever_m,pitch_body_condition_oscillation_norm,pitch_body_condition_forward_speed_norm,pitch_body_condition_forward_to_oscillation_norm_ratio,pitch_body_condition_forward_oscillation_real_alignment,pitch_body_condition_forward_oscillation_phase_deg,total_density_value_per_m,time_derivative_density_value_per_m,pressure_gradient_density_value_per_m,stokes_body_forward_density_value_per_m,gate_role
ma2005_wigley_iii_coefficients,2,wigley_iii,Fn0.4,1.5,A35,-0.2,pitch,heave_force,0,0.075,0.024999999999999998,1.425,1.425,1.425,1.0,0.0,0.0,0.9711044279759913,0.5451814332496794,0.5614035087719299,0.0,-90.0,-5.545704129924754,0.48586535958121263,-6.031569489505965,0.0,diagnostic_pitch_generalized_force_coordinate_audit_not_hard_gate
ma2005_wigley_iii_coefficients,2,wigley_iii,Fn0.4,1.5,A35,-0.2,pitch,heave_force,1,0.15,0.049999999999999996,1.35,1.35,1.35,1.0,0.0,0.0,1.7647665738070073,1.0457875992930414,0.5925925925925927,0.0,-90.0,2.056838643070947,-0.27062218762332657,2.3274608306942737,0.0,diagnostic_pitch_generalized_force_coordinate_audit_not_hard_gate
ma2005_wigley_iii_coefficients,2,wigley_iii,Fn0.4,1.5,A35,-0.2,pitch,heave_force,2,0.22499999999999998,0.075,1.275,1.275,1.275,1.0,0.0,0.0,2.3792195456374015,1.4928436364783697,0.627450980392157,0.0,-90.0,5.933784099878142,1.111972640670386,4.821811459207756,0.0,diagnostic_pitch_generalized_force_coordinate_audit_not_hard_gate
ma2005_wigley_iii_coefficients,2,wigley_iii,Fn0.4,1.5,A35,-0.2,pitch,heave_force,3,0.3,0.09999999999999999,1.2,1.2,1.2,1.0,0.0,0.0,2.826660872558334,1.884440581705556,0.6666666666666667,0.0,-90.0,-2.012267294763164,0.5903497207900407,-2.602617015553205,0.0,diagnostic_pitch_generalized_force_coordinate_audit_not_hard_gate
ma2005_wigley_iii_coefficients,2,wigley_iii,Fn0.4,1.5,A35,-0.2,pitch,heave_force,4,0.375,0.125,1.125,1.125,1.125,1.0,0.0,0.0,3.1265055925672955,2.2232928658256323,0.7111111111111111,0.0,-90.0,0.5292227758556789,0.4164593687346061,0.11276340712107277,0.0,diagnostic_pitch_generalized_force_coordinate_audit_not_hard_gate
ma2005_wigley_iii_coefficients,2,wigley_iii,Fn0.4,1.5,A35,-0.2,pitch,heave_force,5,0.44999999999999996,0.15,1.05,1.05,1.05,1.0,0.0,0.0,3.3001610634892473,2.5144084293251407,0.7619047619047619,0.0,-90.0,0.994435879055683,0.25564530752847725,0.7387905715272057,0.0,diagnostic_pitch_generalized_force_coordinate_audit_not_hard_gate
ma2005_wigley_iii_coefficients,2,wigley_iii,Fn0.4,1.5,A35,-0.2,pitch,heave_force,6,0.525,0.17500000000000002,0.975,0.975,0.975,1.0,0.0,0.0,3.3680257776722278,2.7635083303977255,0.8205128205128207,0.0,-90.0,1.1244217718221075,0.075270640267568,1.0491511315545392,0.0,diagnostic_pitch_generalized_force_coordinate_audit_not_hard_gate
ma2005_wigley_iii_coefficients,2,wigley_iii,Fn0.4,1.5,A35,-0.2,pitch,heave_force,7,0.6,0.19999999999999998,0.9,0.9,0.9,1.0,0.0,0.0,3.3481777602508753,2.9761580091118893,0.8888888888888891,0.0,-90.0,1.0618893609411137,-0.1295797524135493,1.1914691133546629,0.0,diagnostic_pitch_generalized_force_coordinate_audit_not_hard_gate
ma2005_wigley_iii_coefficients,2,wigley_iii,Fn0.4,1.5,A35,-0.2,pitch,heave_force,8,0.6749999999999999,0.22499999999999998,0.8250000000000001,0.8250000000000001,0.8250000000000001,1.0,0.0,0.0,3.2560409837720434,3.157373075172891,0.9696969696969697,0.0,-90.0,0.7854108856135338,-0.35519315237811855,1.1406040379916522,0.0,diagnostic_pitch_generalized_force_coordinate_audit_not_hard_gate
ma2005_wigley_iii_coefficients,2,wigley_iii,Fn0.4,1.5,A35,-0.2,pitch,heave_force,9,0.75,0.25,0.75,0.75,0.75,1.0,0.0,0.0,3.104522205128413,3.3114903521369743,1.0666666666666667,0.0,-90.0,0.21063543879686228,-0.5904821734625046,0.8011176122593668,0.0,diagnostic_pitch_generalized_force_coordinate_audit_not_hard_gate
