iteration,pseudo_time,kinematic_rms,dipole_coefficient,root_thickness,root_s_lambda,root_measured_s_lambda,root_relative_mismatch,root_body_eta,root_resolution_ratio,bem_condition_number,accepted_time_step,maximum_displacement_ratio,kinematic_integral,kinematic_convergence_integral,provisional_matching_surface_shift_panels,final_matching_surface_shift_panels,provisional_matching_surface_root_displacement_ratio,final_matching_surface_root_displacement_ratio,provisional_matching_surface_trigger_code,final_matching_surface_trigger_code,rk2_rejected_attempt_count,jet_point_count,shallow_jet_panel_count_per_side,boundary_panel_count,jet_tip_thickness,jet_tip_s_lambda
0,0.0,0.014248311438299,8.20172145030618,0.1351833402194418,2.099365816129068,2.1421739786317264,0.0203909972115248,0.552975857602249,8.206750626541721,49025.81964219542,,,0.004041974713255,0.0075437328605412,,,,,,,,512.0,256.0,680.0,7.18588154984651e-05,0.0045631433134229
1,0.0009726532976335,0.0130075874920054,8.205254063839835,0.1475214955166571,2.094639435232484,2.0155933421487457,0.0377373268898497,0.5531008158630057,8.961577135666225,49013.73056770952,0.0009726532976335,0.2489726920592882,0.0030926925408095,0.0062278386568647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,513.0,256.0,680.0,0.0001398451314735,0.0082031014236894
2,0.001939572540415,0.0121942921899328,8.204488561851552,0.1434331442296695,2.08413726252574,2.061545860669779,0.0108396900061095,0.5532078895284669,8.711617672450753,48943.15682307706,0.0009669192427814,0.2483393695731175,0.0027158242965052,0.0059283972316255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,513.0,256.0,680.0,6.952660149163113e-05,0.0042079483199481
3,0.0029089871926156,0.0115733636087417,8.203841940444567,0.1393611670048997,2.0844194127100786,2.1065756810502645,0.0106294674694951,0.5533680187576693,8.462192636349478,48914.73359943893,0.0009694146522006,0.24834006501034,0.002433205162065,0.005720500278997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,513.0,256.0,680.0,2.947407789503851e-06,0.000183177263273
4,0.0038807375674013,0.0120326444649254,8.207150818329522,0.1517170239697023,2.0760612782126744,1.983293451985296,0.0446845318107585,0.5534115873320611,9.214486301468188,48866.35869358541,0.0009717503747856,0.249078235100903,0.0025378219888068,0.0054744866100961,0.0,0.0,0.0,0.0,0.0,0.0,0.0,514.0,256.0,680.0,3.253475056026032e-05,0.0018760714885167
5,0.004846639198501052,0.011463903970075425,8.206291336029784,0.14761594600134278,2.062850699589756,2.028657362487845,0.01657576920555185,0.5534796367308532,8.968147799811954,48821.55464588293,0.0009659016310997519,0.24834709304006952,0.0023021417883165012,0.0053132321816692476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,513.0,256.0,680.0,0.00013588341936943802,0.008090087310063734
6,0.005814457162788621,0.011058531367478268,8.205557214920688,0.14352882657630892,2.060807772028855,2.072834963166292,0.005836153813412721,0.5535998965723932,8.717653754162077,48785.90511955104,0.000967817964287569,0.24833692807863356,0.0021408584296289026,0.005225078753525001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,513.0,256.0,680.0,6.533629062141913e-05,0.0039971418944681645
7,0.006784566582212971,0.01245706970555979,8.20859108624902,0.15590896121291092,2.050684712091574,1.9513668921733576,0.04843154061304645,0.5535294208778321,9.471240528500184,48786.941892193114,0.0009701094194243504,0.2491192213215083,0.0027111688724455055,0.005551709970715404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,514.0,256.0,680.0,9.456091364871944e-05,0.005382891137404569
8,0.007748371374718643,0.01183920034666385,8.207651717477347,0.1518022051539939,2.0360580696359167,1.9952783316219938,0.02002876962208407,0.5535460666673979,9.224980499250773,48720.861425431925,0.0009638047925056713,0.24837157998779882,0.002458380760220957,0.00537390780236854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,514.0,256.0,680.0,5.9988936539426044e-05,0.0035259654654609405
9,0.008714110057256592,0.011390087509737584,8.206837954571647,0.14770379660870245,2.032585034990931,2.037915700820453,0.0026226040917130943,0.5536129891001671,8.973672776392382,48698.53817785415,0.0009657386825379499,0.24836901813648135,0.0022827790136449666,0.0052727854388772534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,513.0,256.0,680.0,0.00012671612869811293,0.007653524749794645
