station,exponent,count,potential,y,computed_q,exact_q
12,1.0,48,linear_z,-1.2499166666666666,-1.0011588707433314,-1.0
12,1.0,48,linear_z,-1.20575,-0.9999196219218991,-1.0
12,1.0,48,linear_z,-1.1615833333333332,-0.9999827957761468,-1.0
12,1.0,48,linear_z,-1.1174166666666667,-0.9999740799136025,-1.0
12,1.0,48,linear_z,-1.0732499999999998,-0.999972898553378,-1.0
12,1.0,48,linear_z,-1.0290833333333333,-0.9999724914087655,-1.0
12,1.0,48,linear_z,-0.9849166666666668,-0.9999725264998499,-1.0
12,1.0,48,linear_z,-0.9407500000000001,-0.9999727248975044,-1.0
12,1.0,48,linear_z,-0.8965833333333334,-0.9999729698408885,-1.0
12,1.0,48,linear_z,-0.8524166666666667,-0.9999732030084353,-1.0
12,1.0,48,linear_z,-0.80825,-0.9999733922332615,-1.0
12,1.0,48,linear_z,-0.7640833333333333,-0.9999735164071041,-1.0
12,1.0,48,linear_z,-0.7199166666666666,-0.999973557788114,-1.0
12,1.0,48,linear_z,-0.6757500000000001,-0.9999734971103877,-1.0
12,1.0,48,linear_z,-0.6315833333333334,-0.9999733092599278,-1.0
12,1.0,48,linear_z,-0.5874166666666667,-0.999972957857,-1.0
12,1.0,48,linear_z,-0.54325,-0.9999723865935937,-1.0
12,1.0,48,linear_z,-0.4990833333333333,-0.9999715032073301,-1.0
12,1.0,48,linear_z,-0.4549166666666667,-0.9999701460867396,-1.0
12,1.0,48,linear_z,-0.41075000000000006,-0.9999680100308183,-1.0
12,1.0,48,linear_z,-0.36658333333333337,-0.9999643836839418,-1.0
12,1.0,48,linear_z,-0.3224166666666667,-0.9999583053546532,-1.0
12,1.0,48,linear_z,-0.27825,-0.9999304728022583,-1.0
12,1.0,48,linear_z,-0.2340833333333333,-1.0000411511510634,-1.0
12,1.0,48,linear_z,0.2340833333333333,-1.0000411511510616,-1.0
12,1.0,48,linear_z,0.27825,-0.999930472802255,-1.0
12,1.0,48,linear_z,0.3224166666666667,-0.9999583053546853,-1.0
12,1.0,48,linear_z,0.36658333333333337,-0.9999643836839157,-1.0
12,1.0,48,linear_z,0.41074999999999995,-0.999968010030823,-1.0
12,1.0,48,linear_z,0.45491666666666664,-0.9999701460867529,-1.0
12,1.0,48,linear_z,0.4990833333333333,-0.9999715032073161,-1.0
