iteration,accepted_time_step,maximum_raw_displacement_ratio,kinematic_integral_before,kinematic_integral_after,kinematic_integral_change,kinematic_integral_ratio_after_before,dipole_coefficient_before,dipole_coefficient_after,root_relative_mismatch_before,root_relative_mismatch_after,rk2_rejected_attempt_count,provisional_matching_surface_shift_panels,final_matching_surface_shift_panels,provisional_raw_normal_velocity_integral,provisional_maintenance_normal_velocity_integral,provisional_maintenance_tangential_velocity_integral,provisional_net_normal_velocity_integral,provisional_maintenance_to_raw_normal_ratio,provisional_net_to_raw_normal_ratio,provisional_normal_velocity_correlation,provisional_normal_cancellation_fraction,provisional_maximum_normal_displacement_ratio,final_raw_normal_velocity_integral,final_maintenance_normal_velocity_integral,final_maintenance_tangential_velocity_integral,final_net_normal_velocity_integral,final_maintenance_to_raw_normal_ratio,final_net_to_raw_normal_ratio,final_normal_velocity_correlation,final_normal_cancellation_fraction,final_maximum_normal_displacement_ratio
1,0.00024047714514518697,0.24993625439832384,0.002831144046361038,0.002760980557017103,-7.016348934393499e-05,0.9752172661669694,8.202651907665693,8.202361012094615,0.0005523555707850945,0.004563760644847167,0,0.0,0.0,0.00199831054946821,7.453497539612967e-06,1.5920396204147644e-10,0.0021405006052922877,0.003729899510161966,1.0711551344519084,0.5520061382769635,-0.033712617470873084,4.4287396084167355e-05,0.002109104883305426,7.507692959105366e-06,1.7833361468995186e-10,0.0022545060038505907,0.003559658421225207,1.0689397296910572,0.5479125285260673,-0.03269003563491597,4.458723267000603e-05
2,0.00024012794229706806,0.24993878107714712,0.002760980557017103,0.0027150969482830282,-4.58836087340749e-05,0.9833814082401049,8.202361012094615,8.20206973651109,0.004563760644847167,0.0076172291669115155,0,0.0,0.0,0.0019497654956892685,1.3056763158372937e-05,1.0674683440235063e-09,0.0021339430584084236,0.0066965813002846245,1.0944613919603936,0.5362457357579884,-0.04388240533005446,6.518935007179778e-05,0.002055710854051025,1.3242154688002709e-05,1.1340237218670312e-09,0.0022492716821044733,0.006441642637585658,1.0941576134951148,0.546449917855723,-0.04385798542876441,6.822726470440318e-05
3,0.00024021661049372783,0.24994069137740732,0.0027150969482830282,0.0026914223533570994,-2.3674594925928837e-05,0.9912803868970866,8.20206973651109,8.201791794634454,0.0076172291669115155,0.009962319957686663,0,0.0,0.0,0.0019176052412046747,1.3096662825218458e-05,1.0824652590765296e-09,0.002099581049623697,0.006829697032425138,1.0948974296214908,0.5328268482104419,-0.04403386629453281,6.548969541378555e-05,0.0020249301345944995,1.3288053894792179e-05,1.155070952741919e-09,0.0022163897826644762,0.006562228329647119,1.0945512365088672,0.5430911902702827,-0.04399450408960998,6.864225216406727e-05
4,0.00024029411328491945,0.2499414528801604,0.0026914223533570994,0.0026876527663599018,-3.769586997197632e-06,0.9985994071155366,8.201791794634454,8.201525576489177,0.009962319957686663,0.011774069889204585,0,0.0,0.0,0.0019005212554750938,1.3141889003354429e-05,1.1166521410948237e-09,0.0020804154217575308,0.006914886621496485,1.094655171976736,0.5275656552145205,-0.0438701426776197,6.578502106854493e-05,0.002009112123870338,1.3339918604794557e-05,1.1967869114421342e-09,0.0021985962783722833,0.0066397083797875055,1.0943123841873617,0.5379721126076945,-0.04383633790378706,6.906414217452869e-05
5,0.0002403618513516874,0.2499412098459019,0.0026876527663599018,0.0027017600132704478,1.410724691054601e-05,1.0052489097874249,8.201525576489177,8.201270025811857,0.011774069889204585,0.013183476809442016,0,0.0,0.0,0.0018967919318867165,1.3191465698686194e-05,1.1700950687285273e-09,0.002074722052408746,0.0069546192584047945,1.0938058189361046,0.520725860905668,-0.04342559983884992,6.608652606417542e-05,0.00200653738330914,1.3396754076351927e-05,1.2586431213889398e-09,0.002194169759972786,0.006676553443653402,1.0935105312387483,0.5313534877977717,-0.043416988897547464,6.950347375171679e-05
6,0.0002404214605522332,0.24993955838351598,0.0027017600132704478,0.002731543835229161,2.978382195871314e-05,1.0110238591926823,8.201270025811857,8.201024118904805,0.013183476809442016,0.01429325640372352,0,0.0,0.0,0.0019047391479240317,1.3244353563767926e-05,1.2398888158643764e-09,0.002080819330658067,0.006953368695237298,1.0924432003857036,0.5126097205395171,-0.04274491584523291,6.640299402235959e-05,0.002015359533142147,1.3457701697734169e-05,1.3371918196280413e-09,0.0022012616710984922,0.006677568680141287,1.0922426668290321,0.523549169999192,-0.04278254907444541,6.997209174831996e-05
7,0.00024047404044549996,0.24993668819009154,0.002731543835229161,0.0027753991243050554,4.3855289075894494e-05,1.016055129158202,8.201024118904805,8.200787573505247,0.01429325640372352,0.01517337353783124,0,0.0,0.0,0.0019228639868685447,1.3299407040452607e-05,1.3191608046227095e-09,0.002097202888963343,0.006916457498437622,1.0906662682776205,0.503514500979256,-0.041874905389591405,6.73662982561634e-05,0.0020340825083164675,1.3521522546633833e-05,1.4246729973888914e-09,0.0022183696496815373,0.006647479879183998,1.0905996392042117,0.5148412779634423,-0.041976079662513856,7.092300452349108e-05
8,0.00024052180814809824,0.24993319017563756,0.0027753991243050554,0.002831147456372897,5.5748332067841536e-05,1.0200866000063327,8.200787573505247,8.200559622677455,0.01517337353783124,0.015884915108460528,0,0.0,0.0,0.0019494540853055313,1.3355969056343997e-05,1.3986881382068685e-09,0.0021221546871990904,0.006851132918193743,1.0885892123314576,0.4937569669741861,-0.04086903970663179,7.986840353262137e-05,0.0020610509883799504,1.3587393885470773e-05,1.5100983772860446e-09,0.0022438320817860743,0.006592458877570459,1.0886834408448067,0.505523955255752,-0.041045490983618156,8.406542898601308e-05
