coarse_case,fine_case,coefficient,coarse_value,fine_value,absolute_change,relative_change,relative_limit,strict_relative_status,change_over_digitization_uncertainty,absolute_change_within_digitization_uncertainty
sub8,sub16,A33,0.9706653962631772,0.9949781232049707,0.02431272694179354,0.024435438704399525,0.05,PASS,0.6523915070652029,True
sub8,sub16,A53,-0.01138731941972912,-0.024292357633104077,0.012905038213374957,0.5312386063256699,0.05,FAIL,0.3462851924802083,True
sub8,sub16,B33,2.1189849167013666,2.193942000622162,0.07495708392079559,0.03416548108361074,0.05,PASS,0.6699289368721816,True
sub8,sub16,B53,0.8283789604023419,0.8805498961850463,0.052170935782704375,0.059248131206117056,0.05,FAIL,0.46627773809164264,True
sub16,sub32,A33,0.9949781232049707,0.9646623977189285,0.030315725486042222,0.03142625394928605,0.05,PASS,0.8134719681985237,True
sub16,sub32,A53,-0.024292357633104077,-0.08331480817022933,0.05902245053712526,0.7084268911299684,0.05,FAIL,1.58376909133978,False
sub16,sub32,B33,2.193942000622162,2.25749725987028,0.06355525924811767,0.0281529729306381,0.05,PASS,0.5680251289620265,True
sub16,sub32,B53,0.8805498961850463,0.8824483760709919,0.0018984798859456031,0.0021513778453515708,0.05,PASS,0.016967663963671165,True
