case_order,case_label,time_step_s,coefficient,value_nondimensional,harmonic_fit_residual_nrmse,sun_fig7_13_value,sun_fig7_13_digitization_uncertainty,reference_relative_error
0,sub8,0.0031103849223331993,A33,0.9706653962631772,0.01856416206087159,1.00621118,0.0372670807,0.03532636532305557
0,sub8,0.0031103849223331993,A53,-0.01138731941972912,0.020028823606514253,-0.208074534,0.0372670807,0.9452728827462897
0,sub8,0.0031103849223331993,B33,2.1189849167013666,0.01856416206087159,2.57342657,0.111888112,0.1765900992071569
0,sub8,0.0031103849223331993,B53,0.8283789604023419,0.020028823606514253,1.68764569,0.111888112,0.5091511415513158
1,sub16,0.0015551924611665996,A33,0.9949781232049707,0.017602634022691983,1.00621118,0.0372670807,0.01116371693964808
1,sub16,0.0015551924611665996,A53,-0.024292357633104077,0.018307270409712605,-0.208074534,0.0372670807,0.8832516542696951
1,sub16,0.0015551924611665996,B33,2.193942000622162,0.017602634022691983,2.57342657,0.111888112,0.14746275405784665
1,sub16,0.0015551924611665996,B53,0.8805498961850463,0.018307270409712605,1.68764569,0.111888112,0.4782377003640816
2,sub32,0.0007775962305832998,A33,0.9646623977189285,0.019895911006213563,1.00621118,0.0372670807,0.04129230832147135
2,sub32,0.0007775962305832998,A53,-0.08331480817022933,0.022253206459582637,-0.208074534,0.0372670807,0.5995915186323122
2,sub32,0.0007775962305832998,B33,2.25749725987028,0.019895911006213563,2.57342657,0.111888112,0.12276600926278625
2,sub32,0.0007775962305832998,B53,0.8824483760709919,0.022253206459582637,1.68764569,0.111888112,0.4771127723669345
