node,y_over_Vt,z_over_Vt,supplied_psi_over_V2,similarity_psi_over_V2,difference_over_V2
0,4.368181045795639,0.5898878785554237,-21.90923341791033,-26.508508692910905,4.599275275000576
1,4.500573248031467,0.3921235780964472,-3.98866350777889,-8.834400543705579,4.845737035926689
2,4.67472850562272,0.24418435469393773,-3.34343131411731,-6.2392026311192215,2.8957713170019113
3,4.900217541563491,0.1845373116418443,-2.090321158781321,-3.312971681066652,1.2226505222853312
4,5.132479187967162,0.1849915686842029,-1.4734201648427363,-1.7912118697165944,0.3177917048738581
5,5.3635268497235415,0.15749051055813465,-1.0270731314896362,-0.9045120842918404,-0.12256104719779581
6,5.594587800047738,0.13376806090936436,-0.6503278828385163,-0.6634919682310927,0.013164085392576408
7,5.854145125330881,0.12391274557746226,-0.7288690798824877,-0.7608649917601601,0.03199591187767237
8,6.142846350799297,0.09500156364340502,-0.3768706451203786,-0.3338029715608791,-0.043067673559499475
9,6.467232132745906,0.09991168608194068,-0.4918408866228643,-0.5412588758811518,0.049417989258287554
10,6.828505644747145,0.07010142852657109,-0.25419462305077944,-0.20369641498539054,-0.050498208065388905
11,7.233617687509318,0.07475123247829031,-0.3300419841654659,-0.3570374015365016,0.026995417371035724
12,7.685613609210269,0.04967878709738033,-0.16896195864715197,-0.15713437409185765,-0.011827584555294313
13,8.19134893249738,0.06296196395276703,-0.242645564357655,-0.25682445316075353,0.014178888803098533
14,8.755630042690717,0.02807508493764459,-0.10194038946442759,-0.07920990613784094,-0.022730483326586642
15,9.386973267289633,0.05233461324607405,-0.17779652425618808,-0.20731883888215752,0.029522314625969437
16,10.09215763406422,0.017434540369255153,-0.06865886411976474,-0.038395978740139725,-0.030262885379625015
17,10.880835325160671,0.040411760287778896,-0.12405247986551961,-0.14716865261742626,0.023116172751906652
18,11.761997793073816,0.00863782523438351,-0.04696825358888697,-0.02880154422706558,-0.01816670936182139
19,12.747008931039204,0.034453479459455164,-0.08805066786067996,-0.10562021882581055,0.01756955096513059
20,13.847636198191376,0.0006696334667164579,-0.031419350578748784,-0.01197437951740363,-0.019444971061345153
21,15.077869695856242,0.028258260538135866,-0.06073749454232686,-0.08194878879359938,0.021211294251272515
22,16.45271548829677,-0.0009563597870422092,-0.02387143879491241,-0.002038195444740116,-0.021833243350172293
23,17.98934676452587,0.019188370296567957,-0.038972523267937195,-0.05795217607183692,0.018979652803899724
24,19.70662090177105,0.0012373605862586866,-0.019713331224429052,-0.004206325948006172,-0.01550700527642288
25,21.62578875436088,0.011112746221173059,-0.024207664434189032,-0.03526820613604986,0.01106054170186083
26,23.770509485980043,0.00290885247924322,-0.01562714804990871,-0.008220485582658175,-0.007406662467250535
27,26.167289629077704,0.006150902132959937,-0.01540137273753398,-0.019906575469357965,0.004505202731823985
28,28.845735676445422,0.0030713604568696055,-0.011581337462404945,-0.00900486120447995,-0.002576476257924995
29,31.838948992721054,0.003607224998784884,-0.0102012737548045,-0.011566841458046106,0.0013655677032416054
30,35.18391829029209,0.002485241458163574,-0.008213684960144296,-0.007528279143064758,-0.0006854058170795386
31,38.921981420650184,0.0022953869164364735,-0.006927072486591673,-0.007247062871708819,0.00031999038511714654
32,43.09933371582707,0.001801035543960085,-0.005698171337871294,-0.00555479731446545,-0.00014337402340584317
33,47.76759953488957,0.001530299989635911,-0.004732200550420626,-0.004791008163979595,5.880761355896852e-05
34,52.9844699641366,0.0012473932074753263,-0.0039023428287993196,-0.0038784188371017506,-2.392399169756903e-05
35,58.81441584537657,0.0010337193322948494,-0.0032204716797510262,-0.003228755734474893,8.284054723866827e-06
36,65.32948449121658,0.0008508486854983591,-0.002658253267403367,-0.0026549548573854206,-3.2984100179463474e-06
37,72.61019006215184,0.0007075796705841257,-0.0022104764176565242,-0.0022111392345540103,6.628168974860855e-07
38,80.74650857041337,0.0005974949158379908,-0.001879365646549157,-0.0018787706277590389,-5.950187901180518e-07
39,89.83898981689285,0.0005228472025973546,-0.0016466903013313571,-0.0016461689257191057,-5.213756122514433e-07
40,100.00000000000001,0.000541631663578032,-0.0017257116746947215,-0.0017252739645123452,-4.377101823762816e-07
