node,y_over_Vt,material_dphi_dt_over_V2,similarity_material_dphi_dt_over_V2,auxiliary_psi_over_V2,difference_over_V2,cp_from_auxiliary,cp_from_finite_difference,cp_from_similarity_derivative
83,0.21840905228978197,-5.639220412847548,-3.4288197531550266,-2.296204099442876,3.343016313404672,5.569390535261411,12.255423162070755,7.834621842685711
84,0.43681810457956394,-5.697928561207155,-3.4615276379084654,-2.317531466353589,3.3803970948535658,5.572225626872352,12.333019816579482,7.860217969982105
85,0.6552271568693459,-5.780049203039719,-3.506812177784028,-2.3475174399066705,3.4325317631330488,5.586438016451791,12.451501542717889,7.905027492206507
86,0.8736362091591279,-5.884858742638901,-3.5650854737857536,-2.385963416298374,3.498895326340527,5.610728614431055,12.60851926711211,7.968972729405815
87,1.0920452614489098,-6.013638488954753,-3.6368470439616685,-2.433236595567116,3.5804018933876374,5.645370334559431,12.806174121334704,8.052591231348535
88,1.3104543137386917,-6.168853424239756,-3.72324898158224,-2.4901326186142367,3.678720805625519,5.691018292359461,13.048459903610498,8.157251018295467
89,1.5288633660284738,-6.354211832484413,-3.826097556499104,-2.5578797245399723,3.796332107944441,5.748704864791549,13.341369080680431,8.285140528709812
90,1.7472724183182557,-6.574943485723599,-3.947964988252834,-2.6382202008954683,3.936723284828131,5.819898708708878,13.693345278365138,8.439388283423607
91,1.9656814706080377,-6.838309627923561,-4.092414056088354,-2.733568742613604,4.1047408853099565,5.90661554643307,14.116097317052985,8.624306173382571
92,2.1840905228978196,-7.154448606090865,-4.264375454885917,-2.847277488383752,4.307171117707113,6.011596866886537,14.625939102300762,8.845792799890866
93,2.4024995751876017,-7.537775918716183,-4.470767956151836,-2.984073589910084,4.553702328806099,6.138591686714069,15.245996344326267,9.111980419197574
94,2.6209086274773834,-8.009374133670747,-4.72154108556175,-3.150801038090426,4.85857309558032,6.29280681695727,16.00995300811791,9.434286911899918
95,2.8393176797671655,-8.601274583299006,-5.031508477000363,-3.357738874348923,5.243535708950082,6.481648356117368,16.968719774017533,9.829187561420248
96,3.0577267320569477,-9.364635137056807,-5.423780570858259,-3.6210989384042795,5.743536198652527,6.715991909463337,18.20306430676839,10.321355174371295
97,3.2761357843467294,-10.386702442238999,-5.936758688282235,-3.9681747743107234,6.4185276679282754,7.01245004941654,19.84950538527309,10.949617877359561
98,3.4945448366365115,-11.830004568061208,-6.640153246170335,-4.4492169919879,7.380787576073308,7.397483859589448,22.159059011736062,11.77935636795432
99,3.7129538889262936,-14.037136073869227,-7.678651412404798,-5.1694360856231185,8.867699988246109,7.913546683260736,25.648946659752955,12.931977336824097
