station,exponent,count,potential,y,computed_q,exact_q
12,1.0,48,linear_z,-1.2499166666666666,-1.0012067740655786,-1.0
12,1.0,48,linear_z,-1.20575,-1.0007424649310894,-1.0
12,1.0,48,linear_z,-1.1615833333333332,-1.000625605091657,-1.0
12,1.0,48,linear_z,-1.1174166666666667,-1.0005529351513298,-1.0
12,1.0,48,linear_z,-1.0732499999999998,-1.0005082781574601,-1.0
12,1.0,48,linear_z,-1.0290833333333333,-1.0004760519479698,-1.0
12,1.0,48,linear_z,-0.9849166666666668,-1.0004517208334838,-1.0
12,1.0,48,linear_z,-0.9407500000000001,-1.0004326221588364,-1.0
12,1.0,48,linear_z,-0.8965833333333334,-1.0004172990501665,-1.0
12,1.0,48,linear_z,-0.8524166666666667,-1.0004048447911,-1.0
12,1.0,48,linear_z,-0.80825,-1.0003946785743625,-1.0
12,1.0,48,linear_z,-0.7640833333333333,-1.0003864220947736,-1.0
12,1.0,48,linear_z,-0.7199166666666666,-1.0003798373505979,-1.0
12,1.0,48,linear_z,-0.6757500000000001,-1.0003747955666913,-1.0
12,1.0,48,linear_z,-0.6315833333333334,-1.000371267360064,-1.0
12,1.0,48,linear_z,-0.5874166666666667,-1.000369332293748,-1.0
12,1.0,48,linear_z,-0.54325,-1.0003692131391264,-1.0
12,1.0,48,linear_z,-0.4990833333333333,-1.0003713585675147,-1.0
12,1.0,48,linear_z,-0.4549166666666667,-1.0003765962671116,-1.0
12,1.0,48,linear_z,-0.41075000000000006,-1.0003866855566315,-1.0
12,1.0,48,linear_z,-0.36658333333333337,-1.0004046147822137,-1.0
12,1.0,48,linear_z,-0.3224166666666667,-1.0004441029219622,-1.0
12,1.0,48,linear_z,-0.27825,-1.0005136070193092,-1.0
12,1.0,48,linear_z,-0.2340833333333333,-1.0009434400922452,-1.0
12,1.0,48,linear_z,0.2340833333333333,-1.000943440092244,-1.0
12,1.0,48,linear_z,0.27825,-1.0005136070193195,-1.0
12,1.0,48,linear_z,0.3224166666666667,-1.0004441029219502,-1.0
12,1.0,48,linear_z,0.36658333333333337,-1.0004046147822276,-1.0
12,1.0,48,linear_z,0.41074999999999995,-1.0003866855566173,-1.0
12,1.0,48,linear_z,0.45491666666666664,-1.0003765962671358,-1.0
12,1.0,48,linear_z,0.4990833333333333,-1.0003713585674854,-1.0
12,1.0,48,linear_z,0.54325,-1.0003692131391393,-1.0
12,1.0,48,linear_z,0.5874166666666667,-1.0003693322937628,-1.0
12,1.0,48,linear_z,0.6315833333333334,-1.000371267360033,-1.0
12,1.0,48,linear_z,0.67575,-1.0003747955666735,-1.0
12,1.0,48,linear_z,0.7199166666666666,-1.0003798373506356,-1.0
12,1.0,48,linear_z,0.7640833333333333,-1.0003864220947447,-1.0
12,1.0,48,linear_z,0.8082499999999999,-1.0003946785743858,-1.0
12,1.0,48,linear_z,0.8524166666666666,-1.0004048447910951,-1.0
12,1.0,48,linear_z,0.8965833333333333,-1.0004172990501552,-1.0
12,1.0,48,linear_z,0.94075,-1.0004326221588584,-1.0
12,1.0,48,linear_z,0.9849166666666667,-1.0004517208334842,-1.0
12,1.0,48,linear_z,1.0290833333333333,-1.0004760519479723,-1.0
12,1.0,48,linear_z,1.0732499999999998,-1.0005082781574455,-1.0
12,1.0,48,linear_z,1.1174166666666667,-1.0005529351513422,-1.0
