component,sigma,in_phase_center_from_cg_m,in_phase_center_from_transom_m,in_phase_center_from_transom_over_beam,damping_center_from_cg_m,damping_center_from_transom_m,damping_center_from_transom_over_beam,restoring_subtraction,response_calibration_used
raw_bem,1.4,0.4300025742419853,0.8974625742419853,2.8222093529622176,0.018843070292397013,0.486303070292397,1.5292549380264056,zero_diagnostic_only,False
resolved_station_bem,1.4,0.6010040463373372,1.0684640463373372,3.3599498312494878,0.032467707147856274,0.4999277071478563,1.5720997080121266,zero_diagnostic_only,False
transom_extrapolation,1.4,-0.401916870005976,0.06554312999402401,0.20611047167932078,-0.4366307820135267,0.030829217986473312,0.09694722637255758,zero_diagnostic_only,False
pre_chine_bem,1.4,0.4094636836597059,0.8769236836597059,2.7576216467286345,0.3393291555694284,0.8067891555694284,2.5370728162560643,zero_diagnostic_only,False
post_chine_bem,1.4,0.7663410354905476,1.2338010354905475,3.879877470096061,-0.0728553078835585,0.3946046921164415,1.2408952582278034,zero_diagnostic_only,False
longitudinal_bin_aft_post_chine,1.4,-0.3134185335297754,0.1540414664702246,0.48440712726485724,-0.3451423113707159,0.1223176886292841,0.3846468195889437,zero_diagnostic_only,False
longitudinal_bin_middle_post_chine,1.4,-0.14005202424798963,0.32740797575201036,1.0295848294088377,-0.11143959174719961,0.35602040825280035,1.1195610322415106,zero_diagnostic_only,False
longitudinal_bin_forward_post_chine,1.4,0.15546093747104595,0.6229209374710459,1.9588708725504589,0.11645476829921271,0.5839147682992127,1.8362099632050715,zero_diagnostic_only,False
longitudinal_bin_pre_chine,1.4,0.4094636836597059,0.8769236836597059,2.7576216467286345,0.3393291555694284,0.8067891555694284,2.5370728162560643,zero_diagnostic_only,False
bem,1.4,0.4300025742419853,0.8974625742419853,2.8222093529622176,0.018843070292397013,0.486303070292397,1.5292549380264056,zero_diagnostic_only,False
front,1.4,-3.2896854775895883,-2.8222254775895883,-8.87492288550185,0.5236825086340904,0.9911425086340904,3.1168003416166363,zero_diagnostic_only,False
transom,1.4,nan,nan,nan,nan,nan,nan,zero_diagnostic_only,False
total,1.4,0.5635742642010475,1.0310342642010475,3.242246113839772,0.13019903002559938,0.5976590300255994,1.8794309120301866,zero_diagnostic_only,False
